name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,8022,2248,5603.0,171.0,21.0,0.0,139729.0,
Aomori,青森県,287,16,265.0,6.0,2.0,0.0,6569.0,
Iwate,岩手県,179,93,85.0,1.0,1.0,0.0,8810.0,
Miyagi,宮城県,1168,190,969.0,9.0,7.0,0.0,18491.0,
Akita,秋田県,89,18,70.0,1.0,0.0,0.0,3500.0,
Yamagata,山形県,116,13,97.0,1.0,1.0,5.0,7409.0,
Fukushima,福島県,490,59,425.0,6.0,6.0,0.0,39101.0,
Ibaraki,茨城県,1442,346,1077.0,19.0,11.0,0.0,16407.0,
Tochigi,栃木県,607,81,526.0,2.0,6.0,2.0,52980.0,
Gunma,群馬県,1148,171,956.0,21.0,4.0,0.0,35312.0,
Saitama,埼玉県,8104,1190,6776.0,138.0,29.0,0.0,230484.0,
Chiba,千葉県,6751,825,5840.0,86.0,11.0,0.0,160899.0,
Tokyo,東京都,39649,3743,35418.0,488.0,61.0,0.0,743888.0,
Kanagawa,神奈川県,12112,1346,10574.0,192.0,59.0,0.0,249352.0,
Niigata,新潟県,326,99,227.0,0.0,0.0,0.0,21992.0,
Toyama,富山県,453,20,407.0,26.0,0.0,0.0,16966.0,
Ishikawa,石川県,846,15,781.0,50.0,0.0,0.0,21523.0,
Fukui,福井県,312,31,270.0,11.0,0.0,0.0,14493.0,
Yamanashi,山梨県,336,46,282.0,8.0,3.0,0.0,13459.0,
Nagano,長野県,670,107,534.0,6.0,0.0,23.0,30587.0,
Gifu,岐阜県,1014,164,836.0,14.0,1.0,0.0,32891.0,
Shizuoka,静岡県,1447,533,910.0,4.0,6.0,0.0,55546.0,
Aichi,愛知県,9398,1661,7624.0,113.0,22.0,0.0,135512.0,
Mie,三重県,797,167,623.0,7.0,5.0,0.0,19848.0,
Shiga,滋賀県,773,84,680.0,9.0,1.0,0.0,27121.0,
Kyoto,京都府,2585,267,2281.0,37.0,5.0,0.0,64192.0,
Osaka,大阪府,19167,3524,15322.0,302.0,107.0,19.0,313767.0,
Hyogo,兵庫県,5211,744,4388.0,79.0,31.0,0.0,91975.0,
Nara,奈良県,1087,206,870.0,11.0,6.0,0.0,31912.0,
Wakayama,和歌山県,428,79,337.0,6.0,8.0,6.0,12996.0,
Tottori,鳥取県,58,8,49.0,0.0,0.0,1.0,16298.0,
Shimane,島根県,145,5,140.0,0.0,0.0,0.0,6772.0,
Okayama,岡山県,568,156,363.0,11.0,3.0,38.0,19205.0,
Hiroshima,広島県,785,62,714.0,6.0,2.0,3.0,34211.0,
Yamaguchi,山口県,372,112,254.0,2.0,2.0,4.0,17013.0,
Tokushima,徳島県,181,11,162.0,9.0,1.0,1.0,7779.0,
Kagawa,香川県,135,17,116.0,2.0,0.0,0.0,16584.0,
Ehime,愛媛県,296,149,141.0,6.0,3.0,0.0,6776.0,
Kochi,高知県,149,4,141.0,4.0,0.0,0.0,3747.0,
Fukuoka,福岡県,5644,231,5306.0,107.0,3.0,0.0,196941.0,
Saga,佐賀県,300,19,283.0,1.0,0.0,3.0,9506.0,
Nagasaki,長崎県,265,17,247.0,3.0,0.0,2.0,26604.0,
Kumamoto,熊本県,999,66,903.0,13.0,6.0,17.0,23481.0,
Oita,大分県,255,70,182.0,3.0,0.0,0.0,26669.0,
Miyazaki,宮崎県,477,93,384.0,1.0,2.0,1.0,9431.0,
Kagoshima,鹿児島県,607,40,567.0,13.0,0.0,13.0,27152.0,
Okinawa,沖縄県,4169,362,3744.0,68.0,4.0,5.0,71380.0,
Zenkoku,全国,140419,19508,118749.0,2073.0,,,,
