name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,61684,207,59959.0,1475.0,0.0,43.0,1286980.0,JP-01
Aomori,青森県,5919,17,5864.0,38.0,0.0,0.0,106316.0,JP-02
Iwate,岩手県,3506,19,3434.0,53.0,0.0,0.0,137541.0,JP-03
Miyagi,宮城県,16318,23,16171.0,118.0,0.0,6.0,269254.0,JP-04
Akita,秋田県,1936,2,1907.0,27.0,0.0,0.0,27692.0,JP-05
Yamagata,山形県,3624,18,3550.0,56.0,0.0,0.0,116645.0,JP-06
Fukushima,福島県,9553,39,9338.0,176.0,0.0,0.0,477832.0,JP-07
Ibaraki,茨城県,24554,69,24265.0,220.0,0.0,0.0,40625.0,JP-08
Tochigi,栃木県,15769,198,15454.0,117.0,0.0,0.0,533160.0,JP-09
Gunma,群馬県,17512,194,17141.0,177.0,1.0,0.0,361421.0,JP-10
Saitama,埼玉県,116407,389,114959.0,1059.0,1.0,0.0,1671991.0,JP-11
Chiba,千葉県,100959,203,99617.0,1028.0,1.0,111.0,1254504.0,JP-12
Tokyo,東京都,384526,1827,379524.0,3175.0,3.0,0.0,4238662.0,JP-13
Kanagawa,神奈川県,170205,450,168436.0,1319.0,2.0,0.0,1864074.0,JP-14
Niigata,新潟県,8309,108,8138.0,63.0,0.0,0.0,334849.0,JP-15
Toyama,富山県,4872,3,4817.0,52.0,0.0,0.0,133826.0,JP-16
Ishikawa,石川県,8072,60,7853.0,137.0,0.0,22.0,216256.0,JP-17
Fukui,福井県,3131,14,3079.0,38.0,0.0,0.0,128078.0,JP-18
Yamanashi,山梨県,5177,16,5132.0,29.0,0.0,0.0,135182.0,JP-19
Nagano,長野県,9081,125,8904.0,97.0,0.0,45.0,374321.0,JP-20
Gifu,岐阜県,19370,66,19058.0,219.0,0.0,27.0,479521.0,JP-21
Shizuoka,静岡県,26971,99,26644.0,209.0,0.0,19.0,741868.0,JP-22
Aichi,愛知県,106945,223,105561.0,1161.0,1.0,0.0,1536976.0,JP-23
Mie,三重県,14837,19,14983.0,163.0,0.0,328.0,273776.0,JP-24
Shiga,滋賀県,12706,228,12374.0,104.0,0.0,0.0,299098.0,JP-25
Kyoto,京都府,36490,282,35795.0,292.0,12.0,121.0,478914.0,JP-26
Osaka,大阪府,204869,1233,200572.0,3064.0,46.0,0.0,4296897.0,JP-27
Hyogo,兵庫県,79011,187,77426.0,1398.0,2.0,0.0,876309.0,JP-28
Nara,奈良県,16118,175,15794.0,149.0,0.0,0.0,286954.0,JP-29
Wakayama,和歌山県,5323,19,5136.0,62.0,0.0,106.0,68784.0,JP-30
Tottori,鳥取県,1676,7,1639.0,5.0,0.0,25.0,172972.0,JP-31
Shimane,島根県,1800,67,1728.0,5.0,0.0,0.0,64047.0,JP-32
Okayama,岡山県,15609,2,15417.0,136.0,0.0,54.0,310392.0,JP-33
Hiroshima,広島県,22586,402,21982.0,202.0,1.0,0.0,990011.0,JP-34
Yamaguchi,山口県,6305,457,5755.0,93.0,0.0,0.0,222391.0,JP-35
Tokushima,徳島県,3300,11,3225.0,66.0,0.0,2.0,118301.0,JP-36
Kagawa,香川県,4735,30,4666.0,38.0,0.0,1.0,147062.0,JP-37
Ehime,愛媛県,5427,15,5330.0,82.0,0.0,0.0,175138.0,JP-38
Kochi,高知県,4182,15,4134.0,33.0,0.0,0.0,112524.0,JP-39
Fukuoka,福岡県,74968,122,74139.0,627.0,3.0,80.0,1456388.0,JP-40
Saga,佐賀県,5914,24,5894.0,30.0,0.0,34.0,122965.0,JP-41
Nagasaki,長崎県,6159,37,6050.0,73.0,0.0,1.0,206513.0,JP-42
Kumamoto,熊本県,14426,13,14277.0,136.0,0.0,0.0,125009.0,JP-43
Oita,大分県,8199,12,8103.0,84.0,0.0,0.0,311437.0,JP-44
Miyazaki,宮崎県,6163,10,6096.0,41.0,0.0,16.0,73177.0,JP-45
Kagoshima,鹿児島県,9213,32,9054.0,66.0,0.0,61.0,177955.0,JP-46
Okinawa,沖縄県,52724,2252,50079.0,398.0,18.0,5.0,447584.0,JP-47
Zenkoku,全国,1737140,10020,1708453.0,18390.0,,,,
