name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,22076,845,20409.0,790.0,22.0,32.0,482910.0,JP-01
Aomori,青森県,1260,164,1076.0,20.0,0.0,0.0,28908.0,JP-02
Iwate,岩手県,771,66,674.0,31.0,0.0,0.0,51363.0,JP-03
Miyagi,宮城県,7419,1037,6314.0,44.0,19.0,24.0,108044.0,JP-04
Akita,秋田県,349,46,294.0,9.0,0.0,0.0,8791.0,JP-05
Yamagata,山形県,1288,252,1014.0,22.0,3.0,0.0,41178.0,JP-06
Fukushima,福島県,2880,285,2477.0,118.0,12.0,0.0,167430.0,JP-07
Ibaraki,茨城県,7270,361,6780.0,129.0,8.0,0.0,28232.0,JP-08
Tochigi,栃木県,5007,213,4724.0,70.0,3.0,0.0,187259.0,JP-09
Gunma,群馬県,5396,276,5018.0,102.0,6.0,0.0,125607.0,JP-10
Saitama,埼玉県,34916,1586,32609.0,721.0,32.0,0.0,697963.0,JP-11
Chiba,千葉県,31152,948,29606.0,598.0,15.0,0.0,511900.0,JP-12
Tokyo,東京都,128114,4410,121876.0,1828.0,37.0,0.0,1881027.0,JP-13
Kanagawa,神奈川県,50203,1289,48114.0,800.0,26.0,0.0,747430.0,JP-14
Niigata,新潟県,1842,283,1541.0,18.0,1.0,0.0,93873.0,JP-15
Toyama,富山県,1080,113,938.0,29.0,3.0,0.0,45610.0,JP-16
Ishikawa,石川県,2113,156,1889.0,66.0,9.0,2.0,65020.0,JP-17
Fukui,福井県,684,72,583.0,29.0,2.0,0.0,40715.0,JP-18
Yamanashi,山梨県,1050,55,976.0,19.0,1.0,0.0,33554.0,JP-19
Nagano,長野県,3351,349,2970.0,49.0,1.0,17.0,131957.0,JP-20
Gifu,岐阜県,5239,197,4913.0,129.0,3.0,0.0,171949.0,JP-21
Shizuoka,静岡県,6027,234,5672.0,121.0,4.0,0.0,268724.0,JP-22
Aichi,愛知県,29316,1676,27034.0,606.0,7.0,0.0,504532.0,JP-23
Mie,三重県,3089,263,2842.0,74.0,7.0,90.0,82920.0,JP-24
Shiga,滋賀県,3096,260,2777.0,59.0,4.0,0.0,95183.0,JP-25
Kyoto,京都府,10509,721,9638.0,176.0,11.0,26.0,191174.0,JP-26
Osaka,大阪府,64382,10940,51638.0,1238.0,261.0,566.0,1199005.0,JP-27
Hyogo,兵庫県,23793,3127,20049.0,617.0,80.0,0.0,331053.0,JP-28
Nara,奈良県,4815,755,4000.0,60.0,10.0,0.0,109050.0,JP-29
Wakayama,和歌山県,1666,267,1354.0,19.0,39.0,26.0,29514.0,JP-30
Tottori,鳥取県,320,80,226.0,2.0,0.0,12.0,54749.0,JP-31
Shimane,島根県,295,7,288.0,0.0,0.0,0.0,18895.0,JP-32
Okayama,岡山県,3069,166,2603.0,35.0,3.0,265.0,84188.0,JP-33
Hiroshima,広島県,5330,104,5110.0,107.0,0.0,9.0,195831.0,JP-34
Yamaguchi,山口県,1485,54,1388.0,43.0,0.0,0.0,74020.0,JP-35
Tokushima,徳島県,791,211,555.0,25.0,4.0,0.0,36251.0,JP-36
Kagawa,香川県,1028,126,886.0,19.0,2.0,3.0,56401.0,JP-37
Ehime,愛媛県,1819,310,1484.0,25.0,9.0,0.0,46605.0,JP-38
Kochi,高知県,951,15,917.0,19.0,1.0,0.0,7552.0,JP-39
Fukuoka,福岡県,19748,648,18759.0,341.0,10.0,0.0,543312.0,JP-40
Saga,佐賀県,1302,68,1239.0,13.0,0.0,18.0,34288.0,JP-41
Nagasaki,長崎県,1702,64,1599.0,39.0,0.0,0.0,83675.0,JP-42
Kumamoto,熊本県,3579,52,3453.0,74.0,3.0,0.0,59003.0,JP-43
Oita,大分県,1361,38,1301.0,22.0,1.0,0.0,99742.0,JP-44
Miyazaki,宮崎県,2025,62,1938.0,22.0,0.0,3.0,27215.0,JP-45
Kagoshima,鹿児島県,1943,65,1865.0,28.0,0.0,15.0,77280.0,JP-46
Okinawa,沖縄県,11137,1227,9786.0,130.0,11.0,6.0,176389.0,JP-47
Zenkoku,全国,518038,34543,473196.0,9535.0,,,,
