name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,36950,8298,27376.0,1066.0,56.0,210.0,666980.0,JP-01
Aomori,青森県,2315,293,1992.0,30.0,1.0,0.0,43315.0,JP-02
Iwate,岩手県,1407,130,1234.0,43.0,2.0,0.0,72307.0,JP-03
Miyagi,宮城県,8823,230,8494.0,83.0,8.0,16.0,143109.0,JP-04
Akita,秋田県,755,65,678.0,12.0,1.0,0.0,13668.0,JP-05
Yamagata,山形県,1940,208,1692.0,40.0,5.0,0.0,58114.0,JP-06
Fukushima,福島県,4542,298,4104.0,140.0,15.0,0.0,237394.0,JP-07
Ibaraki,茨城県,9640,496,8999.0,145.0,9.0,0.0,32520.0,JP-08
Tochigi,栃木県,6278,378,5822.0,78.0,9.0,0.0,260293.0,JP-09
Gunma,群馬県,7764,449,7179.0,136.0,21.0,0.0,165713.0,JP-10
Saitama,埼玉県,43433,1786,40865.0,782.0,44.0,0.0,871262.0,JP-11
Chiba,千葉県,36867,1060,35130.0,677.0,20.0,0.0,607354.0,JP-12
Tokyo,東京都,159708,5429,152231.0,2048.0,70.0,0.0,2264291.0,JP-13
Kanagawa,神奈川県,60886,2093,57915.0,878.0,77.0,0.0,918476.0,JP-14
Niigata,新潟県,3159,313,2810.0,36.0,7.0,0.0,141254.0,JP-15
Toyama,富山県,1839,297,1507.0,35.0,6.0,0.0,62962.0,JP-16
Ishikawa,石川県,3691,483,3106.0,101.0,16.0,1.0,89282.0,JP-17
Fukui,福井県,1035,39,962.0,34.0,1.0,0.0,58594.0,JP-18
Yamanashi,山梨県,1522,114,1390.0,19.0,1.0,1.0,41166.0,JP-19
Nagano,長野県,4747,319,4413.0,83.0,12.0,68.0,176258.0,JP-20
Gifu,岐阜県,8628,778,7692.0,158.0,20.0,0.0,235343.0,JP-21
Shizuoka,静岡県,8247,740,7371.0,136.0,6.0,0.0,348307.0,JP-22
Aichi,愛知県,46057,5792,39507.0,758.0,103.0,0.0,691532.0,JP-23
Mie,三重県,4836,347,4510.0,103.0,13.0,124.0,123611.0,JP-24
Shiga,滋賀県,4988,446,4463.0,79.0,13.0,0.0,125872.0,JP-25
Kyoto,京都府,15644,1097,14416.0,208.0,32.0,77.0,252467.0,JP-26
Osaka,大阪府,99208,9212,86801.0,2260.0,377.0,935.0,1794350.0,JP-27
Hyogo,兵庫県,39386,2492,35746.0,1157.0,97.0,9.0,452865.0,JP-28
Nara,奈良県,7839,373,7352.0,114.0,19.0,0.0,150366.0,JP-29
Wakayama,和歌山県,2595,102,2410.0,43.0,32.0,40.0,39674.0,JP-30
Tottori,鳥取県,463,35,418.0,2.0,0.0,8.0,72736.0,JP-31
Shimane,島根県,529,95,434.0,0.0,4.0,0.0,26359.0,JP-32
Okayama,岡山県,7244,992,6022.0,102.0,31.0,128.0,133532.0,JP-33
Hiroshima,広島県,10327,1091,8140.0,125.0,30.0,971.0,400161.0,JP-34
Yamaguchi,山口県,2881,491,2330.0,60.0,7.0,0.0,103923.0,JP-35
Tokushima,徳島県,1628,65,1502.0,61.0,3.0,0.0,57978.0,JP-36
Kagawa,香川県,1983,160,1804.0,24.0,2.0,5.0,76346.0,JP-37
Ehime,愛媛県,2699,90,2537.0,72.0,5.0,0.0,84938.0,JP-38
Kochi,高知県,1398,199,1179.0,20.0,5.0,0.0,9415.0,JP-39
Fukuoka,福岡県,33697,4361,28709.0,440.0,82.0,187.0,738981.0,JP-40
Saga,佐賀県,2478,182,2297.0,19.0,5.0,20.0,49075.0,JP-41
Nagasaki,長崎県,2864,175,2626.0,63.0,6.0,0.0,110651.0,JP-42
Kumamoto,熊本県,6143,678,5368.0,97.0,27.0,0.0,77790.0,JP-43
Oita,大分県,3309,390,2874.0,45.0,6.0,0.0,143872.0,JP-44
Miyazaki,宮崎県,3019,184,2800.0,25.0,2.0,10.0,40988.0,JP-45
Kagoshima,鹿児島県,3256,313,2916.0,30.0,3.0,3.0,100112.0,JP-46
Okinawa,沖縄県,16296,2364,13790.0,148.0,72.0,6.0,215732.0,JP-47
Zenkoku,全国,734943,56022,663913.0,12815.0,,,,
