name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,7369,2307,4910.0,152.0,19.0,0.0,130771.0
Aomori,青森県,281,15,260.0,6.0,2.0,0.0,6408.0
Iwate,岩手県,155,100,54.0,1.0,1.0,0.0,8148.0
Miyagi,宮城県,1116,193,914.0,9.0,8.0,0.0,18148.0
Akita,秋田県,75,4,69.0,1.0,0.0,1.0,3447.0
Yamagata,山形県,109,20,89.0,1.0,0.0,1.0,7282.0
Fukushima,福島県,479,60,413.0,6.0,4.0,0.0,38113.0
Ibaraki,茨城県,1310,307,984.0,19.0,8.0,0.0,15503.0
Tochigi,栃木県,584,80,504.0,2.0,6.0,2.0,51535.0
Gunma,群馬県,1069,101,931.0,21.0,2.0,16.0,34433.0
Saitama,埼玉県,7745,984,6628.0,133.0,19.0,0.0,222779.0
Chiba,千葉県,6489,777,5626.0,86.0,9.0,0.0,157252.0
Tokyo,東京都,38197,3754,33964.0,479.0,51.0,0.0,720173.0
Kanagawa,神奈川県,11480,1271,10024.0,185.0,57.0,0.0,239610.0
Niigata,新潟県,316,101,215.0,0.0,0.0,0.0,21341.0
Toyama,富山県,446,20,400.0,26.0,0.0,0.0,16271.0
Ishikawa,石川県,836,9,778.0,49.0,0.0,0.0,20734.0
Fukui,福井県,304,30,263.0,11.0,0.0,0.0,13667.0
Yamanashi,山梨県,327,52,268.0,7.0,2.0,0.0,13174.0
Nagano,長野県,629,117,473.0,6.0,0.0,33.0,28896.0
Gifu,岐阜県,939,134,792.0,13.0,1.0,0.0,31654.0
Shizuoka,静岡県,1294,453,837.0,4.0,2.0,0.0,52936.0
Aichi,愛知県,8914,1589,7216.0,109.0,17.0,0.0,126390.0
Mie,三重県,737,134,596.0,7.0,5.0,0.0,18271.0
Shiga,滋賀県,747,91,647.0,9.0,0.0,0.0,25764.0
Kyoto,京都府,2508,249,2224.0,35.0,4.0,0.0,61907.0
Osaka,大阪府,18140,3210,14629.0,282.0,103.0,19.0,298441.0
Hyogo,兵庫県,4852,712,4061.0,79.0,28.0,0.0,86664.0
Nara,奈良県,1026,202,813.0,11.0,4.0,0.0,30816.0
Wakayama,和歌山県,403,80,313.0,4.0,6.0,6.0,12562.0
Tottori,鳥取県,54,7,46.0,0.0,0.0,1.0,15678.0
Shimane,島根県,142,1,141.0,0.0,0.0,0.0,6498.0
Okayama,岡山県,515,109,310.0,11.0,3.0,85.0,17220.0
Hiroshima,広島県,762,67,688.0,6.0,0.0,1.0,32679.0
Yamaguchi,山口県,356,120,230.0,2.0,1.0,4.0,13795.0
Tokushima,徳島県,179,11,161.0,9.0,2.0,2.0,7753.0
Kagawa,香川県,132,22,108.0,2.0,0.0,0.0,16011.0
Ehime,愛媛県,251,123,122.0,6.0,3.0,0.0,5657.0
Kochi,高知県,148,4,140.0,4.0,0.0,0.0,3736.0
Fukuoka,福岡県,5552,187,5259.0,106.0,3.0,0.0,190922.0
Saga,佐賀県,297,18,280.0,1.0,0.0,2.0,8987.0
Nagasaki,長崎県,262,14,245.0,3.0,0.0,0.0,25842.0
Kumamoto,熊本県,974,71,881.0,12.0,2.0,10.0,23109.0
Oita,大分県,228,61,164.0,3.0,0.0,0.0,25092.0
Miyazaki,宮崎県,439,65,374.0,1.0,1.0,1.0,9200.0
Kagoshima,鹿児島県,592,48,537.0,13.0,0.0,6.0,26482.0
Okinawa,沖縄県,4031,304,3664.0,68.0,3.0,5.0,68472.0
Zenkoku,全国,133790,18388,113245.0,2000.0,,,
