name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,58165,3596,53209.0,1456.0,26.0,96.0,1021436.0,JP-01
Aomori,青森県,4782,1131,3618.0,33.0,2.0,0.0,72969.0,JP-02
Iwate,岩手県,3224,381,2793.0,50.0,2.0,0.0,110603.0,JP-03
Miyagi,宮城県,15291,1605,13554.0,104.0,31.0,28.0,213429.0,JP-04
Akita,秋田県,1687,169,1495.0,23.0,2.0,0.0,22454.0,JP-05
Yamagata,山形県,3287,278,2959.0,50.0,5.0,0.0,86386.0,JP-06
Fukushima,福島県,8984,615,8200.0,169.0,14.0,0.0,373952.0,JP-07
Ibaraki,茨城県,21846,1936,19715.0,195.0,30.0,0.0,37826.0,JP-08
Tochigi,栃木県,13865,1244,12516.0,105.0,18.0,0.0,402489.0,JP-09
Gunma,群馬県,15601,1601,13838.0,162.0,31.0,0.0,262794.0,JP-10
Saitama,埼玉県,106183,11947,93328.0,908.0,146.0,0.0,1329209.0,JP-11
Chiba,千葉県,92571,12520,79156.0,893.0,102.0,2.0,965510.0,JP-12
Tokyo,東京都,356595,28064,325986.0,2545.0,264.0,0.0,3345638.0,JP-13
Kanagawa,神奈川県,156169,13716,141314.0,1139.0,220.0,0.0,1433442.0,JP-14
Niigata,新潟県,7062,913,6094.0,55.0,11.0,0.0,246239.0,JP-15
Toyama,富山県,4563,615,3904.0,44.0,14.0,0.0,102442.0,JP-16
Ishikawa,石川県,7434,488,6804.0,123.0,4.0,19.0,173655.0,JP-17
Fukui,福井県,2702,250,2416.0,36.0,2.0,0.0,100551.0,JP-18
Yamanashi,山梨県,4582,578,3985.0,25.0,3.0,6.0,92433.0,JP-19
Nagano,長野県,8156,579,7464.0,94.0,5.0,19.0,276256.0,JP-20
Gifu,岐阜県,16893,2385,14341.0,204.0,24.0,37.0,361285.0,JP-21
Shizuoka,静岡県,24153,4659,19309.0,185.0,32.0,0.0,549011.0,JP-22
Aichi,愛知県,90620,21811,67756.0,1053.0,79.0,0.0,1102894.0,JP-23
Mie,三重県,13416,3827,9726.0,138.0,29.0,275.0,192585.0,JP-24
Shiga,滋賀県,11304,1699,9508.0,97.0,13.0,0.0,213115.0,JP-25
Kyoto,京都府,32322,4527,27202.0,254.0,92.0,339.0,380092.0,JP-26
Osaka,大阪府,180706,26136,149753.0,2830.0,599.0,1987.0,3042352.0,JP-27
Hyogo,兵庫県,69040,7556,60137.0,1347.0,78.0,0.0,666775.0,JP-28
Nara,奈良県,14281,1598,12542.0,141.0,16.0,0.0,223049.0,JP-29
Wakayama,和歌山県,4861,470,4236.0,55.0,23.0,100.0,59346.0,JP-30
Tottori,鳥取県,1522,244,1255.0,4.0,2.0,19.0,130759.0,JP-31
Shimane,島根県,1444,216,1226.0,2.0,1.0,0.0,45572.0,JP-32
Okayama,岡山県,14223,1686,11771.0,132.0,21.0,634.0,231974.0,JP-33
Hiroshima,広島県,19673,1304,16917.0,185.0,21.0,1267.0,779859.0,JP-34
Yamaguchi,山口県,5243,641,4515.0,87.0,3.0,0.0,155099.0,JP-35
Tokushima,徳島県,2880,380,2436.0,64.0,2.0,0.0,90638.0,JP-36
Kagawa,香川県,4459,490,3936.0,34.0,9.0,1.0,117449.0,JP-37
Ehime,愛媛県,4790,368,4341.0,81.0,5.0,0.0,134626.0,JP-38
Kochi,高知県,3760,559,3170.0,31.0,9.0,0.0,82509.0,JP-39
Fukuoka,福岡県,68835,10128,57546.0,574.0,36.0,587.0,1130029.0,JP-40
Saga,佐賀県,5434,553,3796.0,28.0,2.0,1057.0,90312.0,JP-41
Nagasaki,長崎県,5544,596,4883.0,69.0,2.0,4.0,162298.0,JP-42
Kumamoto,熊本県,13234,1781,11325.0,128.0,18.0,0.0,112361.0,JP-43
Oita,大分県,7447,918,6460.0,69.0,5.0,0.0,233747.0,JP-44
Miyazaki,宮崎県,5653,798,4690.0,33.0,8.0,132.0,62925.0,JP-45
Kagoshima,鹿児島県,8499,894,7551.0,52.0,7.0,2.0,154444.0,JP-46
Okinawa,沖縄県,44282,6109,37699.0,261.0,130.0,213.0,349832.0,JP-47
Zenkoku,全国,1567267,184559,1360375.0,16347.0,,,,
