name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,22842,1076,20894.0,821.0,25.0,51.0,504036.0,JP-01
Aomori,青森県,1408,216,1172.0,20.0,0.0,0.0,30897.0,JP-02
Iwate,岩手県,802,42,729.0,31.0,1.0,0.0,53589.0,JP-03
Miyagi,宮城県,7808,838,6895.0,54.0,19.0,21.0,113960.0,JP-04
Akita,秋田県,399,64,326.0,9.0,1.0,0.0,9437.0,JP-05
Yamagata,山形県,1390,192,1168.0,30.0,5.0,0.0,44638.0,JP-06
Fukushima,福島県,3094,303,2671.0,120.0,10.0,0.0,176193.0,JP-07
Ibaraki,茨城県,7666,499,7037.0,130.0,10.0,0.0,28796.0,JP-08
Tochigi,栃木県,5150,190,4890.0,70.0,4.0,0.0,192484.0,JP-09
Gunma,群馬県,5602,307,5193.0,102.0,4.0,0.0,131474.0,JP-10
Saitama,埼玉県,36237,1959,33543.0,735.0,33.0,0.0,724184.0,JP-11
Chiba,千葉県,32072,1192,30267.0,613.0,11.0,0.0,531072.0,JP-12
Tokyo,東京都,132903,5597,125442.0,1864.0,48.0,0.0,1944560.0,JP-13
Kanagawa,神奈川県,51748,1745,49200.0,803.0,28.0,0.0,774760.0,JP-14
Niigata,新潟県,2064,330,1716.0,18.0,2.0,0.0,100067.0,JP-15
Toyama,富山県,1202,141,1032.0,29.0,3.0,0.0,48375.0,JP-16
Ishikawa,石川県,2279,238,1971.0,68.0,9.0,2.0,67739.0,JP-17
Fukui,福井県,817,168,618.0,31.0,1.0,0.0,43773.0,JP-18
Yamanashi,山梨県,1102,63,1020.0,19.0,1.0,0.0,35312.0,JP-19
Nagano,長野県,3635,391,3215.0,54.0,4.0,25.0,140370.0,JP-20
Gifu,岐阜県,5492,316,5047.0,129.0,4.0,0.0,179305.0,JP-21
Shizuoka,静岡県,6227,261,5845.0,121.0,3.0,0.0,280654.0,JP-22
Aichi,愛知県,30818,2402,27801.0,615.0,15.0,0.0,527141.0,JP-23
Mie,三重県,3351,418,2945.0,75.0,16.0,87.0,86936.0,JP-24
Shiga,滋賀県,3364,391,2912.0,61.0,5.0,0.0,98992.0,JP-25
Kyoto,京都府,11281,1094,10044.0,179.0,9.0,36.0,202076.0,JP-26
Osaka,大阪府,72250,15317,54970.0,1309.0,328.0,654.0,1297933.0,JP-27
Hyogo,兵庫県,27018,3990,22390.0,638.0,87.0,0.0,351769.0,JP-28
Nara,奈良県,5486,979,4442.0,65.0,22.0,0.0,117790.0,JP-29
Wakayama,和歌山県,1943,384,1508.0,20.0,54.0,31.0,30171.0,JP-30
Tottori,鳥取県,351,81,262.0,2.0,0.0,6.0,58639.0,JP-31
Shimane,島根県,320,19,301.0,0.0,0.0,0.0,19437.0,JP-32
Okayama,岡山県,3385,246,2742.0,35.0,4.0,362.0,89012.0,JP-33
Hiroshima,広島県,5531,193,5209.0,108.0,3.0,21.0,223467.0,JP-34
Yamaguchi,山口県,1640,184,1413.0,43.0,0.0,0.0,77872.0,JP-35
Tokushima,徳島県,1034,346,659.0,29.0,7.0,0.0,39798.0,JP-36
Kagawa,香川県,1124,143,966.0,20.0,3.0,5.0,58870.0,JP-37
Ehime,愛媛県,2080,370,1681.0,29.0,7.0,0.0,54073.0,JP-38
Kochi,高知県,975,24,932.0,19.0,0.0,0.0,7663.0,JP-39
Fukuoka,福岡県,20753,1287,19121.0,345.0,14.0,0.0,566531.0,JP-40
Saga,佐賀県,1452,179,1280.0,13.0,0.0,20.0,36180.0,JP-41
Nagasaki,長崎県,1852,188,1624.0,40.0,1.0,0.0,87425.0,JP-42
Kumamoto,熊本県,3767,203,3487.0,77.0,5.0,0.0,61319.0,JP-43
Oita,大分県,1457,105,1328.0,24.0,1.0,0.0,104118.0,JP-44
Miyazaki,宮崎県,2080,56,1995.0,22.0,0.0,7.0,28287.0,JP-45
Kagoshima,鹿児島県,1992,75,1910.0,28.0,0.0,21.0,79584.0,JP-46
Okinawa,沖縄県,11867,1313,10430.0,130.0,9.0,6.0,183885.0,JP-47
Zenkoku,全国,549110,46115,492243.0,9797.0,,,,
