name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,2933,362,2462.0,109.0,4.0,0.0,78717.0
Aomori,青森県,206,121,83.0,2.0,3.0,0.0,4462.0
Iwate,岩手県,27,4,23.0,0.0,0.0,0.0,5235.0
Miyagi,宮城県,655,125,528.0,2.0,4.0,0.0,13437.0
Akita,秋田県,61,2,59.0,0.0,0.0,0.0,2481.0
Yamagata,山形県,86,5,80.0,1.0,0.0,0.0,5995.0
Fukushima,福島県,387,42,339.0,6.0,5.0,0.0,28254.0
Ibaraki,茨城県,750,21,711.0,18.0,1.0,0.0,13751.0
Tochigi,栃木県,482,21,461.0,1.0,0.0,1.0,41671.0
Gunma,群馬県,884,100,755.0,19.0,5.0,10.0,28548.0
Saitama,埼玉県,5726,394,5226.0,106.0,9.0,0.0,180341.0
Chiba,千葉県,4920,387,4455.0,78.0,10.0,0.0,122293.0
Tokyo,東京都,30456,1632,28373.0,451.0,30.0,0.0,585729.0
Kanagawa,神奈川県,8517,528,7823.0,166.0,20.0,0.0,195864.0
Niigata,新潟県,182,3,179.0,0.0,0.0,0.0,17566.0
Toyama,富山県,422,0,396.0,26.0,0.0,0.0,14431.0
Ishikawa,石川県,803,12,742.0,49.0,0.0,0.0,16704.0
Fukui,福井県,256,1,244.0,11.0,0.0,0.0,10979.0
Yamanashi,山梨県,209,8,195.0,6.0,0.0,0.0,11514.0
Nagano,長野県,335,8,326.0,4.0,1.0,3.0,22681.0
Gifu,岐阜県,672,28,633.0,11.0,1.0,0.0,26569.0
Shizuoka,静岡県,620,39,579.0,2.0,0.0,0.0,42132.0
Aichi,愛知県,5941,294,5555.0,92.0,10.0,0.0,96089.0
Mie,三重県,555,9,539.0,7.0,2.0,0.0,15456.0
Shiga,滋賀県,546,19,518.0,9.0,0.0,0.0,13962.0
Kyoto,京都府,1989,63,1896.0,30.0,0.0,0.0,51757.0
Osaka,大阪府,12348,723,11372.0,236.0,25.0,17.0,230194.0
Hyogo,兵庫県,3157,149,2946.0,62.0,15.0,0.0,67302.0
Nara,奈良県,631,18,604.0,9.0,1.0,0.0,24388.0
Wakayama,和歌山県,273,10,254.0,4.0,2.0,5.0,10349.0
Tottori,鳥取県,38,3,35.0,0.0,0.0,0.0,5729.0
Shimane,島根県,141,1,140.0,0.0,0.0,0.0,6189.0
Okayama,岡山県,230,23,161.0,1.0,1.0,45.0,10217.0
Hiroshima,広島県,657,12,640.0,5.0,0.0,0.0,27197.0
Yamaguchi,山口県,213,4,207.0,2.0,0.0,0.0,11826.0
Tokushima,徳島県,164,5,150.0,9.0,0.0,0.0,7432.0
Kagawa,香川県,101,4,95.0,2.0,0.0,0.0,13321.0
Ehime,愛媛県,116,0,110.0,6.0,0.0,0.0,4337.0
Kochi,高知県,144,3,137.0,4.0,0.0,0.0,3621.0
Fukuoka,福岡県,5194,67,5026.0,101.0,4.0,0.0,161242.0
Saga,佐賀県,254,2,254.0,0.0,0.0,2.0,7005.0
Nagasaki,長崎県,244,2,239.0,3.0,0.0,0.0,22048.0
Kumamoto,熊本県,779,35,728.0,8.0,0.0,8.0,19151.0
Oita,大分県,159,0,156.0,3.0,0.0,0.0,20506.0
Miyazaki,宮崎県,367,1,366.0,1.0,0.0,1.0,8772.0
Kagoshima,鹿児島県,463,7,456.0,12.0,0.0,12.0,22011.0
Okinawa,沖縄県,3245,345,2846.0,58.0,8.0,4.0,56121.0
Zenkoku,全国,97538,5642,90102.0,1732.0,,,
