name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,3136,446,2580.0,110.0,6.0,0.0,82323.0
Aomori,青森県,236,89,143.0,4.0,3.0,0.0,5036.0
Iwate,岩手県,27,2,25.0,0.0,0.0,0.0,5309.0
Miyagi,宮城県,726,176,548.0,2.0,4.0,0.0,14204.0
Akita,秋田県,63,3,60.0,0.0,0.0,0.0,2487.0
Yamagata,山形県,86,5,80.0,1.0,0.0,0.0,6113.0
Fukushima,福島県,388,23,359.0,6.0,4.0,0.0,29333.0
Ibaraki,茨城県,770,32,720.0,18.0,0.0,0.0,13826.0
Tochigi,栃木県,489,25,464.0,1.0,0.0,1.0,42150.0
Gunma,群馬県,901,67,815.0,19.0,5.0,0.0,29335.0
Saitama,埼玉県,5889,396,5386.0,107.0,10.0,0.0,185029.0
Chiba,千葉県,5058,371,4606.0,81.0,9.0,0.0,127319.0
Tokyo,東京都,31212,1799,28958.0,455.0,34.0,0.0,598993.0
Kanagawa,神奈川県,8777,554,8052.0,171.0,20.0,0.0,199811.0
Niigata,新潟県,184,5,179.0,0.0,0.0,0.0,17777.0
Toyama,富山県,423,1,396.0,26.0,0.0,0.0,14487.0
Ishikawa,石川県,812,18,745.0,49.0,0.0,0.0,17341.0
Fukui,福井県,257,1,245.0,11.0,0.0,0.0,11058.0
Yamanashi,山梨県,212,10,196.0,6.0,0.0,0.0,11693.0
Nagano,長野県,343,10,332.0,6.0,0.0,5.0,23025.0
Gifu,岐阜県,687,35,641.0,11.0,1.0,0.0,26972.0
Shizuoka,静岡県,636,52,582.0,2.0,0.0,0.0,42455.0
Aichi,愛知県,6227,494,5637.0,96.0,9.0,0.0,99251.0
Mie,三重県,566,18,541.0,7.0,3.0,0.0,15683.0
Shiga,滋賀県,553,19,525.0,9.0,0.0,0.0,14501.0
Kyoto,京都府,2014,73,1911.0,30.0,0.0,0.0,52347.0
Osaka,大阪府,12876,977,11636.0,244.0,26.0,19.0,237923.0
Hyogo,兵庫県,3250,178,3009.0,63.0,15.0,0.0,68946.0
Nara,奈良県,659,40,609.0,10.0,0.0,0.0,24620.0
Wakayama,和歌山県,275,10,256.0,4.0,2.0,5.0,10439.0
Tottori,鳥取県,38,3,35.0,0.0,0.0,0.0,5770.0
Shimane,島根県,141,1,141.0,0.0,0.0,1.0,6281.0
Okayama,岡山県,291,54,172.0,4.0,0.0,61.0,11198.0
Hiroshima,広島県,662,14,643.0,5.0,0.0,0.0,27466.0
Yamaguchi,山口県,213,4,207.0,2.0,0.0,0.0,11915.0
Tokushima,徳島県,164,0,155.0,9.0,0.0,0.0,7485.0
Kagawa,香川県,101,4,95.0,2.0,0.0,0.0,13518.0
Ehime,愛媛県,116,0,110.0,6.0,0.0,0.0,4371.0
Kochi,高知県,144,2,138.0,4.0,0.0,0.0,3650.0
Fukuoka,福岡県,5226,82,5042.0,102.0,3.0,0.0,165014.0
Saga,佐賀県,254,0,256.0,0.0,0.0,2.0,7081.0
Nagasaki,長崎県,244,1,240.0,3.0,0.0,0.0,22457.0
Kumamoto,熊本県,786,33,736.0,8.0,1.0,9.0,19224.0
Oita,大分県,159,0,156.0,3.0,0.0,0.0,20989.0
Miyazaki,宮崎県,367,1,366.0,1.0,0.0,1.0,8791.0
Kagoshima,鹿児島県,468,5,459.0,12.0,1.0,8.0,22179.0
Okinawa,沖縄県,3363,341,2964.0,63.0,7.0,5.0,58299.0
Zenkoku,全国,100469,6474,92151.0,1773.0,,,
