name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,61501,207,59815.0,1475.0,0.0,4.0,1278988.0,JP-01
Aomori,青森県,5902,1,5863.0,38.0,0.0,0.0,104915.0,JP-02
Iwate,岩手県,3490,3,3434.0,53.0,0.0,0.0,136540.0,JP-03
Miyagi,宮城県,16291,2,16170.0,118.0,0.0,1.0,264222.0,JP-04
Akita,秋田県,1934,0,1907.0,27.0,0.0,0.0,27664.0,JP-05
Yamagata,山形県,3607,1,3550.0,56.0,0.0,0.0,115660.0,JP-06
Fukushima,福島県,9520,22,9322.0,176.0,0.0,0.0,472020.0,JP-07
Ibaraki,茨城県,24490,14,24256.0,220.0,0.0,0.0,40590.0,JP-08
Tochigi,栃木県,15616,84,15415.0,117.0,0.0,0.0,529917.0,JP-09
Gunma,群馬県,17316,133,17065.0,176.0,2.0,58.0,355311.0,JP-10
Saitama,埼玉県,116092,120,114913.0,1059.0,1.0,0.0,1655563.0,JP-11
Chiba,千葉県,100688,55,99587.0,1028.0,1.0,18.0,1243478.0,JP-12
Tokyo,東京都,383078,536,379367.0,3175.0,1.0,0.0,4196279.0,JP-13
Kanagawa,神奈川県,169830,204,168307.0,1319.0,2.0,0.0,1839374.0,JP-14
Niigata,新潟県,8244,73,8109.0,62.0,0.0,0.0,329370.0,JP-15
Toyama,富山県,4869,1,4816.0,52.0,0.0,0.0,132342.0,JP-16
Ishikawa,石川県,8049,64,7829.0,134.0,0.0,22.0,214962.0,JP-17
Fukui,福井県,3117,2,3077.0,38.0,0.0,0.0,127165.0,JP-18
Yamanashi,山梨県,5161,0,5132.0,29.0,0.0,0.0,135182.0,JP-19
Nagano,長野県,8959,38,8880.0,97.0,0.0,56.0,368727.0,JP-20
Gifu,岐阜県,19280,4,19056.0,219.0,0.0,1.0,474766.0,JP-21
Shizuoka,静岡県,26898,19,26663.0,209.0,0.0,7.0,733273.0,JP-22
Aichi,愛知県,106773,69,105543.0,1161.0,0.0,0.0,1516048.0,JP-23
Mie,三重県,14821,2,14983.0,163.0,0.0,327.0,273776.0,JP-24
Shiga,滋賀県,12507,49,12354.0,104.0,0.0,0.0,297867.0,JP-25
Kyoto,京都府,36195,138,35745.0,292.0,12.0,20.0,475049.0,JP-26
Osaka,大阪府,203790,373,200353.0,3064.0,19.0,0.0,4268498.0,JP-27
Hyogo,兵庫県,78886,97,77391.0,1398.0,3.0,0.0,868905.0,JP-28
Nara,奈良県,15958,20,15789.0,149.0,0.0,0.0,283091.0,JP-29
Wakayama,和歌山県,5304,0,5136.0,62.0,0.0,106.0,68578.0,JP-30
Tottori,鳥取県,1669,0,1639.0,5.0,0.0,25.0,170026.0,JP-31
Shimane,島根県,1756,23,1728.0,5.0,0.0,0.0,64047.0,JP-32
Okayama,岡山県,15555,2,15417.0,136.0,0.0,0.0,310392.0,JP-33
Hiroshima,広島県,22199,19,21978.0,202.0,0.0,0.0,990011.0,JP-34
Yamaguchi,山口県,5848,47,5708.0,93.0,0.0,0.0,215836.0,JP-35
Tokushima,徳島県,3291,1,3225.0,66.0,0.0,1.0,117319.0,JP-36
Kagawa,香川県,4708,3,4666.0,38.0,0.0,1.0,146077.0,JP-37
Ehime,愛媛県,5412,0,5330.0,82.0,0.0,0.0,175070.0,JP-38
Kochi,高知県,4168,1,4134.0,33.0,0.0,0.0,111790.0,JP-39
Fukuoka,福岡県,74788,75,74083.0,627.0,3.0,3.0,1441123.0,JP-40
Saga,佐賀県,5875,8,5892.0,30.0,0.0,55.0,121539.0,JP-41
Nagasaki,長崎県,6124,5,6047.0,73.0,0.0,1.0,204713.0,JP-42
Kumamoto,熊本県,14396,0,14260.0,136.0,0.0,0.0,124907.0,JP-43
Oita,大分県,8187,0,8103.0,84.0,0.0,0.0,307826.0,JP-44
Miyazaki,宮崎県,6153,0,6096.0,41.0,0.0,16.0,73154.0,JP-45
Kagoshima,鹿児島県,9122,7,9049.0,66.0,0.0,0.0,177172.0,JP-46
Okinawa,沖縄県,50662,259,50010.0,398.0,7.0,5.0,440535.0,JP-47
Zenkoku,全国,1728079,2781,1707192.0,18385.0,,,,
