name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,41466,708,39388.0,1405.0,23.0,35.0,787474.0,JP-01
Aomori,青森県,2520,63,2426.0,31.0,0.0,0.0,51214.0,JP-02
Iwate,岩手県,1713,64,1602.0,47.0,1.0,0.0,87030.0,JP-03
Miyagi,宮城県,9187,92,8995.0,90.0,4.0,10.0,158278.0,JP-04
Akita,秋田県,907,99,788.0,20.0,1.0,0.0,15564.0,JP-05
Yamagata,山形県,2028,16,1965.0,47.0,1.0,0.0,66016.0,JP-06
Fukushima,福島県,4962,157,4644.0,161.0,3.0,0.0,283651.0,JP-07
Ibaraki,茨城県,10651,246,10240.0,165.0,5.0,0.0,33467.0,JP-08
Tochigi,栃木県,7120,247,6791.0,82.0,7.0,0.0,306285.0,JP-09
Gunma,群馬県,8051,45,7854.0,152.0,5.0,0.0,194942.0,JP-10
Saitama,埼玉県,46944,1202,44910.0,832.0,21.0,0.0,978027.0,JP-11
Chiba,千葉県,40889,1216,38963.0,710.0,17.0,0.0,698007.0,JP-12
Tokyo,東京都,176501,5065,169197.0,2239.0,51.0,0.0,2543617.0,JP-13
Kanagawa,神奈川県,68312,1818,65542.0,952.0,37.0,0.0,1047212.0,JP-14
Niigata,新潟県,3423,45,3326.0,52.0,2.0,0.0,173306.0,JP-15
Toyama,富山県,2042,16,1988.0,38.0,1.0,0.0,74335.0,JP-16
Ishikawa,石川県,3954,34,3801.0,115.0,1.0,4.0,124083.0,JP-17
Fukui,福井県,1327,139,1153.0,35.0,0.0,0.0,69860.0,JP-18
Yamanashi,山梨県,2106,82,2004.0,21.0,1.0,1.0,58651.0,JP-19
Nagano,長野県,5039,48,4975.0,91.0,0.0,75.0,208048.0,JP-20
Gifu,岐阜県,9466,74,9205.0,187.0,4.0,0.0,272888.0,JP-21
Shizuoka,静岡県,9395,282,8961.0,152.0,6.0,0.0,407868.0,JP-22
Aichi,愛知県,51161,634,49556.0,971.0,17.0,0.0,835239.0,JP-23
Mie,三重県,5279,78,5228.0,112.0,4.0,139.0,145510.0,JP-24
Shiga,滋賀県,5571,64,5417.0,90.0,4.0,0.0,153346.0,JP-25
Kyoto,京都府,16661,142,16255.0,246.0,7.0,18.0,286512.0,JP-26
Osaka,大阪府,103850,1229,99147.0,2680.0,148.0,794.0,2185473.0,JP-27
Hyogo,兵庫県,41005,253,39444.0,1308.0,19.0,0.0,512406.0,JP-28
Nara,奈良県,8378,174,8073.0,131.0,6.0,0.0,170318.0,JP-29
Wakayama,和歌山県,2693,22,2564.0,49.0,2.0,58.0,42128.0,JP-30
Tottori,鳥取県,491,18,457.0,2.0,0.0,14.0,84118.0,JP-31
Shimane,島根県,553,3,549.0,1.0,1.0,0.0,31436.0,JP-32
Okayama,岡山県,7596,25,7439.0,126.0,4.0,6.0,165308.0,JP-33
Hiroshima,広島県,11526,100,11239.0,175.0,12.0,12.0,553751.0,JP-34
Yamaguchi,山口県,3159,54,3025.0,80.0,1.0,0.0,122050.0,JP-35
Tokushima,徳島県,1657,3,1591.0,63.0,0.0,0.0,65393.0,JP-36
Kagawa,香川県,2100,16,2058.0,31.0,1.0,5.0,86905.0,JP-37
Ehime,愛媛県,2755,5,2675.0,75.0,3.0,0.0,97164.0,JP-38
Kochi,高知県,1851,81,1744.0,26.0,9.0,0.0,11563.0,JP-39
Fukuoka,福岡県,35639,357,34732.0,522.0,12.0,28.0,839693.0,JP-40
Saga,佐賀県,2565,16,2561.0,24.0,0.0,36.0,57575.0,JP-41
Nagasaki,長崎県,3216,88,3060.0,69.0,0.0,1.0,126322.0,JP-42
Kumamoto,熊本県,6486,60,6308.0,118.0,3.0,0.0,82317.0,JP-43
Oita,大分県,3494,15,3415.0,64.0,0.0,0.0,170404.0,JP-44
Miyazaki,宮崎県,3099,20,3028.0,27.0,0.0,24.0,44507.0,JP-45
Kagoshima,鹿児島県,3698,59,3636.0,38.0,2.0,35.0,112032.0,JP-46
Okinawa,沖縄県,21017,925,19907.0,191.0,45.0,6.0,253685.0,JP-47
Zenkoku,全国,803503,16199,771826.0,14843.0,,,,
