name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1199,93,1011.0,95.0,11,0.0,19327.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,946.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,888.0
Miyagi,宮城県,90,2,87.0,1.0,0,0.0,3509.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,984.0
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2505.0
Fukushima,福島県,82,2,80.0,0.0,0,0.0,6249.0
Ibaraki,茨城県,170,5,155.0,10.0,0,0.0,5168.0
Tochigi,栃木県,66,1,65.0,0.0,0,0.0,6255.0
Gunma,群馬県,151,2,130.0,19.0,0,0.0,4628.0
Saitama,埼玉県,1054,47,942.0,65.0,3,0.0,31321.0
Chiba,千葉県,929,21,863.0,45.0,2,0.0,17374.0
Tokyo,東京都,5840,334,5183.0,323.0,20,0.0,69832.0
Kanagawa,神奈川県,1434,57,1283.0,94.0,11,0.0,12108.0
Niigata,新潟県,84,2,81.0,0.0,0,1.0,4799.0
Toyama,富山県,227,0,205.0,22.0,0,0.0,3847.0
Ishikawa,石川県,300,24,249.0,27.0,2,0.0,2873.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3244.0
Yamanashi,山梨県,72,1,70.0,1.0,0,0.0,5351.0
Nagano,長野県,77,2,75.0,,0,0.0,3141.0
Gifu,岐阜県,156,5,144.0,7.0,1,0.0,4859.0
Shizuoka,静岡県,80,4,75.0,1.0,0,0.0,7108.0
Aichi,愛知県,523,12,471.0,34.0,0,6.0,12180.0
Mie,三重県,46,1,44.0,1.0,0,0.0,2791.0
Shiga,滋賀県,101,2,98.0,1.0,1,0.0,2244.0
Kyoto,京都府,365,5,342.0,18.0,0,0.0,9653.0
Osaka,大阪府,1809,39,1684.0,86.0,5,0.0,37925.0
Hyogo,兵庫県,702,6,653.0,43.0,0,0.0,14018.0
Nara,奈良県,92,0,90.0,2.0,0,0.0,3491.0
Wakayama,和歌山県,64,0,60.0,3.0,0,1.0,3904.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1456.0
Shimane,島根県,24,1,23.0,0.0,1,0.0,1219.0
Okayama,岡山県,25,0,25.0,,-,0.0,1870.0
Hiroshima,広島県,168,0,165.0,3.0,0,0.0,7657.0
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2129.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,848.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2522.0
Ehime,愛媛県,82,4,74.0,4.0,0,0.0,2575.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1935.0
Fukuoka,福岡県,838,22,783.0,33.0,2,0.0,15619.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1600.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3136.0
Kumamoto,熊本県,49,1,45.0,3.0,0,0.0,4178.0
Oita,大分県,60,0,59.0,1.0,0,0.0,4663.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1525.0
Kagoshima,鹿児島県,11,1,10.0,0.0,0,0.0,2494.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3000.0
