name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1276,87,1088.0,101.0,6,0.0,21946.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,1002.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,1005.0
Miyagi,宮城県,98,7,90.0,1.0,0,0.0,3995.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,999.0
Yamagata,山形県,70,1,68.0,0.0,1,1.0,2573.0
Fukushima,福島県,82,1,81.0,0.0,0,0.0,7227.0
Ibaraki,茨城県,183,13,160.0,10.0,0,0.0,5417.0
Tochigi,栃木県,87,18,86.0,0.0,0,17.0,7948.0
Gunma,群馬県,155,3,133.0,19.0,0,0.0,5288.0
Saitama,埼玉県,1239,190,984.0,65.0,3,0.0,37659.0
Chiba,千葉県,1010,72,893.0,45.0,1,0.0,19089.0
Tokyo,東京都,6765,798,5642.0,325.0,9,0.0,91377.0
Kanagawa,神奈川県,1585,107,1382.0,96.0,7,0.0,12898.0
Niigata,新潟県,84,0,83.0,0.0,0,1.0,5054.0
Toyama,富山県,228,1,205.0,22.0,0,0.0,4009.0
Ishikawa,石川県,300,12,261.0,27.0,1,0.0,2932.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3526.0
Yamanashi,山梨県,75,2,72.0,1.0,0,0.0,5815.0
Nagano,長野県,77,1,76.0,,0,0.0,3367.0
Gifu,岐阜県,160,6,147.0,7.0,1,0.0,5421.0
Shizuoka,静岡県,86,6,79.0,1.0,0,0.0,7829.0
Aichi,愛知県,525,5,480.0,34.0,0,6.0,13199.0
Mie,三重県,46,0,45.0,1.0,0,0.0,2951.0
Shiga,滋賀県,103,3,99.0,1.0,0,0.0,2527.0
Kyoto,京都府,386,21,347.0,18.0,0,0.0,10600.0
Osaka,大阪府,1885,76,1723.0,86.0,3,0.0,43039.0
Hyogo,兵庫県,710,9,656.0,45.0,0,0.0,15461.0
Nara,奈良県,95,3,90.0,2.0,0,0.0,3943.0
Wakayama,和歌山県,64,0,61.0,3.0,0,0.0,4066.0
Tottori,鳥取県,4,1,3.0,0.0,0,0.0,1753.0
Shimane,島根県,24,0,24.0,0.0,0,0.0,1257.0
Okayama,岡山県,28,2,26.0,,-,0.0,1983.0
Hiroshima,広島県,169,1,165.0,3.0,0,0.0,7907.0
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2450.0
Tokushima,徳島県,6,1,4.0,1.0,0,0.0,955.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2822.0
Ehime,愛媛県,82,0,77.0,5.0,0,0.0,2629.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1996.0
Fukuoka,福岡県,868,28,807.0,33.0,2,0.0,16998.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1666.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3366.0
Kumamoto,熊本県,49,0,46.0,3.0,0,0.0,4325.0
Oita,大分県,60,0,59.0,1.0,0,0.0,5041.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1589.0
Kagoshima,鹿児島県,85,74,11.0,0.0,0,0.0,2784.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3037.0
Zenkoku,全国,19276,1549,16764.0,976.0,,,
