name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,2267,196,1964.0,107.0,0,0.0,61798.0
Aomori,青森県,37,1,35.0,1.0,0,0.0,2585.0
Iwate,岩手県,24,1,23.0,0.0,0,0.0,4518.0
Miyagi,宮城県,453,53,398.0,2.0,1,0.0,11139.0
Akita,秋田県,58,5,53.0,0.0,0,0.0,2304.0
Yamagata,山形県,79,2,76.0,1.0,0,0.0,5253.0
Fukushima,福島県,287,54,229.0,4.0,3,0.0,21931.0
Ibaraki,茨城県,698,53,628.0,17.0,5,0.0,12846.0
Tochigi,栃木県,443,24,419.0,1.0,0,1.0,32855.0
Gunma,群馬県,741,37,679.0,19.0,3,6.0,24187.0
Saitama,埼玉県,4923,350,4471.0,102.0,6,0.0,151207.0
Chiba,千葉県,4193,334,3787.0,72.0,13,0.0,103301.0
Tokyo,東京都,27117,1927,24773.0,417.0,22,0.0,495064.0
Kanagawa,神奈川県,7331,496,6688.0,147.0,20,0.0,164983.0
Niigata,新潟県,176,8,168.0,0.0,0,0.0,16062.0
Toyama,富山県,422,9,387.0,26.0,0,0.0,13147.0
Ishikawa,石川県,778,21,710.0,47.0,0,0.0,14054.0
Fukui,福井県,248,4,233.0,11.0,0,0.0,10019.0
Yamanashi,山梨県,196,12,178.0,6.0,1,0.0,10928.0
Nagano,長野県,317,12,304.0,1.0,0,0.0,19906.0
Gifu,岐阜県,631,14,607.0,10.0,2,0.0,23881.0
Shizuoka,静岡県,565,30,533.0,2.0,0,0.0,36984.0
Aichi,愛知県,5478,277,5112.0,89.0,13,0.0,82828.0
Mie,三重県,535,41,487.0,7.0,1,0.0,13783.0
Shiga,滋賀県,510,15,487.0,8.0,0,0.0,12593.0
Kyoto,京都府,1800,60,1713.0,27.0,2,0.0,45125.0
Osaka,大阪府,10999,439,10327.0,221.0,23,12.0,197287.0
Hyogo,兵庫県,2838,121,2658.0,59.0,10,0.0,59555.0
Nara,奈良県,587,20,558.0,9.0,0,0.0,21824.0
Wakayama,和歌山県,243,3,233.0,4.0,0,3.0,9550.0
Tottori,鳥取県,36,4,32.0,0.0,0,0.0,5510.0
Shimane,島根県,140,0,140.0,0.0,0,0.0,5896.0
Okayama,岡山県,162,8,152.0,,-,2.0,8654.0
Hiroshima,広島県,615,80,529.0,3.0,0,3.0,21723.0
Yamaguchi,山口県,207,8,197.0,2.0,1,0.0,10311.0
Tokushima,徳島県,149,3,131.0,9.0,0,6.0,7054.0
Kagawa,香川県,93,0,91.0,2.0,0,0.0,11368.0
Ehime,愛媛県,115,1,108.0,6.0,0,0.0,4167.0
Kochi,高知県,138,0,134.0,4.0,0,0.0,3524.0
Fukuoka,福岡県,5069,71,4899.0,99.0,6,0.0,141044.0
Saga,佐賀県,248,3,247.0,0.0,0,2.0,6243.0
Nagasaki,長崎県,238,1,233.0,3.0,0,1.0,19543.0
Kumamoto,熊本県,642,56,570.0,8.0,0,8.0,17067.0
Oita,大分県,158,1,155.0,2.0,0,0.0,17842.0
Miyazaki,宮崎県,344,1,343.0,1.0,0,1.0,8654.0
Kagoshima,鹿児島県,447,31,413.0,12.0,0,9.0,20098.0
Okinawa,沖縄県,2682,273,2366.0,47.0,9,4.0,42581.0
Zenkoku,全国,86457,5160,79658.0,1615.0,,,
