name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,928,487,394.0,47.0,23,0.0,8013.0
Aomori,青森県,27,10,17.0,,不明,10.0,728.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,397.0
Miyagi,宮城県,88,13,75.0,0.0,不明,0.0,2183.0
Akita,秋田県,16,16,0.0,,不明,16.0,861.0
Yamagata,山形県,69,13,56.0,,不明,0.0,2401.0
Fukushima,福島県,81,38,43.0,0.0,不明,0.0,2237.0
Ibaraki,茨城県,168,81,78.0,9.0,3,10.0,3826.0
Tochigi,栃木県,54,29,25.0,,不明,29.0,2287.0
Gunma,群馬県,147,74,55.0,18.0,不明,0.0,2930.0
Saitama,埼玉県,946,391,514.0,41.0,10,0.0,11394.0
Chiba,千葉県,876,415,423.0,38.0,14,178.0,11882.0
Tokyo,東京都,4810,2503,2136.0,171.0,78,0.0,12990.0
Kanagawa,神奈川県,1150,458,645.0,47.0,34,41.0,1947.0
Niigata,新潟県,82,36,46.0,,不明,0.0,3345.0
Toyama,富山県,216,126,77.0,13.0,不明,0.0,2664.0
Ishikawa,石川県,275,132,127.0,16.0,不明,0.0,2175.0
Fukui,福井県,122,25,89.0,8.0,3,0.0,1991.0
Yamanashi,山梨県,56,8,48.0,0.0,1,0.0,2806.0
Nagano,長野県,74,37,37.0,,2,0.0,2054.0
Gifu,岐阜県,150,30,114.0,6.0,1,0.0,3404.0
Shizuoka,静岡県,73,26,46.0,1.0,2,0.0,3036.0
Aichi,愛知県,491,129,328.0,34.0,5,3.0,7958.0
Mie,三重県,45,14,30.0,1.0,0,0.0,2093.0
Shiga,滋賀県,97,36,60.0,1.0,1,0.0,1419.0
Kyoto,京都府,347,107,227.0,13.0,不明,0.0,5267.0
Osaka,大阪府,1716,679,978.0,59.0,58,4.0,20263.0
Hyogo,兵庫県,681,195,454.0,32.0,24,1.0,8654.0
Nara,奈良県,89,25,62.0,2.0,不明,0.0,2035.0
Wakayama,和歌山県,62,14,46.0,2.0,不明,0.0,3310.0
Tottori,鳥取県,3,2,1.0,0.0,不明,0.0,1142.0
Shimane,島根県,24,14,10.0,,不明,14.0,888.0
Okayama,岡山県,23,8,15.0,,不明,0.0,1321.0
Hiroshima,広島県,165,102,61.0,2.0,不明,0.0,5746.0
Yamaguchi,山口県,37,4,33.0,,不明,0.0,1498.0
Tokushima,徳島県,5,2,3.0,,不明,2.0,569.0
Kagawa,香川県,28,15,13.0,0.0,0,0.0,1787.0
Ehime,愛媛県,48,7,38.0,3.0,2,0.0,1238.0
Kochi,高知県,74,10,61.0,3.0,0,0.0,1529.0
Fukuoka,福岡県,651,184,443.0,24.0,不明,0.0,10246.0
Saga,佐賀県,45,25,20.0,0.0,2,2.0,1209.0
Nagasaki,長崎県,17,2,14.0,1.0,0,0.0,2878.0
Kumamoto,熊本県,48,29,17.0,2.0,3,0.0,3375.0
Oita,大分県,60,8,51.0,1.0,不明,9.0,3382.0
Miyazaki,宮崎県,17,6,11.0,,不明,0.0,1213.0
Kagoshima,鹿児島県,11,4,7.0,,不明,4.0,1446.0
Okinawa,沖縄県,142,55,82.0,5.0,不明,0.0,2403.0
