name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,688,460,202.0,26.0,,,,
Aomori,青森県,26,12,14.0,0.0,,,,
Iwate,岩手県,0,0,0.0,0.0,,,,
Miyagi,宮城県,87,55,32.0,0.0,,,,
Akita,秋田県,16,9,7.0,0.0,,,,
Yamagata,山形県,66,28,38.0,0.0,,,,
Fukushima,福島県,70,51,19.0,0.0,,,,
Ibaraki,茨城県,162,125,31.0,6.0,,,,
Tochigi,栃木県,54,41,13.0,0.0,,,,
Gunma,群馬県,146,120,15.0,11.0,,,,
Saitama,埼玉県,828,771,42.0,15.0,,,,
Chiba,千葉県,801,677,101.0,23.0,,,,
Tokyo,東京都,4073,3995,59.0,19.0,,,,
Kanagawa,神奈川県,975,796,150.0,29.0,,,,
Niigata,新潟県,75,43,32.0,0.0,,,,
Toyama,富山県,190,178,9.0,3.0,,,,
Ishikawa,石川県,245,218,22.0,5.0,,,,
Fukui,福井県,122,53,63.0,6.0,,,,
Yamanashi,山梨県,52,29,23.0,0.0,,,,
Nagano,長野県,66,49,17.0,0.0,,,,
Gifu,岐阜県,146,74,65.0,7.0,,,,
Shizuoka,静岡県,67,43,24.0,0.0,,,,
Aichi,愛知県,482,385,66.0,31.0,,,,
Mie,三重県,45,28,16.0,1.0,,,,
Shiga,滋賀県,94,71,22.0,1.0,,,,
Kyoto,京都府,313,165,140.0,8.0,,,,
Osaka,大阪府,1555,1245,274.0,36.0,,,,
Hyogo,兵庫県,636,539,80.0,17.0,,,,
Nara,奈良県,80,65,14.0,1.0,,,,
Wakayama,和歌山県,60,31,27.0,2.0,,,,
Tottori,鳥取県,3,2,1.0,0.0,,,,
Shimane,島根県,23,21,2.0,0.0,,,,
Okayama,岡山県,22,17,5.0,0.0,,,,
Hiroshima,広島県,149,128,20.0,1.0,,,,
Yamaguchi,山口県,32,9,23.0,0.0,,,,
Tokushima,徳島県,5,2,3.0,0.0,,,,
Kagawa,香川県,28,22,6.0,0.0,,,,
Ehime,愛媛県,47,20,24.0,3.0,,,,
Kochi,高知県,73,42,28.0,3.0,,,,
Fukuoka,福岡県,619,433,170.0,16.0,,,,
Saga,佐賀県,37,31,6.0,0.0,,,,
Nagasaki,長崎県,16,6,9.0,1.0,,,,
Kumamoto,熊本県,45,32,12.0,1.0,,,,
Oita,大分県,60,32,27.0,1.0,,,,
Miyazaki,宮崎県,17,7,10.0,0.0,,,,
Kagoshima,鹿児島県,10,6,4.0,0.0,,,,
Okinawa,沖縄県,141,113,24.0,4.0,,,,
Zenkoku,全国,13547,11279,1991.0,277.0,,,,
