name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1404,86,1215.0,103.0,4,0.0,28088.0
Aomori,青森県,31,1,29.0,1.0,0,0.0,1427.0
Iwate,岩手県,2,2,0.0,0.0,0,0.0,1454.0
Miyagi,宮城県,153,14,138.0,1.0,0,0.0,5763.0
Akita,秋田県,18,2,16.0,0.0,0,0.0,1127.0
Yamagata,山形県,75,1,74.0,1.0,0,1.0,2882.0
Fukushima,福島県,87,4,83.0,0.0,0,0.0,9681.0
Ibaraki,茨城県,268,47,211.0,10.0,1,0.0,6996.0
Tochigi,栃木県,185,50,127.0,0.0,0,8.0,13181.0
Gunma,群馬県,187,27,141.0,19.0,2,0.0,7995.0
Saitama,埼玉県,2256,476,1707.0,73.0,3,0.0,64828.0
Chiba,千葉県,1620,357,1215.0,48.0,4,0.0,27453.0
Tokyo,東京都,12228,2460,9438.0,330.0,22,0.0,182521.0
Kanagawa,神奈川県,2432,303,2030.0,99.0,8,0.0,17863.0
Niigata,新潟県,103,14,88.0,0.0,0,1.0,6250.0
Toyama,富山県,238,6,210.0,22.0,0,0.0,5292.0
Ishikawa,石川県,320,19,274.0,27.0,3,0.0,3248.0
Fukui,福井県,137,12,117.0,8.0,0,0.0,4808.0
Yamanashi,山梨県,90,10,79.0,1.0,0,0.0,7197.0
Nagano,長野県,103,21,82.0,,0,0.0,6903.0
Gifu,岐阜県,312,119,186.0,7.0,0,0.0,10052.0
Shizuoka,静岡県,234,126,107.0,1.0,0,0.0,12832.0
Aichi,愛知県,1449,857,551.0,35.0,2,6.0,22156.0
Mie,三重県,90,35,53.0,1.0,0,1.0,4145.0
Shiga,滋賀県,168,55,112.0,1.0,2,0.0,4294.0
Kyoto,京都府,749,238,491.0,20.0,2,0.0,17369.0
Osaka,大阪府,3841,1151,2598.0,89.0,18,3.0,70333.0
Hyogo,兵庫県,1105,204,856.0,45.0,6,0.0,25096.0
Nara,奈良県,228,66,160.0,2.0,1,0.0,8733.0
Wakayama,和歌山県,142,42,95.0,3.0,2,2.0,6036.0
Tottori,鳥取県,11,6,5.0,0.0,0,0.0,2677.0
Shimane,島根県,29,4,25.0,0.0,0,0.0,2866.0
Okayama,岡山県,76,30,41.0,,-,5.0,2839.0
Hiroshima,広島県,304,79,221.0,3.0,0,1.0,11531.0
Yamaguchi,山口県,53,14,39.0,0.0,0,0.0,3860.0
Tokushima,徳島県,23,6,8.0,1.0,0,8.0,1663.0
Kagawa,香川県,46,5,41.0,0.0,0,0.0,4635.0
Ehime,愛媛県,89,5,79.0,5.0,0,0.0,2963.0
Kochi,高知県,80,4,73.0,3.0,0,0.0,2242.0
Fukuoka,福岡県,1635,587,1015.0,33.0,5,0.0,23282.0
Saga,佐賀県,75,26,50.0,0.0,0,1.0,2357.0
Nagasaki,長崎県,66,37,27.0,2.0,-,0.0,6544.0
Kumamoto,熊本県,157,106,48.0,3.0,0,0.0,5250.0
Oita,大分県,64,4,59.0,1.0,0,0.0,6479.0
Miyazaki,宮崎県,106,86,20.0,0.0,0,0.0,3631.0
Kagoshima,鹿児島県,232,85,147.0,0.0,0,0.0,10274.0
Okinawa,沖縄県,324,173,148.0,7.0,2,0.0,8033.0
Zenkoku,全国,33625,8062,24529.0,1005.0,,,
