name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,1632,129,1400.0,103.0,3,0.0,36655.0,
Aomori,青森県,33,1,31.0,1.0,0,0.0,1755.0,
Iwate,岩手県,9,5,4.0,0.0,0,0.0,2257.0,
Miyagi,宮城県,185,8,176.0,1.0,1,0.0,7166.0,
Akita,秋田県,44,16,27.0,0.0,0,1.0,1578.0,
Yamagata,山形県,76,0,76.0,1.0,0,1.0,3007.0,
Fukushima,福島県,109,19,90.0,0.0,1,0.0,12215.0,
Ibaraki,茨城県,463,81,372.0,10.0,1,0.0,9419.0,
Tochigi,栃木県,282,39,230.0,1.0,2,12.0,18751.0,
Gunma,群馬県,307,99,189.0,19.0,0,0.0,10523.0,
Saitama,埼玉県,3280,516,2682.0,82.0,11,0.0,92173.0,
Chiba,千葉県,2532,482,1992.0,58.0,9,0.0,45960.0,
Tokyo,東京都,18082,3338,14400.0,344.0,31,0.0,265644.0,
Kanagawa,神奈川県,3988,652,3231.0,105.0,21,0.0,93284.0,
Niigata,新潟県,133,9,123.0,0.0,0,1.0,11029.0,
Toyama,富山県,319,53,247.0,22.0,3,3.0,6762.0,
Ishikawa,石川県,486,138,319.0,29.0,2,0.0,4189.0,
Fukui,福井県,155,6,141.0,8.0,1,0.0,5978.0,
Yamanashi,山梨県,142,21,120.0,1.0,0,0.0,8731.0,
Nagano,長野県,150,28,126.0,,0,4.0,11135.0,
Gifu,岐阜県,520,64,448.0,8.0,3,0.0,15712.0,
Shizuoka,静岡県,425,73,351.0,1.0,2,0.0,19718.0,
Aichi,愛知県,3787,1323,2414.0,45.0,15,5.0,40609.0,
Mie,三重県,285,92,191.0,2.0,1,0.0,7642.0,
Shiga,滋賀県,354,105,245.0,4.0,4,0.0,7340.0,
Kyoto,京都府,1138,192,925.0,21.0,4,0.0,25126.0,
Osaka,大阪府,7101,1695,5284.0,117.0,65,5.0,108525.0,
Hyogo,兵庫県,1924,280,1596.0,48.0,11,0.0,36814.0,
Nara,奈良県,440,122,315.0,3.0,3,0.0,11572.0,
Wakayama,和歌山県,209,32,171.0,4.0,1,2.0,7467.0,
Tottori,鳥取県,21,11,10.0,0.0,0,0.0,4351.0,
Shimane,島根県,133,85,48.0,0.0,0,0.0,4257.0,
Okayama,岡山県,128,20,90.0,,-,18.0,3847.0,
Hiroshima,広島県,437,37,397.0,3.0,1,0.0,16267.0,
Yamaguchi,山口県,84,18,66.0,0.0,0,0.0,5119.0,
Tokushima,徳島県,95,47,40.0,1.0,0,7.0,4049.0,
Kagawa,香川県,65,8,56.0,1.0,0,0.0,6505.0,
Ehime,愛媛県,110,9,95.0,6.0,0,0.0,3454.0,
Kochi,高知県,103,20,80.0,3.0,0,0.0,2616.0,
Fukuoka,福岡県,3683,1013,2628.0,42.0,23,0.0,35498.0,
Saga,佐賀県,199,50,150.0,0.0,0,1.0,4034.0,
Nagasaki,長崎県,189,31,36.0,3.0,-,119.0,11135.0,
Kumamoto,熊本県,417,95,252.0,7.0,4,63.0,9343.0,
Oita,大分県,120,36,83.0,1.0,0,0.0,9554.0,
Miyazaki,宮崎県,273,66,207.0,1.0,0,1.0,7054.0,
Kagoshima,鹿児島県,335,64,253.0,7.0,2,11.0,13513.0,
Okinawa,沖縄県,1689,856,823.0,14.0,14,0.0,18954.0,
Zenkoku,全国,56671,12084,43230.0,1127.0,,,,
