name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,13275,1591,11168.0,448.0,22.0,68.0,236113.0
Aomori,青森県,459,69,382.0,8.0,2.0,0.0,9483.0
Iwate,岩手県,382,68,290.0,24.0,3.0,0.0,14310.0
Miyagi,宮城県,2137,446,1675.0,16.0,3.0,0.0,24511.0
Akita,秋田県,136,36,99.0,1.0,0.0,0.0,4565.0
Yamagata,山形県,382,84,292.0,6.0,6.0,0.0,10103.0
Fukushima,福島県,924,232,672.0,20.0,5.0,0.0,56898.0
Ibaraki,茨城県,2418,277,2105.0,36.0,7.0,0.0,18572.0
Tochigi,栃木県,1405,415,990.0,6.0,8.0,6.0,72081.0
Gunma,群馬県,2278,337,1898.0,43.0,9.0,0.0,52671.0
Saitama,埼玉県,13968,2942,10820.0,206.0,54.0,0.0,313228.0
Chiba,千葉県,10826,2049,8660.0,117.0,18.0,0.0,224656.0
Tokyo,東京都,58840,8235,49983.0,622.0,85.0,0.0,975031.0
Kanagawa,神奈川県,20675,3067,17340.0,268.0,61.0,0.0,342311.0
Niigata,新潟県,532,106,426.0,3.0,0.0,3.0,27858.0
Toyama,富山県,550,49,475.0,26.0,2.0,0.0,21742.0
Ishikawa,石川県,1064,116,906.0,50.0,4.0,8.0,29708.0
Fukui,福井県,353,20,321.0,11.0,1.0,1.0,19362.0
Yamanashi,山梨県,525,49,465.0,11.0,3.0,0.0,14459.0
Nagano,長野県,1163,139,1021.0,15.0,4.0,12.0,47545.0
Gifu,岐阜県,2209,507,1669.0,33.0,11.0,0.0,65046.0
Shizuoka,静岡県,2651,451,2159.0,41.0,9.0,0.0,88334.0
Aichi,愛知県,16021,2358,13457.0,206.0,39.0,0.0,199918.0
Mie,三重県,1273,152,1104.0,17.0,4.0,0.0,29023.0
Shiga,滋賀県,1154,226,917.0,11.0,4.0,0.0,37076.0
Kyoto,京都府,4455,1019,3431.0,47.0,14.0,42.0,90765.0
Osaka,大阪府,29686,3433,25683.0,570.0,159.0,0.0,463034.0
Hyogo,兵庫県,9624,1162,8264.0,198.0,44.0,0.0,137163.0
Nara,奈良県,1966,340,1602.0,24.0,14.0,0.0,47698.0
Wakayama,和歌山県,607,27,562.0,7.0,4.0,11.0,16415.0
Tottori,鳥取県,111,43,66.0,0.0,1.0,2.0,24092.0
Shimane,島根県,208,31,177.0,0.0,2.0,0.0,9344.0
Okayama,岡山県,1340,384,762.0,13.0,8.0,181.0,31723.0
Hiroshima,広島県,3149,579,1724.0,28.0,18.0,818.0,73605.0
Yamaguchi,山口県,572,117,448.0,3.0,4.0,4.0,26760.0
Tokushima,徳島県,196,5,182.0,9.0,0.0,0.0,15283.0
Kagawa,香川県,301,95,203.0,3.0,0.0,0.0,24063.0
Ehime,愛媛県,457,86,358.0,13.0,3.0,0.0,12501.0
Kochi,高知県,654,138,510.0,6.0,9.0,0.0,5871.0
Fukuoka,福岡県,8774,1462,7193.0,119.0,16.0,0.0,263231.0
Saga,佐賀県,464,60,406.0,3.0,1.0,5.0,14991.0
Nagasaki,長崎県,611,205,311.0,4.0,2.0,91.0,38857.0
Kumamoto,熊本県,1799,178,1408.0,16.0,6.0,197.0,34891.0
Oita,大分県,667,102,560.0,5.0,4.0,0.0,42231.0
Miyazaki,宮崎県,715,68,647.0,5.0,0.0,5.0,12454.0
Kagoshima,鹿児島県,1006,131,875.0,14.0,2.0,14.0,38705.0
Okinawa,沖縄県,5307,351,4880.0,81.0,6.0,5.0,88963.0
Zenkoku,全国,228269,34037,189546.0,3413.0,,,
