name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,2854,343,2402.0,109.0,3.0,0.0,76941.0
Aomori,青森県,195,116,77.0,2.0,2.0,0.0,4380.0
Iwate,岩手県,27,4,23.0,0.0,0.0,0.0,5222.0
Miyagi,宮城県,610,85,523.0,2.0,3.0,0.0,13300.0
Akita,秋田県,61,2,59.0,0.0,0.0,0.0,2464.0
Yamagata,山形県,86,6,79.0,1.0,0.0,0.0,5917.0
Fukushima,福島県,387,46,335.0,6.0,5.0,0.0,27846.0
Ibaraki,茨城県,744,17,709.0,18.0,1.0,0.0,13674.0
Tochigi,栃木県,480,26,454.0,1.0,0.0,1.0,41603.0
Gunma,群馬県,874,99,752.0,19.0,5.0,4.0,28285.0
Saitama,埼玉県,5682,387,5189.0,106.0,9.0,0.0,177818.0
Chiba,千葉県,4880,381,4421.0,78.0,11.0,0.0,121673.0
Tokyo,東京都,30285,1616,28218.0,451.0,33.0,0.0,580494.0
Kanagawa,神奈川県,8453,536,7752.0,165.0,21.0,0.0,193081.0
Niigata,新潟県,182,3,179.0,0.0,0.0,0.0,17489.0
Toyama,富山県,422,0,396.0,26.0,0.0,0.0,14373.0
Ishikawa,石川県,800,11,740.0,49.0,0.0,0.0,16493.0
Fukui,福井県,256,2,243.0,11.0,0.0,0.0,10927.0
Yamanashi,山梨県,206,6,194.0,6.0,0.0,0.0,11474.0
Nagano,長野県,334,7,326.0,4.0,1.0,3.0,22491.0
Gifu,岐阜県,672,28,633.0,11.0,1.0,0.0,26370.0
Shizuoka,静岡県,605,27,576.0,2.0,0.0,0.0,41601.0
Aichi,愛知県,5906,276,5538.0,92.0,11.0,0.0,95251.0
Mie,三重県,555,10,538.0,7.0,2.0,0.0,15441.0
Shiga,滋賀県,543,19,515.0,9.0,0.0,0.0,13830.0
Kyoto,京都府,1981,63,1888.0,30.0,0.0,0.0,51562.0
Osaka,大阪府,12231,653,11326.0,235.0,26.0,17.0,227942.0
Hyogo,兵庫県,3147,144,2942.0,61.0,14.0,0.0,66897.0
Nara,奈良県,626,15,602.0,9.0,1.0,0.0,24237.0
Wakayama,和歌山県,272,12,252.0,4.0,2.0,4.0,10313.0
Tottori,鳥取県,37,2,35.0,0.0,0.0,0.0,5679.0
Shimane,島根県,141,1,140.0,0.0,0.0,0.0,6154.0
Okayama,岡山県,215,23,161.0,1.0,1.0,30.0,10217.0
Hiroshima,広島県,656,15,636.0,5.0,0.0,0.0,27097.0
Yamaguchi,山口県,213,5,206.0,2.0,1.0,0.0,11710.0
Tokushima,徳島県,164,5,150.0,9.0,0.0,0.0,7421.0
Kagawa,香川県,101,4,95.0,2.0,0.0,0.0,13252.0
Ehime,愛媛県,116,0,110.0,6.0,0.0,0.0,4319.0
Kochi,高知県,143,3,136.0,4.0,0.0,0.0,3615.0
Fukuoka,福岡県,5189,66,5022.0,101.0,4.0,0.0,160141.0
Saga,佐賀県,254,2,254.0,0.0,0.0,2.0,6968.0
Nagasaki,長崎県,244,2,239.0,3.0,0.0,0.0,21887.0
Kumamoto,熊本県,774,37,724.0,8.0,0.0,5.0,19110.0
Oita,大分県,159,0,156.0,3.0,0.0,0.0,20342.0
Miyazaki,宮崎県,367,1,366.0,1.0,0.0,1.0,8765.0
Kagoshima,鹿児島県,463,7,456.0,12.0,0.0,12.0,21887.0
Okinawa,沖縄県,3217,333,2830.0,58.0,9.0,4.0,54559.0
Zenkoku,全国,96809,5446,89597.0,1729.0,,,
