name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,42560,859,40270.0,1418.0,8.0,13.0,824175.0,JP-01
Aomori,青森県,2599,59,2509.0,31.0,0.0,0.0,54138.0,JP-02
Iwate,岩手県,1865,89,1729.0,47.0,0.0,0.0,91282.0,JP-03
Miyagi,宮城県,9580,272,9204.0,91.0,3.0,13.0,167093.0,JP-04
Akita,秋田県,977,43,914.0,20.0,1.0,0.0,16728.0,JP-05
Yamagata,山形県,2085,37,2001.0,47.0,0.0,0.0,69823.0,JP-06
Fukushima,福島県,5206,152,4892.0,162.0,5.0,0.0,299487.0,JP-07
Ibaraki,茨城県,11201,387,10648.0,166.0,4.0,0.0,34362.0,JP-08
Tochigi,栃木県,7440,212,7144.0,84.0,8.0,0.0,318285.0,JP-09
Gunma,群馬県,8165,81,7929.0,155.0,0.0,0.0,206222.0,JP-10
Saitama,埼玉県,50195,2847,46504.0,844.0,28.0,0.0,1034991.0,JP-11
Chiba,千葉県,44007,1933,41346.0,728.0,18.0,0.0,745807.0,JP-12
Tokyo,東京都,191230,9485,179473.0,2272.0,60.0,0.0,2694804.0,JP-13
Kanagawa,神奈川県,73958,3470,69512.0,976.0,40.0,0.0,1114642.0,JP-14
Niigata,新潟県,3621,141,3426.0,54.0,1.0,0.0,184969.0,JP-15
Toyama,富山県,2102,50,2014.0,38.0,2.0,0.0,78782.0,JP-16
Ishikawa,石川県,4260,241,3899.0,115.0,1.0,5.0,130367.0,JP-17
Fukui,福井県,1424,50,1338.0,36.0,0.0,0.0,74932.0,JP-18
Yamanashi,山梨県,2190,38,2131.0,21.0,0.0,0.0,65656.0,JP-19
Nagano,長野県,5097,32,5047.0,94.0,1.0,76.0,218840.0,JP-20
Gifu,岐阜県,9582,92,9303.0,187.0,3.0,0.0,285749.0,JP-21
Shizuoka,静岡県,9888,373,9362.0,153.0,5.0,0.0,435369.0,JP-22
Aichi,愛知県,52149,743,50409.0,997.0,10.0,0.0,887311.0,JP-23
Mie,三重県,5491,163,5354.0,113.0,3.0,139.0,152748.0,JP-24
Shiga,滋賀県,5709,104,5514.0,91.0,2.0,0.0,163360.0,JP-25
Kyoto,京都府,17137,298,16551.0,249.0,5.0,39.0,299485.0,JP-26
Osaka,大阪府,107283,2614,101119.0,2711.0,106.0,839.0,2337815.0,JP-27
Hyogo,兵庫県,41857,626,39920.0,1315.0,15.0,4.0,537044.0,JP-28
Nara,奈良県,8640,183,8325.0,132.0,2.0,0.0,180296.0,JP-29
Wakayama,和歌山県,2751,41,2602.0,49.0,0.0,59.0,43109.0,JP-30
Tottori,鳥取県,598,96,478.0,2.0,0.0,22.0,90712.0,JP-31
Shimane,島根県,608,36,570.0,2.0,0.0,0.0,32936.0,JP-32
Okayama,岡山県,7716,39,7472.0,127.0,1.0,78.0,174589.0,JP-33
Hiroshima,広島県,11686,100,11397.0,178.0,4.0,11.0,575528.0,JP-34
Yamaguchi,山口県,3196,35,3081.0,80.0,1.0,0.0,126574.0,JP-35
Tokushima,徳島県,1711,44,1604.0,63.0,0.0,0.0,69075.0,JP-36
Kagawa,香川県,2136,23,2087.0,31.0,0.0,5.0,90847.0,JP-37
Ehime,愛媛県,2800,45,2680.0,75.0,3.0,0.0,100869.0,JP-38
Kochi,高知県,1968,72,1867.0,29.0,1.0,0.0,60497.0,JP-39
Fukuoka,福岡県,36522,616,35287.0,528.0,8.0,91.0,882058.0,JP-40
Saga,佐賀県,2614,34,2582.0,24.0,0.0,26.0,60838.0,JP-41
Nagasaki,長崎県,3291,70,3154.0,69.0,0.0,2.0,132127.0,JP-42
Kumamoto,熊本県,6539,44,6375.0,120.0,1.0,0.0,82983.0,JP-43
Oita,大分県,3542,41,3437.0,64.0,0.0,0.0,179257.0,JP-44
Miyazaki,宮崎県,3132,21,3073.0,27.0,0.0,11.0,45004.0,JP-45
Kagoshima,鹿児島県,3784,48,3730.0,39.0,0.0,33.0,115288.0,JP-46
Okinawa,沖縄県,22001,718,21058.0,220.0,40.0,5.0,269851.0,JP-47
Zenkoku,全国,844093,27797,800321.0,15074.0,,,,
