name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1030,241,711.0,78.0,17,0.0,11853.0
Aomori,青森県,27,2,24.0,1.0,0,0.0,813.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,601.0
Miyagi,宮城県,88,1,86.0,1.0,0,0.0,2819.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,920.0
Yamagata,山形県,69,5,64.0,0.0,1,0.0,2615.0
Fukushima,福島県,81,11,70.0,0.0,0,0.0,3808.0
Ibaraki,茨城県,168,14,145.0,9.0,0,0.0,4469.0
Tochigi,栃木県,64,17,47.0,0.0,5,2.0,3414.0
Gunma,群馬県,149,24,106.0,19.0,1,0.0,3438.0
Saitama,埼玉県,999,105,848.0,46.0,6,0.0,18160.0
Chiba,千葉県,904,98,762.0,44.0,6,0.0,13742.0
Tokyo,東京都,5138,638,4229.0,271.0,43,10.0,14653.0
Kanagawa,神奈川県,1322,286,965.0,71.0,30,0.0,8780.0
Niigata,新潟県,83,14,69.0,0.0,0,1.0,3994.0
Toyama,富山県,227,28,178.0,21.0,0,0.0,3067.0
Ishikawa,石川県,295,61,210.0,24.0,3,0.0,2590.0
Fukui,福井県,122,6,108.0,8.0,2,0.0,2458.0
Yamanashi,山梨県,60,4,56.0,0.0,1,0.0,3602.0
Nagano,長野県,76,16,60.0,,1,0.0,2552.0
Gifu,岐阜県,150,5,138.0,7.0,1,0.0,3192.0
Shizuoka,静岡県,74,3,70.0,1.0,1,0.0,3384.0
Aichi,愛知県,506,30,442.0,34.0,0,5.0,9525.0
Mie,三重県,45,5,39.0,1.0,0,0.0,2450.0
Shiga,滋賀県,100,16,83.0,1.0,1,0.0,1714.0
Kyoto,京都府,358,35,309.0,14.0,3,0.0,7493.0
Osaka,大阪府,1781,254,1449.0,78.0,24,11.0,28565.0
Hyogo,兵庫県,699,54,605.0,40.0,11,0.0,10614.0
Nara,奈良県,91,7,82.0,2.0,0,0.0,2754.0
Wakayama,和歌山県,63,6,54.0,3.0,0,0.0,3612.0
Tottori,鳥取県,3,1,2.0,0.0,0,0.0,1295.0
Shimane,島根県,24,4,20.0,0.0,1,0.0,1082.0
Okayama,岡山県,25,0,25.0,,-,0.0,1643.0
Hiroshima,広島県,167,23,142.0,2.0,1,0.0,6696.0
Yamaguchi,山口県,37,3,34.0,0.0,1,0.0,1656.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,703.0
Kagawa,香川県,28,1,27.0,0.0,0,0.0,2086.0
Ehime,愛媛県,79,30,45.0,4.0,0,0.0,1831.0
Kochi,高知県,74,2,69.0,3.0,0,0.0,1738.0
Fukuoka,福岡県,658,41,592.0,25.0,5,0.0,11764.0
Saga,佐賀県,47,14,33.0,0.0,0,2.0,1376.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2655.0
Kumamoto,熊本県,48,8,37.0,3.0,0,0.0,3835.0
Oita,大分県,60,2,57.0,1.0,0,0.0,3828.0
Miyazaki,宮崎県,17,2,15.0,0.0,0,0.0,1339.0
Kagoshima,鹿児島県,10,1,9.0,0.0,0,0.0,1685.0
Okinawa,沖縄県,142,4,132.0,6.0,3,0.0,2806.0
