name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,49909,3824,44621.0,1430.0,16.0,34.0,916034.0,JP-01
Aomori,青森県,3156,362,2762.0,32.0,0.0,0.0,61787.0,JP-02
Iwate,岩手県,2454,337,2069.0,48.0,1.0,0.0,99544.0,JP-03
Miyagi,宮城県,11669,1347,10199.0,93.0,13.0,30.0,185104.0,JP-04
Akita,秋田県,1193,130,1042.0,21.0,2.0,0.0,18907.0,JP-05
Yamagata,山形県,2565,273,2245.0,47.0,5.0,0.0,76790.0,JP-06
Fukushima,福島県,7356,1035,6159.0,162.0,11.0,0.0,338415.0,JP-07
Ibaraki,茨城県,16387,2181,14030.0,176.0,29.0,0.0,36486.0,JP-08
Tochigi,栃木県,10404,1478,8832.0,94.0,19.0,0.0,369096.0,JP-09
Gunma,群馬県,11097,1537,9405.0,155.0,21.0,0.0,232574.0,JP-10
Saitama,埼玉県,77743,21064,55818.0,861.0,124.0,0.0,1184209.0,JP-11
Chiba,千葉県,63951,10283,52912.0,756.0,73.0,0.0,856183.0,JP-12
Tokyo,東京都,282094,39318,240436.0,2340.0,268.0,0.0,3025554.0,JP-13
Kanagawa,神奈川県,113161,14829,97309.0,1023.0,202.0,0.0,1286120.0,JP-14
Niigata,新潟県,5218,787,4377.0,54.0,6.0,0.0,214909.0,JP-15
Toyama,富山県,3036,562,2436.0,38.0,7.0,0.0,89598.0,JP-16
Ishikawa,石川県,6309,752,5427.0,120.0,9.0,10.0,148669.0,JP-17
Fukui,福井県,2031,216,1779.0,36.0,2.0,0.0,87792.0,JP-18
Yamanashi,山梨県,3276,523,2736.0,23.0,2.0,6.0,80996.0,JP-19
Nagano,長野県,6295,620,5611.0,94.0,2.0,30.0,244117.0,JP-20
Gifu,岐阜県,11022,902,9930.0,190.0,2.0,0.0,312064.0,JP-21
Shizuoka,静岡県,14254,2808,11287.0,159.0,19.0,0.0,483975.0,JP-22
Aichi,愛知県,60267,5164,54085.0,1018.0,28.0,0.0,973801.0,JP-23
Mie,三重県,7186,1170,6071.0,117.0,12.0,172.0,170386.0,JP-24
Shiga,滋賀県,7732,1300,6337.0,95.0,4.0,0.0,185018.0,JP-25
Kyoto,京都府,22905,3642,18693.0,249.0,82.0,321.0,335588.0,JP-26
Osaka,大阪府,133411,14137,115134.0,2743.0,445.0,1397.0,2673141.0,JP-27
Hyogo,兵庫県,50875,4393,45159.0,1325.0,40.0,2.0,593686.0,JP-28
Nara,奈良県,10564,1039,9391.0,134.0,13.0,0.0,199767.0,JP-29
Wakayama,和歌山県,3517,275,3111.0,50.0,12.0,81.0,49235.0,JP-30
Tottori,鳥取県,1118,280,822.0,3.0,0.0,13.0,108983.0,JP-31
Shimane,島根県,938,138,798.0,2.0,1.0,0.0,38671.0,JP-32
Okayama,岡山県,10117,863,8233.0,127.0,7.0,894.0,197807.0,JP-33
Hiroshima,広島県,13768,878,12458.0,180.0,7.0,252.0,646233.0,JP-34
Yamaguchi,山口県,3815,413,3322.0,80.0,2.0,0.0,136504.0,JP-35
Tokushima,徳島県,1961,117,1781.0,63.0,1.0,0.0,77530.0,JP-36
Kagawa,香川県,3042,541,2469.0,33.0,7.0,1.0,101662.0,JP-37
Ehime,愛媛県,3657,568,3012.0,77.0,5.0,0.0,115736.0,JP-38
Kochi,高知県,2335,162,2143.0,30.0,4.0,0.0,68850.0,JP-39
Fukuoka,福岡県,50484,7673,41580.0,550.0,24.0,681.0,998325.0,JP-40
Saga,佐賀県,3553,473,2909.0,27.0,0.0,144.0,72455.0,JP-41
Nagasaki,長崎県,4169,520,3585.0,69.0,1.0,5.0,145379.0,JP-42
Kumamoto,熊本県,9060,1388,7551.0,121.0,10.0,0.0,94512.0,JP-43
Oita,大分県,4512,647,3801.0,64.0,1.0,0.0,200743.0,JP-44
Miyazaki,宮崎県,3821,394,3387.0,27.0,1.0,13.0,51832.0,JP-45
Kagoshima,鹿児島県,5444,1034,4259.0,42.0,2.0,109.0,130152.0,JP-46
Okinawa,沖縄県,33248,5381,27466.0,246.0,104.0,155.0,312049.0,JP-47
Zenkoku,全国,1156079,157758,978979.0,15424.0,,,,
