name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,18441,1005,16958.0,637.0,14.0,159.0,349717.0,JP-01
Aomori,青森県,801,78,707.0,16.0,0.0,0.0,16238.0,JP-02
Iwate,岩手県,520,19,472.0,29.0,1.0,0.0,22363.0,JP-03
Miyagi,宮城県,3493,88,3382.0,23.0,5.0,0.0,49658.0,JP-04
Akita,秋田県,269,26,238.0,5.0,0.0,0.0,6879.0,JP-05
Yamagata,山形県,532,28,489.0,15.0,0.0,0.0,16505.0,JP-06
Fukushima,福島県,1827,127,1637.0,63.0,10.0,0.0,97015.0,JP-07
Ibaraki,茨城県,5334,433,4810.0,91.0,17.0,0.0,24378.0,JP-08
Tochigi,栃木県,3954,221,3675.0,58.0,9.0,0.0,116827.0,JP-09
Gunma,群馬県,4231,267,3885.0,79.0,9.0,0.0,83749.0,JP-10
Saitama,埼玉県,27633,2894,24280.0,459.0,45.0,0.0,502990.0,JP-11
Chiba,千葉県,24476,2917,21215.0,344.0,35.0,0.0,371115.0,JP-12
Tokyo,東京都,106134,5257,99752.0,1125.0,104.0,0.0,1423473.0,JP-13
Kanagawa,神奈川県,43156,1546,41014.0,596.0,43.0,0.0,542742.0,JP-14
Niigata,新潟県,1003,85,905.0,13.0,1.0,0.0,39982.0,JP-15
Toyama,富山県,887,20,840.0,27.0,3.0,0.0,33471.0,JP-16
Ishikawa,石川県,1652,228,1428.0,60.0,1.0,64.0,45401.0,JP-17
Fukui,福井県,530,29,477.0,24.0,2.0,0.0,28900.0,JP-18
Yamanashi,山梨県,919,18,885.0,16.0,1.0,0.0,14741.0,JP-19
Nagano,長野県,2345,60,2276.0,39.0,1.0,30.0,90739.0,JP-20
Gifu,岐阜県,4554,292,4173.0,89.0,11.0,0.0,119585.0,JP-21
Shizuoka,静岡県,4824,191,4541.0,92.0,1.0,0.0,164992.0,JP-22
Aichi,愛知県,25069,1356,23242.0,471.0,37.0,0.0,353866.0,JP-23
Mie,三重県,2379,189,2148.0,42.0,11.0,0.0,56417.0,JP-24
Shiga,滋賀県,2305,168,2098.0,39.0,5.0,0.0,64483.0,JP-25
Kyoto,京都府,8846,673,8103.0,144.0,5.0,74.0,143753.0,JP-26
Osaka,大阪府,45849,2110,42250.0,1052.0,137.0,437.0,715781.0,JP-27
Hyogo,兵庫県,17415,895,16044.0,476.0,68.0,0.0,225376.0,JP-28
Nara,奈良県,3254,147,3064.0,43.0,5.0,0.0,75362.0,JP-29
Wakayama,和歌山県,1143,58,1046.0,16.0,8.0,23.0,23690.0,JP-30
Tottori,鳥取県,207,13,189.0,2.0,0.0,3.0,37420.0,JP-31
Shimane,島根県,280,9,271.0,0.0,1.0,0.0,13515.0,JP-32
Okayama,岡山県,2442,96,2300.0,26.0,5.0,20.0,60138.0,JP-33
Hiroshima,広島県,4931,111,4714.0,98.0,6.0,8.0,139356.0,JP-34
Yamaguchi,山口県,1352,154,1165.0,33.0,1.0,0.0,52858.0,JP-35
Tokushima,徳島県,424,45,364.0,15.0,3.0,0.0,23878.0,JP-36
Kagawa,香川県,717,56,644.0,17.0,1.0,0.0,41472.0,JP-37
Ehime,愛媛県,1029,50,957.0,22.0,1.0,0.0,29634.0,JP-38
Kochi,高知県,874,18,839.0,17.0,1.0,0.0,6996.0,JP-39
Fukuoka,福岡県,17263,1536,15497.0,230.0,33.0,0.0,406435.0,JP-40
Saga,佐賀県,995,41,967.0,6.0,1.0,19.0,25938.0,JP-41
Nagasaki,長崎県,1580,134,1412.0,35.0,2.0,1.0,62926.0,JP-42
Kumamoto,熊本県,3403,97,3234.0,67.0,15.0,5.0,55602.0,JP-43
Oita,大分県,1261,94,1149.0,18.0,0.0,0.0,72634.0,JP-44
Miyazaki,宮崎県,1906,99,1775.0,20.0,2.0,12.0,24475.0,JP-45
Kagoshima,鹿児島県,1716,84,1621.0,21.0,5.0,10.0,61770.0,JP-46
Okinawa,沖縄県,7971,427,7449.0,100.0,2.0,5.0,136270.0,JP-47
Zenkoku,全国,412126,24489,380581.0,6910.0,,,,
