name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,3301,545,2646.0,110.0,5.0,0.0,84892.0,
Aomori,青森県,245,79,162.0,4.0,3.0,0.0,5267.0,
Iwate,岩手県,27,3,25.0,0.0,0.0,1.0,5399.0,
Miyagi,宮城県,772,211,559.0,2.0,3.0,0.0,14414.0,
Akita,秋田県,64,4,60.0,0.0,0.0,0.0,2503.0,
Yamagata,山形県,86,5,80.0,1.0,0.0,0.0,6231.0,
Fukushima,福島県,391,20,365.0,6.0,4.0,0.0,29647.0,
Ibaraki,茨城県,775,35,722.0,18.0,0.0,0.0,13982.0,
Tochigi,栃木県,492,26,466.0,1.0,0.0,1.0,43764.0,
Gunma,群馬県,905,60,823.0,19.0,5.0,3.0,29632.0,
Saitama,埼玉県,5945,397,5439.0,109.0,9.0,0.0,187661.0,
Chiba,千葉県,5119,328,4710.0,81.0,10.0,0.0,128210.0,
Tokyo,東京都,31502,1816,29227.0,459.0,32.0,0.0,604642.0,
Kanagawa,神奈川県,8868,545,8150.0,173.0,24.0,0.0,203062.0,
Niigata,新潟県,184,5,179.0,0.0,0.0,0.0,17948.0,
Toyama,富山県,423,1,396.0,26.0,0.0,0.0,14541.0,
Ishikawa,石川県,812,18,745.0,49.0,0.0,0.0,17426.0,
Fukui,福井県,257,1,245.0,11.0,1.0,0.0,11100.0,
Yamanashi,山梨県,216,14,196.0,6.0,0.0,0.0,11769.0,
Nagano,長野県,349,15,333.0,6.0,0.0,5.0,23290.0,
Gifu,岐阜県,698,40,647.0,11.0,1.0,0.0,27193.0,
Shizuoka,静岡県,661,71,588.0,2.0,0.0,0.0,43590.0,
Aichi,愛知県,6319,521,5702.0,96.0,9.0,0.0,101585.0,
Mie,三重県,569,20,542.0,7.0,3.0,0.0,15683.0,
Shiga,滋賀県,560,22,529.0,9.0,0.0,0.0,14525.0,
Kyoto,京都府,2061,103,1928.0,30.0,2.0,0.0,52973.0,
Osaka,大阪府,12876,977,11636.0,244.0,26.0,19.0,237923.0,
Hyogo,兵庫県,3275,168,3042.0,65.0,16.0,0.0,69544.0,
Nara,奈良県,675,51,614.0,10.0,0.0,0.0,24985.0,
Wakayama,和歌山県,277,6,262.0,4.0,2.0,5.0,10479.0,
Tottori,鳥取県,38,3,35.0,0.0,0.0,0.0,5777.0,
Shimane,島根県,141,0,141.0,0.0,0.0,0.0,6281.0,
Okayama,岡山県,303,54,172.0,4.0,0.0,73.0,11198.0,
Hiroshima,広島県,662,11,646.0,5.0,0.0,0.0,27820.0,
Yamaguchi,山口県,215,4,209.0,2.0,0.0,0.0,11941.0,
Tokushima,徳島県,164,0,155.0,9.0,0.0,0.0,7500.0,
Kagawa,香川県,102,5,95.0,2.0,0.0,0.0,13637.0,
Ehime,愛媛県,116,0,110.0,6.0,0.0,0.0,4392.0,
Kochi,高知県,144,1,139.0,4.0,0.0,0.0,3651.0,
Fukuoka,福岡県,5238,74,5061.0,103.0,4.0,0.0,166647.0,
Saga,佐賀県,264,10,256.0,0.0,0.0,2.0,7279.0,
Nagasaki,長崎県,244,0,241.0,3.0,0.0,0.0,22968.0,
Kumamoto,熊本県,814,43,753.0,8.0,1.0,10.0,19849.0,
Oita,大分県,159,0,156.0,3.0,0.0,0.0,21258.0,
Miyazaki,宮崎県,369,2,367.0,1.0,0.0,1.0,8799.0,
Kagoshima,鹿児島県,475,12,463.0,13.0,0.0,13.0,22533.0,
Okinawa,沖縄県,3392,308,3026.0,63.0,5.0,5.0,59096.0,
Zenkoku,全国,101544,6634,93043.0,1785.0,,,,
