name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1267,95,1072.0,100.0,5,0.0,21190.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,999.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,996.0
Miyagi,宮城県,95,4,90.0,1.0,0,0.0,3868.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,998.0
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2549.0
Fukushima,福島県,82,1,81.0,0.0,0,0.0,6990.0
Ibaraki,茨城県,176,7,159.0,10.0,0,0.0,5366.0
Tochigi,栃木県,82,16,66.0,0.0,0,0.0,7456.0
Gunma,群馬県,153,3,131.0,19.0,0,0.0,5155.0
Saitama,埼玉県,1165,131,969.0,65.0,3,0.0,36009.0
Chiba,千葉県,978,59,874.0,45.0,2,0.0,18548.0
Tokyo,東京都,6399,534,5540.0,325.0,9,0.0,87151.0
Kanagawa,神奈川県,1521,104,1321.0,96.0,7,0.0,12813.0
Niigata,新潟県,84,0,83.0,0.0,0,1.0,5020.0
Toyama,富山県,228,1,205.0,22.0,0,0.0,3984.0
Ishikawa,石川県,300,16,257.0,27.0,1,0.0,2918.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3461.0
Yamanashi,山梨県,75,2,72.0,1.0,0,0.0,5756.0
Nagano,長野県,77,1,76.0,,0,0.0,3312.0
Gifu,岐阜県,160,6,147.0,7.0,1,0.0,5301.0
Shizuoka,静岡県,81,1,79.0,1.0,0,0.0,7766.0
Aichi,愛知県,525,7,478.0,34.0,0,6.0,12859.0
Mie,三重県,46,0,45.0,1.0,0,0.0,2901.0
Shiga,滋賀県,103,3,99.0,1.0,0,0.0,2409.0
Kyoto,京都府,383,19,346.0,18.0,0,0.0,10442.0
Osaka,大阪府,1851,51,1714.0,86.0,2,0.0,41726.0
Hyogo,兵庫県,708,7,656.0,45.0,0,0.0,15056.0
Nara,奈良県,92,0,90.0,2.0,0,0.0,3943.0
Wakayama,和歌山県,64,0,61.0,3.0,0,0.0,4029.0
Tottori,鳥取県,4,1,3.0,0.0,0,0.0,1497.0
Shimane,島根県,24,0,24.0,0.0,0,0.0,1249.0
Okayama,岡山県,28,3,25.0,,-,0.0,1954.0
Hiroshima,広島県,169,1,165.0,3.0,0,0.0,7880.0
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2372.0
Tokushima,徳島県,6,1,4.0,1.0,0,0.0,935.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2754.0
Ehime,愛媛県,82,0,77.0,5.0,0,0.0,2622.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1980.0
Fukuoka,福岡県,854,19,802.0,33.0,2,0.0,16689.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1649.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3294.0
Kumamoto,熊本県,49,0,46.0,3.0,0,0.0,4310.0
Oita,大分県,60,0,59.0,1.0,0,0.0,4977.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1582.0
Kagoshima,鹿児島県,21,10,11.0,0.0,0,0.0,2628.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3028.0
Zenkoku,全国,18588,1104,16506.0,975.0,,,
