name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,2296,198,1991.0,107.0,0.0,0.0,62719.0,
Aomori,青森県,37,1,35.0,1.0,0.0,0.0,2590.0,
Iwate,岩手県,24,1,23.0,0.0,0.0,0.0,4599.0,
Miyagi,宮城県,461,49,410.0,2.0,1.0,0.0,11240.0,
Akita,秋田県,58,5,53.0,0.0,0.0,0.0,2309.0,
Yamagata,山形県,81,4,76.0,1.0,0.0,0.0,5276.0,
Fukushima,福島県,295,58,233.0,4.0,4.0,0.0,22225.0,
Ibaraki,茨城県,700,50,633.0,17.0,5.0,0.0,12878.0,
Tochigi,栃木県,443,23,421.0,1.0,0.0,2.0,33095.0,
Gunma,群馬県,747,40,688.0,19.0,5.0,0.0,24420.0,
Saitama,埼玉県,4951,342,4507.0,102.0,6.0,0.0,152490.0,
Chiba,千葉県,4232,328,3832.0,72.0,14.0,0.0,104100.0,
Tokyo,東京都,27320,1913,24986.0,421.0,21.0,0.0,500147.0,
Kanagawa,神奈川県,7408,496,6763.0,149.0,19.0,0.0,167935.0,
Niigata,新潟県,176,7,169.0,0.0,0.0,0.0,16176.0,
Toyama,富山県,422,7,389.0,26.0,0.0,0.0,13250.0,
Ishikawa,石川県,780,21,712.0,47.0,0.0,0.0,14182.0,
Fukui,福井県,249,5,233.0,11.0,0.0,0.0,10074.0,
Yamanashi,山梨県,196,9,182.0,6.0,1.0,1.0,10962.0,
Nagano,長野県,318,11,306.0,1.0,0.0,0.0,20010.0,
Gifu,岐阜県,632,13,609.0,10.0,2.0,0.0,24022.0,
Shizuoka,静岡県,565,24,539.0,2.0,0.0,0.0,37352.0,
Aichi,愛知県,5493,268,5136.0,89.0,12.0,0.0,83343.0,
Mie,三重県,535,36,492.0,7.0,1.0,0.0,13981.0,
Shiga,滋賀県,511,14,489.0,8.0,0.0,0.0,12692.0,
Kyoto,京都府,1809,63,1719.0,27.0,2.0,0.0,45380.0,
Osaka,大阪府,11057,445,10378.0,221.0,23.0,13.0,199072.0,
Hyogo,兵庫県,2865,134,2672.0,59.0,12.0,0.0,60098.0,
Nara,奈良県,595,27,559.0,9.0,0.0,0.0,21963.0,
Wakayama,和歌山県,249,8,234.0,4.0,0.0,3.0,9647.0,
Tottori,鳥取県,36,3,33.0,0.0,0.0,0.0,5517.0,
Shimane,島根県,140,0,140.0,0.0,0.0,0.0,5907.0,
Okayama,岡山県,163,8,152.0,1.0,3.0,2.0,8654.0,
Hiroshima,広島県,620,65,547.0,3.0,0.0,5.0,22098.0,
Yamaguchi,山口県,208,9,197.0,2.0,1.0,0.0,10465.0,
Tokushima,徳島県,149,0,131.0,9.0,0.0,9.0,7069.0,
Kagawa,香川県,93,0,91.0,2.0,0.0,0.0,11409.0,
Ehime,愛媛県,115,1,108.0,6.0,0.0,0.0,4175.0,
Kochi,高知県,138,0,134.0,4.0,0.0,0.0,3528.0,
Fukuoka,福岡県,5077,64,4925.0,99.0,6.0,11.0,142188.0,
Saga,佐賀県,248,3,247.0,0.0,0.0,2.0,6267.0,
Nagasaki,長崎県,239,3,233.0,3.0,0.0,0.0,19716.0,
Kumamoto,熊本県,652,57,566.0,8.0,0.0,21.0,17242.0,
Oita,大分県,158,1,155.0,2.0,0.0,0.0,17988.0,
Miyazaki,宮崎県,344,0,344.0,1.0,0.0,1.0,8656.0,
Kagoshima,鹿児島県,447,31,413.0,12.0,0.0,9.0,20254.0,
Okinawa,沖縄県,2710,275,2391.0,48.0,9.0,4.0,43113.0,
Zenkoku,全国,87042,5120,80276.0,1623.0,,,,
