name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1066,227,755.0,84.0,12,0.0,12686.0
Aomori,青森県,27,2,24.0,1.0,0,0.0,839.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,632.0
Miyagi,宮城県,88,0,87.0,1.0,0,0.0,2868.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,929.0
Yamagata,山形県,69,3,66.0,0.0,1,0.0,2640.0
Fukushima,福島県,81,7,74.0,0.0,0,0.0,4109.0
Ibaraki,茨城県,168,11,147.0,10.0,0,0.0,4574.0
Tochigi,栃木県,65,17,48.0,0.0,2,0.0,3617.0
Gunma,群馬県,149,14,116.0,19.0,1,0.0,3538.0
Saitama,埼玉県,1000,78,875.0,47.0,6,0.0,19289.0
Chiba,千葉県,905,74,787.0,44.0,5,0.0,14122.0
Tokyo,東京都,5180,471,4413.0,296.0,31,0.0,14883.0
Kanagawa,神奈川県,1341,229,1034.0,78.0,28,0.0,9225.0
Niigata,新潟県,83,8,75.0,0.0,0,1.0,4104.0
Toyama,富山県,227,20,185.0,22.0,0,0.0,3122.0
Ishikawa,石川県,296,61,211.0,24.0,3,0.0,2656.0
Fukui,福井県,122,5,109.0,8.0,2,0.0,2545.0
Yamanashi,山梨県,60,2,57.0,1.0,0,0.0,3801.0
Nagano,長野県,76,11,65.0,,1,0.0,2630.0
Gifu,岐阜県,150,3,140.0,7.0,1,0.0,3466.0
Shizuoka,静岡県,75,3,71.0,1.0,1,0.0,3468.0
Aichi,愛知県,507,23,450.0,34.0,0,5.0,9819.0
Mie,三重県,45,3,41.0,1.0,0,0.0,2466.0
Shiga,滋賀県,100,10,89.0,1.0,1,0.0,1776.0
Kyoto,京都府,358,20,322.0,16.0,2,0.0,7773.0
Osaka,大阪府,1782,177,1525.0,80.0,21,11.0,29739.0
Hyogo,兵庫県,699,41,618.0,40.0,6,0.0,10855.0
Nara,奈良県,92,6,84.0,2.0,0,0.0,2545.0
Wakayama,和歌山県,63,4,56.0,3.0,0,0.0,3651.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1314.0
Shimane,島根県,24,4,20.0,0.0,1,0.0,1098.0
Okayama,岡山県,25,0,25.0,,-,0.0,1664.0
Hiroshima,広島県,167,17,147.0,3.0,0,0.0,6841.0
Yamaguchi,山口県,37,2,35.0,0.0,1,0.0,1669.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,719.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2131.0
Ehime,愛媛県,81,30,47.0,4.0,1,0.0,1982.0
Kochi,高知県,74,1,70.0,3.0,0,0.0,1755.0
Fukuoka,福岡県,674,42,607.0,25.0,6,0.0,12010.0
Saga,佐賀県,47,12,35.0,0.0,0,2.0,1389.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2699.0
Kumamoto,熊本県,48,7,38.0,3.0,0,0.0,3878.0
Oita,大分県,60,1,58.0,1.0,0,0.0,3908.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1362.0
Kagoshima,鹿児島県,10,0,10.0,0.0,0,0.0,1745.0
Okinawa,沖縄県,142,1,135.0,6.0,3,0.0,2836.0
Zenkoku,全国,16349,1647,13835.0,867.0,,,
