name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,13857,1704,11771.0,479.0,23.0,97.0,245412.0,JP-01
Aomori,青森県,523,92,423.0,8.0,2.0,0.0,10630.0,JP-02
Iwate,岩手県,400,55,321.0,24.0,4.0,0.0,14691.0,JP-03
Miyagi,宮城県,2268,286,1966.0,16.0,5.0,0.0,25211.0,JP-04
Akita,秋田県,157,37,119.0,1.0,0.0,0.0,4867.0,JP-05
Yamagata,山形県,407,66,332.0,9.0,5.0,0.0,10445.0,JP-06
Fukushima,福島県,1033,239,770.0,24.0,8.0,0.0,59974.0,JP-07
Ibaraki,茨城県,2659,368,2253.0,38.0,9.0,0.0,19019.0,JP-08
Tochigi,栃木県,1842,669,1173.0,7.0,9.0,7.0,74750.0,JP-09
Gunma,群馬県,2493,352,2094.0,47.0,10.0,0.0,55899.0,JP-10
Saitama,埼玉県,15545,3467,11853.0,225.0,70.0,0.0,333411.0,JP-11
Chiba,千葉県,11877,2631,9122.0,124.0,20.0,0.0,234043.0,JP-12
Tokyo,東京都,64752,11458,52646.0,648.0,111.0,0.0,1031765.0,JP-13
Kanagawa,神奈川県,23514,3413,19811.0,290.0,86.0,0.0,363054.0,JP-14
Niigata,新潟県,582,106,476.0,3.0,1.0,3.0,28879.0,JP-15
Toyama,富山県,587,51,510.0,26.0,2.0,0.0,22961.0,JP-16
Ishikawa,石川県,1139,158,943.0,51.0,8.0,13.0,30584.0,JP-17
Fukui,福井県,362,18,331.0,12.0,0.0,1.0,20116.0,JP-18
Yamanashi,山梨県,605,85,509.0,11.0,2.0,0.0,14642.0,JP-19
Nagano,長野県,1304,184,1099.0,18.0,3.0,3.0,53218.0,JP-20
Gifu,岐阜県,2592,603,1948.0,41.0,12.0,0.0,68394.0,JP-21
Shizuoka,静岡県,2855,535,2278.0,42.0,6.0,0.0,101620.0,JP-22
Aichi,愛知県,17242,2469,14541.0,232.0,39.0,0.0,231862.0,JP-23
Mie,三重県,1369,177,1172.0,20.0,5.0,0.0,30675.0,JP-24
Shiga,滋賀県,1321,267,1041.0,13.0,9.0,0.0,39393.0,JP-25
Kyoto,京都府,5154,1151,3989.0,62.0,21.0,48.0,97288.0,JP-26
Osaka,大阪府,31452,4167,26666.0,619.0,161.0,0.0,482366.0,JP-27
Hyogo,兵庫県,10449,1033,9183.0,233.0,49.0,0.0,146101.0,JP-28
Nara,奈良県,2160,357,1777.0,26.0,10.0,0.0,52055.0,JP-29
Wakayama,和歌山県,678,83,577.0,7.0,4.0,11.0,16873.0,JP-30
Tottori,鳥取県,129,53,74.0,0.0,2.0,2.0,25689.0,JP-31
Shimane,島根県,215,22,193.0,0.0,1.0,0.0,9344.0,JP-32
Okayama,岡山県,1524,292,1032.0,15.0,8.0,185.0,31723.0,JP-33
Hiroshima,広島県,3587,702,2562.0,45.0,14.0,278.0,75233.0,JP-34
Yamaguchi,山口県,632,129,496.0,3.0,3.0,4.0,29766.0,JP-35
Tokushima,徳島県,206,12,185.0,9.0,0.0,0.0,15659.0,JP-36
Kagawa,香川県,323,88,232.0,3.0,1.0,0.0,25344.0,JP-37
Ehime,愛媛県,518,111,394.0,13.0,4.0,0.0,13869.0,JP-38
Kochi,高知県,696,82,604.0,10.0,5.0,0.0,6027.0,JP-39
Fukuoka,福岡県,9664,1762,7780.0,122.0,19.0,0.0,274151.0,JP-40
Saga,佐賀県,510,73,440.0,3.0,1.0,6.0,15527.0,JP-41
Nagasaki,長崎県,757,241,467.0,5.0,9.0,44.0,41316.0,JP-42
Kumamoto,熊本県,1981,200,1580.0,22.0,10.0,179.0,37649.0,JP-43
Oita,大分県,746,136,604.0,6.0,4.0,0.0,45203.0,JP-44
Miyazaki,宮崎県,916,216,700.0,9.0,2.0,9.0,13756.0,JP-45
Kagoshima,鹿児島県,1072,150,922.0,14.0,2.0,14.0,41163.0,JP-46
Okinawa,沖縄県,5540,358,5104.0,83.0,5.0,5.0,92095.0,JP-47
Zenkoku,全国,250194,40908,205063.0,3718.0,,,,
