name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1781,120,1558.0,103.0,2,0.0,44276.0
Aomori,青森県,35,2,32.0,1.0,0,0.0,2036.0
Iwate,岩手県,19,10,9.0,0.0,0,0.0,3118.0
Miyagi,宮城県,207,15,190.0,2.0,0,0.0,7886.0
Akita,秋田県,49,4,45.0,0.0,0,0.0,1787.0
Yamagata,山形県,78,2,76.0,1.0,1,1.0,3105.0
Fukushima,福島県,167,58,109.0,0.0,1,0.0,14935.0
Ibaraki,茨城県,549,62,474.0,13.0,2,0.0,10845.0
Tochigi,栃木県,306,23,284.0,1.0,3,2.0,22354.0
Gunma,群馬県,445,83,338.0,19.0,0,5.0,14568.0
Saitama,埼玉県,3975,537,3348.0,90.0,11,0.0,107626.0
Chiba,千葉県,3068,370,2635.0,63.0,9,0.0,56338.0
Tokyo,東京都,20987,2565,18058.0,364.0,29,0.0,327856.0
Kanagawa,神奈川県,5020,570,4327.0,123.0,23,0.0,115627.0
Niigata,新潟県,144,8,136.0,0.0,0,0.0,12646.0
Toyama,富山県,394,75,301.0,25.0,0,7.0,7776.0
Ishikawa,石川県,653,136,484.0,33.0,2,0.0,8106.0
Fukui,福井県,232,68,154.0,8.0,3,2.0,7966.0
Yamanashi,山梨県,173,15,154.0,4.0,1,0.0,9559.0
Nagano,長野県,261,80,180.0,,0,1.0,14562.0
Gifu,岐阜県,558,23,525.0,10.0,3,0.0,18158.0
Shizuoka,静岡県,482,46,435.0,1.0,1,0.0,25953.0
Aichi,愛知県,4535,723,3747.0,65.0,17,0.0,54272.0
Mie,三重県,380,73,305.0,2.0,3,0.0,9868.0
Shiga,滋賀県,452,89,357.0,6.0,5,0.0,9273.0
Kyoto,京都府,1452,169,1260.0,23.0,1,0.0,31696.0
Osaka,大阪府,8656,1228,7268.0,155.0,61,5.0,136336.0
Hyogo,兵庫県,2276,167,2056.0,53.0,13,0.0,44670.0
Nara,奈良県,523,44,473.0,6.0,3,0.0,12972.0
Wakayama,和歌山県,230,6,217.0,4.0,0,3.0,8627.0
Tottori,鳥取県,22,0,22.0,0.0,0,0.0,4557.0
Shimane,島根県,137,4,133.0,0.0,0,0.0,4890.0
Okayama,岡山県,145,14,128.0,,-,3.0,5880.0
Hiroshima,広島県,458,14,441.0,3.0,0,0.0,17843.0
Yamaguchi,山口県,170,81,89.0,0.0,0,0.0,6930.0
Tokushima,徳島県,133,62,62.0,4.0,3,5.0,5935.0
Kagawa,香川県,77,7,69.0,1.0,0,0.0,8176.0
Ehime,愛媛県,114,2,106.0,6.0,0,0.0,3813.0
Kochi,高知県,128,19,104.0,3.0,1,2.0,3051.0
Fukuoka,福岡県,4598,893,3643.0,62.0,14,0.0,40915.0
Saga,佐賀県,237,18,220.0,0.0,0,1.0,5132.0
Nagasaki,長崎県,232,22,185.0,3.0,1,22.0,14766.0
Kumamoto,熊本県,524,68,435.0,7.0,0,14.0,11485.0
Oita,大分県,147,15,130.0,2.0,0,0.0,12462.0
Miyazaki,宮崎県,337,35,302.0,1.0,0,1.0,8080.0
Kagoshima,鹿児島県,362,53,297.0,11.0,1,1.0,15890.0
Okinawa,沖縄県,2139,430,1685.0,28.0,11,0.0,25614.0
Zenkoku,全国,68047,9108,57586.0,1306.0,,,
