name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,10564,2252,8025.0,287.0,32.0,0.0,179615.0
Aomori,青森県,358,61,291.0,6.0,2.0,0.0,7732.0
Iwate,岩手県,230,54,168.0,8.0,4.0,0.0,10500.0
Miyagi,宮城県,1379,182,1185.0,12.0,3.0,0.0,20768.0
Akita,秋田県,90,0,89.0,1.0,0.0,0.0,3746.0
Yamagata,山形県,211,72,138.0,1.0,1.0,0.0,8725.0
Fukushima,福島県,565,71,486.0,8.0,5.0,0.0,43381.0
Ibaraki,茨城県,1911,340,1546.0,25.0,16.0,0.0,17732.0
Tochigi,栃木県,822,207,615.0,2.0,9.0,2.0,59955.0
Gunma,群馬県,1526,282,1176.0,24.0,9.0,44.0,40734.0
Saitama,埼玉県,9916,1661,8087.0,168.0,30.0,0.0,257874.0
Chiba,千葉県,7842,856,6891.0,95.0,13.0,0.0,187875.0
Tokyo,東京都,45529,4624,40375.0,530.0,59.0,0.0,832855.0
Kanagawa,神奈川県,14314,1432,12662.0,220.0,55.0,0.0,278675.0
Niigata,新潟県,374,80,294.0,0.0,0.0,0.0,23908.0
Toyama,富山県,462,6,430.0,26.0,1.0,0.0,18434.0
Ishikawa,石川県,888,33,806.0,50.0,0.0,1.0,24224.0
Fukui,福井県,331,18,302.0,11.0,2.0,0.0,16405.0
Yamanashi,山梨県,437,87,341.0,9.0,0.0,0.0,14053.0
Nagano,長野県,892,126,729.0,6.0,3.0,31.0,35313.0
Gifu,岐阜県,1381,291,1074.0,16.0,2.0,0.0,47457.0
Shizuoka,静岡県,2059,638,1402.0,19.0,16.0,0.0,67074.0
Aichi,愛知県,11881,2026,9717.0,138.0,28.0,0.0,150622.0
Mie,三重県,1011,184,817.0,10.0,6.0,0.0,22079.0
Shiga,滋賀県,847,66,770.0,11.0,1.0,0.0,30278.0
Kyoto,京都府,3022,369,2622.0,39.0,8.0,8.0,72905.0
Osaka,大阪府,23835,4359,19065.0,389.0,150.0,22.0,367365.0
Hyogo,兵庫県,6849,828,5918.0,103.0,42.0,0.0,108330.0
Nara,奈良県,1410,255,1142.0,13.0,6.0,0.0,37665.0
Wakayama,和歌山県,538,75,445.0,7.0,9.0,11.0,14550.0
Tottori,鳥取県,67,10,56.0,0.0,0.0,1.0,19267.0
Shimane,島根県,159,11,148.0,0.0,0.0,0.0,7158.0
Okayama,岡山県,702,116,562.0,11.0,3.0,13.0,20802.0
Hiroshima,広島県,1249,257,857.0,8.0,6.0,127.0,39067.0
Yamaguchi,山口県,427,54,367.0,2.0,3.0,4.0,22347.0
Tokushima,徳島県,187,5,173.0,9.0,0.0,0.0,13733.0
Kagawa,香川県,195,56,136.0,3.0,0.0,0.0,19072.0
Ehime,愛媛県,354,68,278.0,7.0,2.0,1.0,8650.0
Kochi,高知県,301,129,168.0,4.0,1.0,0.0,4414.0
Fukuoka,福岡県,6343,485,5748.0,110.0,10.0,0.0,218811.0
Saga,佐賀県,367,60,311.0,3.0,0.0,7.0,11101.0
Nagasaki,長崎県,278,11,265.0,3.0,0.0,1.0,29063.0
Kumamoto,熊本県,1152,89,1012.0,13.0,7.0,38.0,27107.0
Oita,大分県,464,161,300.0,3.0,1.0,0.0,32363.0
Miyazaki,宮崎県,579,94,485.0,3.0,1.0,3.0,10795.0
Kagoshima,鹿児島県,741,120,621.0,13.0,1.0,13.0,29617.0
Okinawa,沖縄県,4702,385,4247.0,75.0,7.0,5.0,78065.0
Zenkoku,全国,169741,23646,143342.0,2501.0,,,
