name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1096,197,812.0,87.0,11,0.0,14593.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,857.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,695.0
Miyagi,宮城県,88,0,87.0,1.0,0,0.0,2952.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,935.0
Yamagata,山形県,69,3,66.0,0.0,1,0.0,2665.0
Fukushima,福島県,81,6,75.0,0.0,0,0.0,4588.0
Ibaraki,茨城県,168,5,153.0,10.0,0,0.0,4691.0
Tochigi,栃木県,66,14,53.0,0.0,1,0.0,3973.0
Gunma,群馬県,149,8,122.0,19.0,1,0.0,3713.0
Saitama,埼玉県,1003,50,905.0,48.0,4,0.0,21810.0
Chiba,千葉県,906,37,824.0,45.0,4,0.0,14881.0
Tokyo,東京都,5283,391,4586.0,306.0,26,0.0,15282.0
Kanagawa,神奈川県,1373,164,1123.0,86.0,19,0.0,9974.0
Niigata,新潟県,83,1,81.0,0.0,0,1.0,4216.0
Toyama,富山県,227,12,193.0,22.0,0,0.0,3407.0
Ishikawa,石川県,298,46,227.0,25.0,2,0.0,2733.0
Fukui,福井県,122,2,112.0,8.0,1,0.0,2675.0
Yamanashi,山梨県,64,4,59.0,1.0,0,0.0,4088.0
Nagano,長野県,76,5,71.0,,0,0.0,2733.0
Gifu,岐阜県,151,3,141.0,7.0,1,0.0,3652.0
Shizuoka,静岡県,76,2,73.0,1.0,0,0.0,3539.0
Aichi,愛知県,508,12,457.0,34.0,0,5.0,10211.0
Mie,三重県,45,0,44.0,1.0,0,0.0,2508.0
Shiga,滋賀県,100,8,91.0,1.0,1,0.0,1874.0
Kyoto,京都府,358,16,325.0,17.0,1,0.0,8135.0
Osaka,大阪府,1783,93,1602.0,84.0,15,4.0,31646.0
Hyogo,兵庫県,699,25,632.0,42.0,4,0.0,11206.0
Nara,奈良県,92,2,88.0,2.0,0,0.0,2545.0
Wakayama,和歌山県,63,3,57.0,3.0,0,0.0,3713.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1353.0
Shimane,島根県,24,2,22.0,0.0,1,0.0,1132.0
Okayama,岡山県,25,0,25.0,,-,0.0,1716.0
Hiroshima,広島県,167,6,158.0,3.0,0,0.0,7011.0
Yamaguchi,山口県,37,1,36.0,0.0,1,0.0,1771.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,745.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2202.0
Ehime,愛媛県,82,24,54.0,4.0,1,0.0,2262.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1801.0
Fukuoka,福岡県,774,121,626.0,27.0,4,0.0,12967.0
Saga,佐賀県,47,0,45.0,0.0,0,2.0,1428.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2798.0
Kumamoto,熊本県,48,1,44.0,3.0,0,0.0,3939.0
Oita,大分県,60,1,58.0,1.0,0,0.0,4050.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1391.0
Kagoshima,鹿児島県,10,0,10.0,0.0,0,0.0,1880.0
Okinawa,沖縄県,142,3,137.0,6.0,2,0.0,2872.0
