name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,60695,175,59077.0,1470.0,1.0,27.0,1148117.0,JP-01
Aomori,青森県,5888,32,5818.0,38.0,1.0,0.0,93318.0,JP-02
Iwate,岩手県,3486,0,3433.0,53.0,0.0,0.0,125181.0,JP-03
Miyagi,宮城県,16258,7,16130.0,118.0,1.0,3.0,246036.0,JP-04
Akita,秋田県,1899,3,1869.0,27.0,0.0,0.0,26858.0,JP-05
Yamagata,山形県,3544,19,3469.0,56.0,0.0,0.0,102609.0,JP-06
Fukushima,福島県,9482,7,9300.0,175.0,2.0,0.0,423649.0,JP-07
Ibaraki,茨城県,24384,37,24129.0,218.0,3.0,0.0,40489.0,JP-08
Tochigi,栃木県,15438,27,15295.0,116.0,1.0,0.0,492919.0,JP-09
Gunma,群馬県,16743,41,16526.0,176.0,2.0,0.0,307609.0,JP-10
Saitama,埼玉県,115536,176,114323.0,1037.0,23.0,0.0,1499540.0,JP-11
Chiba,千葉県,100259,105,99129.0,1022.0,4.0,3.0,1109067.0,JP-12
Tokyo,東京都,377435,518,373797.0,3120.0,20.0,0.0,3772940.0,JP-13
Kanagawa,神奈川県,168830,198,167326.0,1306.0,13.0,0.0,1652263.0,JP-14
Niigata,新潟県,7980,13,7906.0,61.0,0.0,0.0,294791.0,JP-15
Toyama,富山県,4857,10,4796.0,51.0,1.0,0.0,118663.0,JP-16
Ishikawa,石川県,7955,24,7780.0,129.0,1.0,22.0,199380.0,JP-17
Fukui,福井県,3104,5,3062.0,37.0,0.0,0.0,119056.0,JP-18
Yamanashi,山梨県,5154,9,5116.0,29.0,0.0,0.0,118971.0,JP-19
Nagano,長野県,8857,28,8788.0,96.0,0.0,55.0,328395.0,JP-20
Gifu,岐阜県,19077,75,18780.0,217.0,2.0,5.0,422500.0,JP-21
Shizuoka,静岡県,26737,23,26488.0,209.0,0.0,17.0,640189.0,JP-22
Aichi,愛知県,106229,268,104806.0,1155.0,5.0,0.0,1355950.0,JP-23
Mie,三重県,14768,32,14896.0,163.0,1.0,323.0,241279.0,JP-24
Shiga,滋賀県,12389,47,12239.0,103.0,0.0,0.0,263747.0,JP-25
Kyoto,京都府,35849,66,35489.0,290.0,1.0,4.0,432987.0,JP-26
Osaka,大阪府,202143,667,196942.0,3041.0,84.0,1493.0,3657433.0,JP-27
Hyogo,兵庫県,78314,250,76670.0,1395.0,11.0,1.0,772395.0,JP-28
Nara,奈良県,15852,55,15648.0,149.0,2.0,0.0,257568.0,JP-29
Wakayama,和歌山県,5289,3,5119.0,62.0,1.0,105.0,66170.0,JP-30
Tottori,鳥取県,1662,5,1627.0,5.0,0.0,25.0,151886.0,JP-31
Shimane,島根県,1674,34,1635.0,5.0,1.0,0.0,56768.0,JP-32
Okayama,岡山県,15255,58,15049.0,136.0,2.0,12.0,276298.0,JP-33
Hiroshima,広島県,22007,100,21706.0,201.0,0.0,0.0,920484.0,JP-34
Yamaguchi,山口県,5711,35,5583.0,93.0,0.0,0.0,192183.0,JP-35
Tokushima,徳島県,3284,5,3214.0,65.0,0.0,0.0,106799.0,JP-36
Kagawa,香川県,4702,8,4655.0,38.0,0.0,1.0,132703.0,JP-37
Ehime,愛媛県,5347,51,5214.0,82.0,1.0,0.0,157437.0,JP-38
Kochi,高知県,4156,18,4106.0,32.0,0.0,0.0,101859.0,JP-39
Fukuoka,福岡県,74378,173,73576.0,621.0,7.0,8.0,1290282.0,JP-40
Saga,佐賀県,5849,35,5830.0,30.0,0.0,46.0,107547.0,JP-41
Nagasaki,長崎県,6097,40,5984.0,73.0,0.0,0.0,184932.0,JP-42
Kumamoto,熊本県,14386,20,14230.0,136.0,1.0,0.0,124044.0,JP-43
Oita,大分県,8186,8,8094.0,84.0,0.0,0.0,273462.0,JP-44
Miyazaki,宮崎県,6151,6,6088.0,41.0,0.0,16.0,73027.0,JP-45
Kagoshima,鹿児島県,9097,9,9022.0,66.0,0.0,0.0,170299.0,JP-46
Okinawa,沖縄県,50167,166,49602.0,372.0,5.0,27.0,405673.0,JP-47
Zenkoku,全国,1712540,3691,1689361.0,18199.0,,,,
