name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,473,273,179.0,21.0,,,
Aomori,青森県,22,12,10.0,0.0,,,
Iwate,岩手県,0,0,0.0,0.0,,,
Miyagi,宮城県,84,70,14.0,0.0,,,
Akita,秋田県,16,11,5.0,0.0,,,
Yamagata,山形県,64,47,17.0,0.0,,,
Fukushima,福島県,64,49,15.0,0.0,,,
Ibaraki,茨城県,146,123,17.0,6.0,,,
Tochigi,栃木県,51,43,8.0,0.0,,,
Gunma,群馬県,131,108,14.0,9.0,,,
Saitama,埼玉県,681,639,32.0,10.0,,,
Chiba,千葉県,704,613,80.0,11.0,,,
Tokyo,東京都,3320,3242,59.0,19.0,,,
Kanagawa,神奈川県,816,706,91.0,19.0,,,
Niigata,新潟県,58,26,32.0,0.0,,,
Toyama,富山県,115,105,8.0,2.0,,,
Ishikawa,石川県,190,168,17.0,5.0,,,
Fukui,福井県,118,88,26.0,4.0,,,
Yamanashi,山梨県,50,41,9.0,0.0,,,
Nagano,長野県,54,48,6.0,0.0,,,
Gifu,岐阜県,140,111,24.0,5.0,,,
Shizuoka,静岡県,53,41,12.0,0.0,,,
Aichi,愛知県,422,329,66.0,27.0,,,
Mie,三重県,41,29,11.0,1.0,,,
Shiga,滋賀県,76,62,13.0,1.0,,,
Kyoto,京都府,264,172,86.0,6.0,,,
Osaka,大阪府,1351,1083,253.0,15.0,,,
Hyogo,兵庫県,546,464,65.0,17.0,,,
Nara,奈良県,73,58,14.0,1.0,,,
Wakayama,和歌山県,47,24,22.0,1.0,,,
Tottori,鳥取県,3,3,0.0,0.0,,,
Shimane,島根県,16,16,0.0,0.0,,,
Okayama,岡山県,19,15,4.0,0.0,,,
Hiroshima,広島県,138,126,12.0,0.0,,,
Yamaguchi,山口県,31,16,15.0,0.0,,,
Tokushima,徳島県,5,2,3.0,0.0,,,
Kagawa,香川県,26,25,1.0,0.0,,,
Ehime,愛媛県,47,35,9.0,3.0,,,
Kochi,高知県,69,45,22.0,2.0,,,
Fukuoka,福岡県,539,439,87.0,13.0,,,
Saga,佐賀県,17,16,1.0,0.0,,,
Nagasaki,長崎県,17,12,5.0,0.0,,,
Kumamoto,熊本県,41,33,7.0,1.0,,,
Oita,大分県,60,40,19.0,1.0,,,
Miyazaki,宮崎県,17,13,4.0,0.0,,,
Kagoshima,鹿児島県,10,8,2.0,0.0,,,
Okinawa,沖縄県,125,111,11.0,3.0,,,
Zenkoku,全国,11350,9740,1407.0,203.0,,,
