name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,33976,6717,25765.0,990.0,49.0,504.0,631984.0,JP-01
Aomori,青森県,2147,315,1804.0,28.0,5.0,0.0,40605.0,JP-02
Iwate,岩手県,1332,195,1094.0,43.0,1.0,0.0,69463.0,JP-03
Miyagi,宮城県,8719,320,8301.0,82.0,8.0,16.0,139781.0,JP-04
Akita,秋田県,740,109,619.0,12.0,0.0,0.0,12871.0,JP-05
Yamagata,山形県,1852,234,1581.0,37.0,5.0,0.0,55306.0,JP-06
Fukushima,福島県,4425,439,3853.0,133.0,25.0,0.0,225247.0,JP-07
Ibaraki,茨城県,9348,542,8664.0,142.0,10.0,0.0,31981.0,JP-08
Tochigi,栃木県,6063,361,5628.0,74.0,9.0,0.0,235830.0,JP-09
Gunma,群馬県,7523,590,6809.0,124.0,13.0,0.0,158529.0,JP-10
Saitama,埼玉県,42659,2312,39570.0,777.0,55.0,0.0,845715.0,JP-11
Chiba,千葉県,36243,1256,34321.0,666.0,24.0,0.0,591310.0,JP-12
Tokyo,東京都,156250,6198,148037.0,2015.0,62.0,0.0,2210765.0,JP-13
Kanagawa,神奈川県,59491,2306,56316.0,869.0,69.0,0.0,891644.0,JP-14
Niigata,新潟県,3013,390,2589.0,34.0,6.0,0.0,133060.0,JP-15
Toyama,富山県,1675,246,1395.0,34.0,8.0,0.0,59309.0,JP-16
Ishikawa,石川県,3436,516,2821.0,98.0,12.0,1.0,82705.0,JP-17
Fukui,福井県,1018,54,930.0,34.0,0.0,0.0,57070.0,JP-18
Yamanashi,山梨県,1447,115,1314.0,19.0,1.0,1.0,38972.0,JP-19
Nagano,長野県,4583,378,4188.0,76.0,7.0,59.0,168365.0,JP-20
Gifu,岐阜県,8223,1057,7016.0,150.0,21.0,0.0,225297.0,JP-21
Shizuoka,静岡県,7834,824,6878.0,132.0,8.0,0.0,334739.0,JP-22
Aichi,愛知県,43501,6307,36490.0,704.0,87.0,0.0,647776.0,JP-23
Mie,三重県,4684,491,4213.0,101.0,16.0,121.0,116606.0,JP-24
Shiga,滋賀県,4768,502,4191.0,75.0,10.0,0.0,121821.0,JP-25
Kyoto,京都府,15256,1425,13695.0,200.0,19.0,64.0,245346.0,JP-26
Osaka,大阪府,97464,12702,81725.0,2114.0,344.0,923.0,1718279.0,JP-27
Hyogo,兵庫県,38528,3353,34102.0,1073.0,98.0,0.0,439691.0,JP-28
Nara,奈良県,7705,658,6945.0,102.0,24.0,0.0,145913.0,JP-29
Wakayama,和歌山県,2560,165,2319.0,37.0,43.0,39.0,39066.0,JP-30
Tottori,鳥取県,448,42,395.0,2.0,0.0,9.0,70298.0,JP-31
Shimane,島根県,492,95,397.0,0.0,3.0,0.0,24335.0,JP-32
Okayama,岡山県,6847,1386,5045.0,86.0,30.0,330.0,108427.0,JP-33
Hiroshima,広島県,9222,954,6954.0,117.0,18.0,1197.0,400161.0,JP-34
Yamaguchi,山口県,2681,540,2084.0,57.0,10.0,0.0,98010.0,JP-35
Tokushima,徳島県,1613,129,1424.0,60.0,3.0,0.0,55790.0,JP-36
Kagawa,香川県,1922,276,1627.0,24.0,5.0,5.0,73674.0,JP-37
Ehime,愛媛県,2666,121,2474.0,71.0,4.0,0.0,79324.0,JP-38
Kochi,高知県,1242,109,1113.0,20.0,3.0,0.0,8893.0,JP-39
Fukuoka,福岡県,32461,5355,26389.0,413.0,78.0,304.0,714438.0,JP-40
Saga,佐賀県,2394,265,2110.0,18.0,5.0,1.0,46899.0,JP-41
Nagasaki,長崎県,2817,289,2467.0,61.0,15.0,0.0,107710.0,JP-42
Kumamoto,熊本県,5834,907,4837.0,90.0,27.0,0.0,75676.0,JP-43
Oita,大分県,3137,611,2489.0,37.0,5.0,0.0,138460.0,JP-44
Miyazaki,宮崎県,2939,306,2594.0,25.0,7.0,14.0,38919.0,JP-45
Kagoshima,鹿児島県,3108,404,2668.0,28.0,1.0,8.0,96234.0,JP-46
Okinawa,沖縄県,14925,1899,12884.0,148.0,51.0,6.0,209874.0,JP-47
Zenkoku,全国,711211,64765,631124.0,12232.0,,,,
