name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,945,450,444.0,51.0,28,0.0,8676.0,
Aomori,青森県,27,10,17.0,,-,10.0,749.0,
Iwate,岩手県,0,0,0.0,0.0,0,0.0,417.0,
Miyagi,宮城県,88,7,80.0,1.0,-,0.0,2183.0,
Akita,秋田県,16,16,0.0,,-,16.0,861.0,
Yamagata,山形県,69,11,58.0,,-,0.0,2449.0,
Fukushima,福島県,81,36,45.0,0.0,-,0.0,2395.0,
Ibaraki,茨城県,168,81,78.0,9.0,3,10.0,3826.0,
Tochigi,栃木県,56,24,32.0,,-,24.0,2497.0,
Gunma,群馬県,147,63,66.0,18.0,2,0.0,3056.0,
Saitama,埼玉県,967,377,548.0,42.0,11,0.0,11917.0,
Chiba,千葉県,880,373,467.0,40.0,12,156.0,12290.0,
Tokyo,東京都,4868,2518,2170.0,180.0,71,0.0,13124.0,
Kanagawa,神奈川県,1150,458,645.0,47.0,30,0.0,1610.0,
Niigata,新潟県,82,35,47.0,,-,0.0,3396.0,
Toyama,富山県,216,126,77.0,13.0,-,0.0,2709.0,
Ishikawa,石川県,278,130,132.0,16.0,-,0.0,2237.0,
Fukui,福井県,122,20,94.0,8.0,2,20.0,2082.0,
Yamanashi,山梨県,56,8,48.0,0.0,1,0.0,2806.0,
Nagano,長野県,74,37,37.0,,2,0.0,2054.0,
Gifu,岐阜県,150,22,122.0,6.0,1,0.0,3482.0,
Shizuoka,静岡県,73,26,46.0,1.0,2,0.0,3102.0,
Aichi,愛知県,494,110,350.0,34.0,-,3.0,8133.0,
Mie,三重県,45,11,33.0,1.0,0,0.0,2154.0,
Shiga,滋賀県,97,30,66.0,1.0,-,0.0,1456.0,
Kyoto,京都府,347,107,227.0,13.0,-,0.0,5267.0,
Osaka,大阪府,1743,653,1031.0,59.0,50,12.0,21629.0,
Hyogo,兵庫県,688,168,486.0,34.0,24,0.0,9091.0,
Nara,奈良県,90,21,67.0,2.0,-,0.0,2035.0,
Wakayama,和歌山県,62,12,48.0,2.0,-,0.0,3364.0,
Tottori,鳥取県,3,2,1.0,0.0,-,0.0,1167.0,
Shimane,島根県,24,13,11.0,,-,13.0,904.0,
Okayama,岡山県,24,9,15.0,,-,1.0,1372.0,
Hiroshima,広島県,165,81,82.0,2.0,-,0.0,5746.0,
Yamaguchi,山口県,37,4,33.0,,-,0.0,1528.0,
Tokushima,徳島県,5,1,3.0,1.0,-,1.0,597.0,
Kagawa,香川県,28,8,20.0,0.0,0,0.0,1841.0,
Ehime,愛媛県,48,7,38.0,3.0,2,0.0,1238.0,
Kochi,高知県,74,7,64.0,3.0,0,0.0,1583.0,
Fukuoka,福岡県,654,162,468.0,24.0,-,0.0,10535.0,
Saga,佐賀県,45,23,22.0,0.0,1,2.0,1226.0,
Nagasaki,長崎県,17,2,14.0,1.0,0,0.0,2345.0,
Kumamoto,熊本県,48,27,18.0,3.0,2,0.0,3415.0,
Oita,大分県,60,7,52.0,1.0,-,7.0,3482.0,
Miyazaki,宮崎県,17,5,12.0,,-,0.0,1213.0,
Kagoshima,鹿児島県,11,3,8.0,,-,3.0,1500.0,
Okinawa,沖縄県,142,45,92.0,5.0,5,0.0,2483.0,
Zenkoku,全国,15481,6346,8514.0,621.0,,,,
