name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,21433,854,19797.0,764.0,20.0,18.0,463328.0,JP-01
Aomori,青森県,1119,184,915.0,20.0,0.0,0.0,26605.0,JP-02
Iwate,岩手県,713,119,564.0,30.0,0.0,0.0,47379.0,JP-03
Miyagi,宮城県,6716,1395,5285.0,36.0,12.0,0.0,98132.0,JP-04
Akita,秋田県,311,32,273.0,6.0,2.0,0.0,7952.0,JP-05
Yamagata,山形県,1106,238,851.0,17.0,2.0,0.0,38147.0,JP-06
Fukushima,福島県,2699,300,2282.0,117.0,12.0,0.0,158163.0,JP-07
Ibaraki,茨城県,6954,302,6525.0,127.0,2.0,0.0,27153.0,JP-08
Tochigi,栃木県,4825,223,4508.0,70.0,2.0,24.0,178375.0,JP-09
Gunma,群馬県,5156,203,4852.0,101.0,4.0,0.0,117956.0,JP-10
Saitama,埼玉県,33766,1572,31485.0,709.0,32.0,0.0,669909.0,JP-11
Chiba,千葉県,30279,1041,28657.0,581.0,14.0,0.0,489361.0,JP-12
Tokyo,東京都,123905,3821,118295.0,1789.0,41.0,0.0,1813266.0,JP-13
Kanagawa,神奈川県,48893,992,47112.0,789.0,23.0,0.0,718132.0,JP-14
Niigata,新潟県,1620,226,1376.0,18.0,2.0,0.0,88121.0,JP-15
Toyama,富山県,994,68,897.0,29.0,0.0,0.0,43059.0,JP-16
Ishikawa,石川県,1987,89,1831.0,65.0,1.0,2.0,61980.0,JP-17
Fukui,福井県,628,65,536.0,27.0,1.0,0.0,37904.0,JP-18
Yamanashi,山梨県,996,33,944.0,19.0,1.0,0.0,32134.0,JP-19
Nagano,長野県,3030,266,2693.0,42.0,0.0,29.0,123848.0,JP-20
Gifu,岐阜県,5056,162,4765.0,129.0,3.0,0.0,164797.0,JP-21
Shizuoka,静岡県,5871,227,5525.0,119.0,0.0,0.0,257268.0,JP-22
Aichi,愛知県,27980,999,26387.0,594.0,6.0,0.0,481186.0,JP-23
Mie,三重県,2896,232,2676.0,72.0,2.0,84.0,79034.0,JP-24
Shiga,滋賀県,2893,175,2660.0,58.0,3.0,0.0,90248.0,JP-25
Kyoto,京都府,9844,459,9234.0,173.0,4.0,22.0,182629.0,JP-26
Osaka,大阪府,56626,6185,48766.0,1199.0,158.0,476.0,1109497.0,JP-27
Hyogo,兵庫県,21208,1964,18648.0,596.0,76.0,0.0,310281.0,JP-28
Nara,奈良県,4183,568,3560.0,55.0,7.0,0.0,100693.0,JP-29
Wakayama,和歌山県,1422,189,1190.0,18.0,8.0,25.0,27787.0,JP-30
Tottori,鳥取県,281,69,206.0,2.0,0.0,4.0,51026.0,JP-31
Shimane,島根県,289,3,286.0,0.0,0.0,0.0,18022.0,JP-32
Okayama,岡山県,2804,82,2575.0,36.0,3.0,111.0,81422.0,JP-33
Hiroshima,広島県,5221,106,5003.0,106.0,1.0,6.0,182720.0,JP-34
Yamaguchi,山口県,1443,37,1363.0,43.0,0.0,0.0,68811.0,JP-35
Tokushima,徳島県,624,140,464.0,20.0,4.0,0.0,33830.0,JP-36
Kagawa,香川県,947,164,767.0,19.0,0.0,3.0,53708.0,JP-37
Ehime,愛媛県,1595,447,1124.0,24.0,4.0,0.0,42675.0,JP-38
Kochi,高知県,937,29,889.0,19.0,1.0,0.0,7503.0,JP-39
Fukuoka,福岡県,19211,393,18485.0,333.0,6.0,0.0,522388.0,JP-40
Saga,佐賀県,1240,67,1179.0,13.0,0.0,19.0,33147.0,JP-41
Nagasaki,長崎県,1646,19,1588.0,39.0,0.0,0.0,79565.0,JP-42
Kumamoto,熊本県,3530,30,3426.0,74.0,2.0,0.0,58455.0,JP-43
Oita,大分県,1328,24,1282.0,22.0,1.0,0.0,95534.0,JP-44
Miyazaki,宮崎県,1966,21,1924.0,22.0,1.0,1.0,24930.0,JP-45
Kagoshima,鹿児島県,1886,67,1803.0,28.0,0.0,12.0,75119.0,JP-46
Okinawa,沖縄県,10194,963,9108.0,129.0,3.0,6.0,169174.0,JP-47
Zenkoku,全国,490251,25844,454561.0,9298.0,,,,
