name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,2378,221,2050.0,107.0,0.0,0.0,65059.0
Aomori,青森県,39,2,36.0,1.0,0.0,0.0,2613.0
Iwate,岩手県,24,1,23.0,0.0,0.0,0.0,4676.0
Miyagi,宮城県,486,57,427.0,2.0,1.0,0.0,11525.0
Akita,秋田県,59,6,53.0,0.0,0.0,0.0,2336.0
Yamagata,山形県,81,3,77.0,1.0,0.0,0.0,5294.0
Fukushima,福島県,317,70,242.0,5.0,3.0,0.0,23132.0
Ibaraki,茨城県,710,49,644.0,17.0,5.0,0.0,12963.0
Tochigi,栃木県,444,18,428.0,1.0,0.0,3.0,33493.0
Gunma,群馬県,761,37,703.0,19.0,5.0,2.0,24875.0
Saitama,埼玉県,5100,373,4625.0,102.0,9.0,0.0,155260.0
Chiba,千葉県,4322,326,3923.0,73.0,12.0,0.0,106036.0
Tokyo,東京都,27793,2014,25358.0,421.0,25.0,0.0,510031.0
Kanagawa,神奈川県,7537,508,6878.0,151.0,23.0,0.0,171238.0
Niigata,新潟県,179,9,170.0,0.0,0.0,0.0,16303.0
Toyama,富山県,422,4,392.0,26.0,0.0,0.0,13428.0
Ishikawa,石川県,780,21,712.0,47.0,0.0,0.0,14400.0
Fukui,福井県,249,4,234.0,11.0,0.0,0.0,10203.0
Yamanashi,山梨県,197,2,189.0,6.0,1.0,0.0,11030.0
Nagano,長野県,320,9,310.0,1.0,0.0,0.0,20176.0
Gifu,岐阜県,635,10,615.0,10.0,1.0,0.0,24152.0
Shizuoka,静岡県,567,13,552.0,2.0,0.0,0.0,37686.0
Aichi,愛知県,5539,255,5193.0,91.0,9.0,0.0,84673.0
Mie,三重県,538,30,505.0,7.0,0.0,4.0,14179.0
Shiga,滋賀県,515,16,491.0,8.0,0.0,0.0,12916.0
Kyoto,京都府,1851,86,1738.0,27.0,2.0,0.0,46473.0
Osaka,大阪府,11180,423,10520.0,224.0,22.0,13.0,202192.0
Hyogo,兵庫県,2905,133,2713.0,59.0,11.0,0.0,61103.0
Nara,奈良県,600,26,565.0,9.0,1.0,0.0,22343.0
Wakayama,和歌山県,249,7,235.0,4.0,0.0,3.0,9755.0
Tottori,鳥取県,36,2,34.0,0.0,0.0,0.0,5535.0
Shimane,島根県,140,0,140.0,0.0,0.0,0.0,5932.0
Okayama,岡山県,163,8,152.0,1.0,3.0,2.0,8654.0
Hiroshima,広島県,642,57,569.0,3.0,1.0,13.0,24559.0
Yamaguchi,山口県,209,9,198.0,2.0,1.0,0.0,10670.0
Tokushima,徳島県,149,0,131.0,9.0,0.0,9.0,7096.0
Kagawa,香川県,94,1,91.0,2.0,0.0,0.0,11526.0
Ehime,愛媛県,115,1,108.0,6.0,0.0,0.0,4189.0
Kochi,高知県,139,1,134.0,4.0,0.0,0.0,3540.0
Fukuoka,福岡県,5105,69,4937.0,99.0,6.0,0.0,144216.0
Saga,佐賀県,248,2,248.0,0.0,0.0,2.0,6296.0
Nagasaki,長崎県,241,3,233.0,3.0,0.0,2.0,19974.0
Kumamoto,熊本県,690,70,590.0,8.0,1.0,22.0,17694.0
Oita,大分県,158,1,155.0,2.0,0.0,0.0,18143.0
Miyazaki,宮崎県,344,0,344.0,1.0,0.0,1.0,8672.0
Kagoshima,鹿児島県,456,27,428.0,12.0,0.0,11.0,20585.0
Okinawa,沖縄県,2754,261,2448.0,49.0,6.0,4.0,44764.0
Zenkoku,全国,88460,5245,81541.0,1633.0,,,
