name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,21174,751,19636.0,754.0,21.0,33.0,456035.0,JP-01
Aomori,青森県,1070,158,892.0,20.0,0.0,0.0,25683.0,JP-02
Iwate,岩手県,687,97,560.0,30.0,0.0,0.0,46272.0,JP-03
Miyagi,宮城県,6341,1478,4831.0,32.0,9.0,0.0,94160.0,JP-04
Akita,秋田県,301,23,272.0,6.0,0.0,0.0,7580.0,JP-05
Yamagata,山形県,1012,301,694.0,17.0,1.0,0.0,35941.0,JP-06
Fukushima,福島県,2583,288,2179.0,116.0,11.0,0.0,154011.0,JP-07
Ibaraki,茨城県,6831,311,6393.0,127.0,1.0,0.0,26579.0,JP-08
Tochigi,栃木県,4732,248,4414.0,70.0,2.0,0.0,175778.0,JP-09
Gunma,群馬県,5081,205,4777.0,99.0,4.0,0.0,114876.0,JP-10
Saitama,埼玉県,33272,1496,31073.0,703.0,38.0,0.0,657144.0,JP-11
Chiba,千葉県,29929,1127,28228.0,574.0,19.0,0.0,485109.0,JP-12
Tokyo,東京都,122347,3658,116913.0,1776.0,48.0,0.0,1783496.0,JP-13
Kanagawa,神奈川県,48466,973,46706.0,787.0,31.0,0.0,702970.0,JP-14
Niigata,新潟県,1533,223,1292.0,18.0,2.0,0.0,84453.0,JP-15
Toyama,富山県,948,29,890.0,29.0,0.0,0.0,42146.0,JP-16
Ishikawa,石川県,1941,50,1825.0,64.0,1.0,2.0,61271.0,JP-17
Fukui,福井県,610,57,528.0,25.0,0.0,0.0,36059.0,JP-18
Yamanashi,山梨県,981,23,939.0,19.0,0.0,0.0,32134.0,JP-19
Nagano,長野県,2901,273,2606.0,41.0,1.0,19.0,117807.0,JP-20
Gifu,岐阜県,4995,141,4728.0,126.0,4.0,0.0,161919.0,JP-21
Shizuoka,静岡県,5792,262,5412.0,118.0,1.0,0.0,250200.0,JP-22
Aichi,愛知県,27589,839,26164.0,586.0,10.0,0.0,469439.0,JP-23
Mie,三重県,2825,182,2653.0,71.0,1.0,81.0,79034.0,JP-24
Shiga,滋賀県,2834,150,2628.0,56.0,3.0,0.0,87898.0,JP-25
Kyoto,京都府,9573,288,9125.0,170.0,1.0,10.0,179251.0,JP-26
Osaka,大阪府,54096,4561,47908.0,1191.0,124.0,436.0,1081596.0,JP-27
Hyogo,兵庫県,20431,1549,18288.0,594.0,71.0,0.0,302296.0,JP-28
Nara,奈良県,3912,384,3473.0,55.0,4.0,0.0,98084.0,JP-29
Wakayama,和歌山県,1336,129,1165.0,18.0,5.0,24.0,27128.0,JP-30
Tottori,鳥取県,276,59,206.0,2.0,0.0,9.0,48976.0,JP-31
Shimane,島根県,288,4,284.0,0.0,0.0,0.0,18022.0,JP-32
Okayama,岡山県,2741,82,2575.0,36.0,3.0,48.0,81422.0,JP-33
Hiroshima,広島県,5190,95,4979.0,106.0,1.0,10.0,181159.0,JP-34
Yamaguchi,山口県,1435,37,1355.0,43.0,0.0,0.0,68811.0,JP-35
Tokushima,徳島県,572,105,449.0,18.0,2.0,0.0,33175.0,JP-36
Kagawa,香川県,888,113,759.0,19.0,0.0,3.0,52550.0,JP-37
Ehime,愛媛県,1457,363,1070.0,24.0,0.0,0.0,41338.0,JP-38
Kochi,高知県,921,13,889.0,19.0,2.0,0.0,7447.0,JP-39
Fukuoka,福岡県,19080,358,18389.0,333.0,5.0,0.0,515423.0,JP-40
Saga,佐賀県,1214,56,1165.0,13.0,0.0,20.0,32431.0,JP-41
Nagasaki,長崎県,1645,26,1580.0,39.0,0.0,0.0,78385.0,JP-42
Kumamoto,熊本県,3517,27,3416.0,74.0,2.0,0.0,58352.0,JP-43
Oita,大分県,1320,19,1279.0,22.0,1.0,0.0,93820.0,JP-44
Miyazaki,宮崎県,1966,20,1924.0,22.0,0.0,0.0,24863.0,JP-45
Kagoshima,鹿児島県,1847,59,1780.0,28.0,0.0,20.0,73778.0,JP-46
Okinawa,沖縄県,9795,809,8864.0,128.0,2.0,6.0,167146.0,JP-47
Zenkoku,全国,480275,22499,448155.0,9218.0,,,,
