name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1638,128,1407.0,103.0,3,0.0,36962.0
Aomori,青森県,33,1,31.0,1.0,0,0.0,1797.0
Iwate,岩手県,9,5,4.0,0.0,0,0.0,2348.0
Miyagi,宮城県,185,8,176.0,1.0,0,0.0,7209.0
Akita,秋田県,44,13,31.0,0.0,0,0.0,1609.0
Yamagata,山形県,76,0,76.0,1.0,0,1.0,3015.0
Fukushima,福島県,113,23,90.0,0.0,1,0.0,12349.0
Ibaraki,茨城県,476,78,387.0,11.0,0,0.0,9563.0
Tochigi,栃木県,284,39,242.0,1.0,2,2.0,18959.0
Gunma,群馬県,322,110,193.0,19.0,0,0.0,10892.0
Saitama,埼玉県,3342,542,2716.0,84.0,10,0.0,94122.0
Chiba,千葉県,2578,457,2063.0,58.0,9,0.0,46506.0
Tokyo,東京都,18268,3109,14812.0,347.0,32,0.0,271258.0
Kanagawa,神奈川県,4083,658,3320.0,105.0,22,0.0,96122.0
Niigata,新潟県,136,11,124.0,0.0,0,1.0,11168.0
Toyama,富山県,327,60,248.0,22.0,3,3.0,6833.0
Ishikawa,石川県,500,137,334.0,29.0,2,0.0,4314.0
Fukui,福井県,155,6,141.0,8.0,1,0.0,6044.0
Yamanashi,山梨県,149,27,121.0,1.0,0,0.0,8825.0
Nagano,長野県,152,28,128.0,,0,4.0,11362.0
Gifu,岐阜県,523,57,458.0,8.0,4,0.0,15948.0
Shizuoka,静岡県,431,68,362.0,1.0,2,0.0,20510.0
Aichi,愛知県,3843,1236,2557.0,46.0,15,4.0,41111.0
Mie,三重県,288,86,199.0,2.0,1,1.0,7944.0
Shiga,滋賀県,361,109,248.0,4.0,2,0.0,7385.0
Kyoto,京都府,1164,200,943.0,21.0,4,0.0,25679.0
Osaka,大阪府,7288,1713,5448.0,122.0,60,5.0,111448.0
Hyogo,兵庫県,1949,283,1618.0,48.0,16,0.0,37431.0
Nara,奈良県,450,122,325.0,3.0,3,0.0,12714.0
Wakayama,和歌山県,215,35,174.0,4.0,1,2.0,7570.0
Tottori,鳥取県,22,11,11.0,0.0,0,0.0,4369.0
Shimane,島根県,133,82,51.0,0.0,0,0.0,4359.0
Okayama,岡山県,129,20,90.0,,-,19.0,3873.0
Hiroshima,広島県,437,32,402.0,3.0,1,0.0,16435.0
Yamaguchi,山口県,89,22,67.0,0.0,0,0.0,5267.0
Tokushima,徳島県,96,51,41.0,1.0,1,3.0,4262.0
Kagawa,香川県,67,10,56.0,1.0,0,0.0,6682.0
Ehime,愛媛県,111,10,95.0,6.0,0,0.0,3502.0
Kochi,高知県,105,21,80.0,3.0,0,1.0,2646.0
Fukuoka,福岡県,3728,922,2761.0,45.0,22,0.0,35797.0
Saga,佐賀県,203,50,155.0,0.0,0,2.0,4082.0
Nagasaki,長崎県,189,26,36.0,3.0,-,124.0,11381.0
Kumamoto,熊本県,427,91,316.0,7.0,4,13.0,9550.0
Oita,大分県,130,43,86.0,1.0,0,0.0,9892.0
Miyazaki,宮崎県,273,66,207.0,1.0,0,1.0,7166.0
Kagoshima,鹿児島県,337,66,258.0,7.0,2,6.0,13671.0
Okinawa,沖縄県,1759,814,934.0,15.0,14,0.0,18292.0
Zenkoku,全国,57617,11686,44622.0,1143.0,,,
