name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,19787,711,18380.0,704.0,3.0,8.0,406538.0,JP-01
Aomori,青森県,844,29,795.0,20.0,0.0,0.0,21392.0,JP-02
Iwate,岩手県,558,3,525.0,30.0,0.0,0.0,29279.0,JP-03
Miyagi,宮城県,3953,281,3647.0,25.0,5.0,0.0,73977.0,JP-04
Akita,秋田県,269,1,262.0,6.0,0.0,0.0,7148.0,JP-05
Yamagata,山形県,553,16,522.0,15.0,0.0,0.0,28967.0,JP-06
Fukushima,福島県,2169,237,1842.0,90.0,10.0,0.0,124720.0,JP-07
Ibaraki,茨城県,6149,329,5699.0,121.0,3.0,0.0,25169.0,JP-08
Tochigi,栃木県,4242,134,4040.0,68.0,1.0,0.0,154935.0,JP-09
Gunma,群馬県,4664,134,4441.0,89.0,3.0,0.0,100905.0,JP-10
Saitama,埼玉県,30644,1460,28539.0,645.0,48.0,0.0,587090.0,JP-11
Chiba,千葉県,27724,1160,26062.0,502.0,23.0,0.0,437739.0,JP-12
Tokyo,東京都,114840,2657,110622.0,1561.0,37.0,0.0,1623032.0,JP-13
Kanagawa,神奈川県,46189,1015,44437.0,737.0,26.0,0.0,634658.0,JP-14
Niigata,新潟県,1174,89,1069.0,16.0,1.0,0.0,46600.0,JP-15
Toyama,富山県,909,8,873.0,28.0,1.0,0.0,38443.0,JP-16
Ishikawa,石川県,1879,24,1792.0,62.0,1.0,1.0,54937.0,JP-17
Fukui,福井県,546,2,519.0,25.0,0.0,0.0,33231.0,JP-18
Yamanashi,山梨県,946,6,923.0,17.0,0.0,0.0,28326.0,JP-19
Nagano,長野県,2399,34,2356.0,41.0,0.0,32.0,104247.0,JP-20
Gifu,岐阜県,4790,74,4600.0,116.0,9.0,0.0,146038.0,JP-21
Shizuoka,静岡県,5373,229,5042.0,102.0,1.0,0.0,217367.0,JP-22
Aichi,愛知県,26317,513,25253.0,551.0,24.0,0.0,419863.0,JP-23
Mie,三重県,2593,86,2523.0,63.0,4.0,79.0,70180.0,JP-24
Shiga,滋賀県,2635,169,2418.0,48.0,6.0,0.0,78219.0,JP-25
Kyoto,京都府,9173,183,8841.0,164.0,1.0,15.0,163509.0,JP-26
Osaka,大阪府,48094,956,45575.0,1150.0,61.0,413.0,872121.0,JP-27
Hyogo,兵庫県,18334,402,17369.0,563.0,34.0,0.0,266138.0,JP-28
Nara,奈良県,3443,82,3313.0,48.0,5.0,0.0,87064.0,JP-29
Wakayama,和歌山県,1172,6,1124.0,18.0,1.0,24.0,24983.0,JP-30
Tottori,鳥取県,210,1,205.0,2.0,0.0,2.0,43462.0,JP-31
Shimane,島根県,284,0,284.0,0.0,0.0,0.0,16686.0,JP-32
Okayama,岡山県,2571,77,2441.0,34.0,1.0,19.0,72624.0,JP-33
Hiroshima,広島県,5058,33,4922.0,103.0,3.0,0.0,168924.0,JP-34
Yamaguchi,山口県,1389,23,1324.0,42.0,0.0,0.0,62904.0,JP-35
Tokushima,徳島県,464,20,426.0,18.0,1.0,0.0,28233.0,JP-36
Kagawa,香川県,767,18,731.0,18.0,0.0,0.0,47048.0,JP-37
Ehime,愛媛県,1073,17,1032.0,24.0,1.0,0.0,35150.0,JP-38
Kochi,高知県,908,18,871.0,19.0,3.0,0.0,7217.0,JP-39
Fukuoka,福岡県,18388,404,17675.0,309.0,16.0,0.0,468856.0,JP-40
Saga,佐賀県,1136,78,1068.0,10.0,1.0,20.0,29580.0,JP-41
Nagasaki,長崎県,1613,3,1573.0,37.0,0.0,0.0,71181.0,JP-42
Kumamoto,熊本県,3469,28,3366.0,73.0,1.0,2.0,57235.0,JP-43
Oita,大分県,1297,7,1268.0,22.0,0.0,0.0,85075.0,JP-44
Miyazaki,宮崎県,1953,6,1918.0,22.0,0.0,7.0,24803.0,JP-45
Kagoshima,鹿児島県,1762,10,1752.0,27.0,1.0,27.0,69460.0,JP-46
Okinawa,沖縄県,8445,285,8044.0,122.0,1.0,6.0,152149.0,JP-47
Zenkoku,全国,443149,12058,422303.0,8507.0,,,,
