name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1014,338,601.0,75.0,16,0.0,10770.0
Aomori,青森県,27,5,21.0,1.0,0,0.0,802.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,514.0
Miyagi,宮城県,88,2,85.0,1.0,0,0.0,2575.0
Akita,秋田県,16,1,15.0,0.0,0,0.0,910.0
Yamagata,山形県,69,11,58.0,0.0,2,0.0,2562.0
Fukushima,福島県,81,15,66.0,0.0,1,0.0,3170.0
Ibaraki,茨城県,168,26,133.0,9.0,1,0.0,4252.0
Tochigi,栃木県,60,20,40.0,0.0,5,1.0,2915.0
Gunma,群馬県,147,33,96.0,18.0,1,0.0,3308.0
Saitama,埼玉県,991,182,763.0,46.0,8,0.0,16277.0
Chiba,千葉県,900,196,662.0,42.0,11,0.0,12955.0
Tokyo,東京都,5065,1192,3632.0,241.0,52,0.0,14404.0
Kanagawa,神奈川県,1276,324,888.0,64.0,30,0.0,8220.0
Niigata,新潟県,83,19,64.0,0.0,0,1.0,3762.0
Toyama,富山県,227,42,165.0,20.0,1,0.0,2997.0
Ishikawa,石川県,287,83,182.0,22.0,3,0.0,2501.0
Fukui,福井県,122,10,104.0,8.0,2,1.0,2322.0
Yamanashi,山梨県,57,6,51.0,0.0,1,0.0,3337.0
Nagano,長野県,76,22,54.0,,1,0.0,2433.0
Gifu,岐阜県,150,8,135.0,7.0,1,0.0,3065.0
Shizuoka,静岡県,73,2,70.0,1.0,1,0.0,3295.0
Aichi,愛知県,506,59,413.0,34.0,2,5.0,9176.0
Mie,三重県,45,5,39.0,1.0,0,0.0,2360.0
Shiga,滋賀県,99,19,79.0,1.0,1,0.0,1599.0
Kyoto,京都府,358,53,291.0,14.0,2,0.0,7092.0
Osaka,大阪府,1771,407,1294.0,70.0,36,11.0,25983.0
Hyogo,兵庫県,700,91,571.0,38.0,17,0.0,10127.0
Nara,奈良県,90,9,79.0,2.0,0,0.0,2383.0
Wakayama,和歌山県,63,8,52.0,3.0,0,0.0,3540.0
Tottori,鳥取県,3,2,1.0,0.0,0,0.0,1249.0
Shimane,島根県,24,8,16.0,0.0,1,0.0,1003.0
Okayama,岡山県,25,2,23.0,,-,0.0,1560.0
Hiroshima,広島県,166,50,114.0,2.0,1,0.0,6457.0
Yamaguchi,山口県,37,3,34.0,0.0,1,0.0,1621.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,673.0
Kagawa,香川県,28,1,27.0,0.0,0,0.0,1988.0
Ehime,愛媛県,73,27,43.0,3.0,2,0.0,1695.0
Kochi,高知県,74,4,67.0,3.0,0,0.0,1684.0
Fukuoka,福岡県,658,83,550.0,25.0,8,0.0,11497.0
Saga,佐賀県,47,17,30.0,0.0,0,2.0,1320.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2556.0
Kumamoto,熊本県,48,10,35.0,3.0,1,0.0,3741.0
Oita,大分県,60,3,56.0,1.0,0,0.0,3692.0
Miyazaki,宮崎県,17,3,14.0,0.0,0,0.0,1308.0
Kagoshima,鹿児島県,10,3,7.0,0.0,0,0.0,1616.0
Okinawa,沖縄県,142,11,125.0,6.0,4,0.0,2735.0
Zenkoku,全国,16043,3415,11865.0,763.0,,,
