name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,1277,83,1093.0,101.0,6,0.0,22118.0,
Aomori,青森県,27,0,26.0,1.0,0,0.0,1015.0,
Iwate,岩手県,0,0,0.0,0.0,0,0.0,1009.0,
Miyagi,宮城県,98,7,90.0,1.0,0,0.0,4018.0,
Akita,秋田県,16,0,16.0,0.0,0,0.0,1001.0,
Yamagata,山形県,71,4,68.0,0.0,1,1.0,2583.0,
Fukushima,福島県,82,1,81.0,0.0,0,0.0,7275.0,
Ibaraki,茨城県,186,16,160.0,10.0,0,0.0,5531.0,
Tochigi,栃木県,87,21,67.0,0.0,0,1.0,8065.0,
Gunma,群馬県,155,3,133.0,19.0,0,0.0,5299.0,
Saitama,埼玉県,1255,182,1007.0,66.0,3,0.0,38502.0,
Chiba,千葉県,1019,79,895.0,45.0,1,0.0,19276.0,
Tokyo,東京都,6867,836,5706.0,325.0,8,0.0,94857.0,
Kanagawa,神奈川県,1596,136,1364.0,96.0,10,0.0,13257.0,
Niigata,新潟県,85,1,83.0,0.0,0,1.0,5098.0,
Toyama,富山県,228,1,205.0,22.0,0,0.0,4090.0,
Ishikawa,石川県,300,12,261.0,27.0,1,0.0,2934.0,
Fukui,福井県,122,0,114.0,8.0,0,0.0,3528.0,
Yamanashi,山梨県,75,1,73.0,1.0,0,0.0,5966.0,
Nagano,長野県,77,1,76.0,,0,0.0,3380.0,
Gifu,岐阜県,160,6,147.0,7.0,1,0.0,5425.0,
Shizuoka,静岡県,86,4,81.0,1.0,0,0.0,8040.0,
Aichi,愛知県,525,5,480.0,34.0,0,6.0,13413.0,
Mie,三重県,46,0,45.0,1.0,0,0.0,2955.0,
Shiga,滋賀県,103,3,99.0,1.0,0,0.0,2527.0,
Kyoto,京都府,401,35,348.0,18.0,0,0.0,11061.0,
Osaka,大阪府,1893,77,1730.0,86.0,3,0.0,43319.0,
Hyogo,兵庫県,712,11,656.0,45.0,0,0.0,15593.0,
Nara,奈良県,96,4,90.0,2.0,0,0.0,3943.0,
Wakayama,和歌山県,64,0,61.0,3.0,0,0.0,4070.0,
Tottori,鳥取県,4,1,3.0,0.0,0,0.0,1816.0,
Shimane,島根県,24,0,24.0,0.0,0,0.0,1260.0,
Okayama,岡山県,28,2,26.0,,-,0.0,1988.0,
Hiroshima,広島県,169,2,166.0,3.0,0,2.0,7972.0,
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2485.0,
Tokushima,徳島県,6,1,4.0,1.0,0,0.0,960.0,
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2822.0,
Ehime,愛媛県,82,0,77.0,5.0,0,0.0,2638.0,
Kochi,高知県,74,0,71.0,3.0,0,0.0,1998.0,
Fukuoka,福岡県,877,37,807.0,33.0,2,0.0,16998.0,
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1668.0,
Nagasaki,長崎県,18,1,16.0,1.0,0,0.0,3367.0,
Kumamoto,熊本県,49,0,46.0,3.0,0,0.0,4366.0,
Oita,大分県,60,0,59.0,1.0,0,0.0,5080.0,
Miyazaki,宮崎県,18,1,17.0,0.0,0,0.0,1609.0,
Kagoshima,鹿児島県,107,96,11.0,0.0,0,0.0,3726.0,
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3047.0,
Zenkoku,全国,19479,1670,16833.0,977.0,,,,
