name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1054,239,734.0,81.0,15,0.0,12285.0
Aomori,青森県,27,2,24.0,1.0,0,0.0,824.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,604.0
Miyagi,宮城県,88,1,86.0,1.0,0,0.0,2843.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,927.0
Yamagata,山形県,69,4,65.0,0.0,1,0.0,2622.0
Fukushima,福島県,81,10,71.0,0.0,0,0.0,3883.0
Ibaraki,茨城県,168,14,145.0,9.0,0,0.0,4534.0
Tochigi,栃木県,65,18,47.0,0.0,4,1.0,3465.0
Gunma,群馬県,149,18,112.0,19.0,1,0.0,3462.0
Saitama,埼玉県,999,87,865.0,47.0,5,0.0,18686.0
Chiba,千葉県,904,86,774.0,44.0,6,0.0,13978.0
Tokyo,東京都,5160,561,4311.0,288.0,39,0.0,14850.0
Kanagawa,神奈川県,1333,269,991.0,73.0,27,0.0,8984.0
Niigata,新潟県,83,9,74.0,0.0,0,1.0,4030.0
Toyama,富山県,227,26,180.0,21.0,0,0.0,3101.0
Ishikawa,石川県,295,60,211.0,24.0,3,0.0,2624.0
Fukui,福井県,122,5,109.0,8.0,2,0.0,2476.0
Yamanashi,山梨県,60,2,57.0,1.0,0,0.0,3720.0
Nagano,長野県,76,12,64.0,,1,0.0,2605.0
Gifu,岐阜県,150,4,139.0,7.0,1,0.0,3387.0
Shizuoka,静岡県,75,4,70.0,1.0,1,0.0,3423.0
Aichi,愛知県,507,31,442.0,34.0,0,5.0,9726.0
Mie,三重県,45,4,40.0,1.0,0,0.0,2460.0
Shiga,滋賀県,100,10,89.0,1.0,1,0.0,1721.0
Kyoto,京都府,358,31,312.0,15.0,3,0.0,7640.0
Osaka,大阪府,1781,223,1480.0,78.0,25,11.0,29006.0
Hyogo,兵庫県,699,46,613.0,40.0,10,0.0,10720.0
Nara,奈良県,91,7,82.0,2.0,0,0.0,2754.0
Wakayama,和歌山県,63,6,54.0,3.0,3,0.0,3630.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1303.0
Shimane,島根県,24,4,20.0,0.0,1,0.0,1084.0
Okayama,岡山県,25,0,25.0,,-,0.0,1646.0
Hiroshima,広島県,167,19,145.0,3.0,0,0.0,6779.0
Yamaguchi,山口県,37,2,35.0,0.0,1,0.0,1657.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,708.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2099.0
Ehime,愛媛県,81,32,45.0,4.0,0,0.0,1915.0
Kochi,高知県,74,2,69.0,3.0,0,0.0,1749.0
Fukuoka,福岡県,666,45,596.0,25.0,5,0.0,11849.0
Saga,佐賀県,47,13,34.0,0.0,0,2.0,1377.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2675.0
Kumamoto,熊本県,48,8,37.0,3.0,0,0.0,3851.0
Oita,大分県,60,2,57.0,1.0,0,0.0,3847.0
Miyazaki,宮崎県,17,1,16.0,0.0,0,0.0,1351.0
Kagoshima,鹿児島県,10,1,9.0,0.0,0,0.0,1713.0
Okinawa,沖縄県,142,2,134.0,6.0,-,0.0,2826.0
