name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,62027,427,60015.0,1475.0,0.0,110.0,1296158.0,JP-01
Aomori,青森県,5957,55,5864.0,38.0,0.0,0.0,106801.0,JP-02
Iwate,岩手県,3528,41,3434.0,53.0,0.0,0.0,138606.0,JP-03
Miyagi,宮城県,16380,67,16173.0,118.0,0.0,22.0,270796.0,JP-04
Akita,秋田県,1940,6,1907.0,27.0,0.0,0.0,27703.0,JP-05
Yamagata,山形県,3642,35,3551.0,56.0,0.0,0.0,116849.0,JP-06
Fukushima,福島県,9639,113,9350.0,176.0,0.0,0.0,479148.0,JP-07
Ibaraki,茨城県,24787,298,24269.0,220.0,0.0,0.0,40625.0,JP-08
Tochigi,栃木県,15930,323,15490.0,117.0,0.0,0.0,536171.0,JP-09
Gunma,群馬県,17780,344,17258.0,178.0,0.0,0.0,362913.0,JP-10
Saitama,埼玉県,117354,1305,114990.0,1059.0,1.0,0.0,1681532.0,JP-11
Chiba,千葉県,101620,688,99652.0,1028.0,0.0,252.0,1264855.0,JP-12
Tokyo,東京都,387895,4961,379759.0,3175.0,4.0,0.0,4261890.0,JP-13
Kanagawa,神奈川県,171253,1400,168534.0,1319.0,3.0,0.0,1868605.0,JP-14
Niigata,新潟県,8567,340,8164.0,63.0,0.0,0.0,337458.0,JP-15
Toyama,富山県,4913,44,4817.0,52.0,0.0,0.0,134217.0,JP-16
Ishikawa,石川県,8118,90,7868.0,138.0,0.0,22.0,217099.0,JP-17
Fukui,福井県,3204,87,3079.0,38.0,0.0,0.0,129039.0,JP-18
Yamanashi,山梨県,5205,42,5134.0,29.0,0.0,0.0,138818.0,JP-19
Nagano,長野県,9347,307,8919.0,97.0,1.0,24.0,375306.0,JP-20
Gifu,岐阜県,19545,219,19061.0,219.0,0.0,46.0,482391.0,JP-21
Shizuoka,静岡県,27310,353,26598.0,209.0,0.0,150.0,741868.0,JP-22
Aichi,愛知県,107679,932,105586.0,1161.0,1.0,0.0,1538543.0,JP-23
Mie,三重県,14926,111,14983.0,163.0,0.0,331.0,276023.0,JP-24
Shiga,滋賀県,12949,447,12398.0,104.0,0.0,0.0,302608.0,JP-25
Kyoto,京都府,37034,655,35872.0,292.0,7.0,215.0,483209.0,JP-26
Osaka,大阪府,207311,3387,200858.0,3066.0,47.0,0.0,4328936.0,JP-27
Hyogo,兵庫県,79504,566,77540.0,1398.0,3.0,0.0,883775.0,JP-28
Nara,奈良県,16337,382,15806.0,149.0,0.0,0.0,287960.0,JP-29
Wakayama,和歌山県,5356,50,5137.0,62.0,0.0,107.0,69171.0,JP-30
Tottori,鳥取県,1731,63,1639.0,5.0,0.0,24.0,175432.0,JP-31
Shimane,島根県,1897,153,1739.0,5.0,0.0,0.0,66059.0,JP-32
Okayama,岡山県,15800,17,15421.0,136.0,0.0,226.0,310392.0,JP-33
Hiroshima,広島県,23834,1639,21992.0,203.0,1.0,0.0,1010378.0,JP-34
Yamaguchi,山口県,6791,929,5769.0,93.0,1.0,0.0,222391.0,JP-35
Tokushima,徳島県,3325,36,3225.0,66.0,0.0,2.0,119065.0,JP-36
Kagawa,香川県,4794,87,4668.0,38.0,0.0,1.0,148498.0,JP-37
Ehime,愛媛県,5534,122,5330.0,82.0,0.0,0.0,177040.0,JP-38
Kochi,高知県,4198,31,4134.0,33.0,0.0,0.0,112586.0,JP-39
Fukuoka,福岡県,75543,529,74176.0,627.0,3.0,211.0,1467205.0,JP-40
Saga,佐賀県,6057,89,5897.0,30.0,0.0,41.0,124242.0,JP-41
Nagasaki,長崎県,6250,125,6053.0,73.0,0.0,1.0,208272.0,JP-42
Kumamoto,熊本県,14457,34,14287.0,136.0,0.0,0.0,125560.0,JP-43
Oita,大分県,8266,79,8103.0,84.0,0.0,0.0,314198.0,JP-44
Miyazaki,宮崎県,6163,25,6096.0,41.0,0.0,1.0,73188.0,JP-45
Kagoshima,鹿児島県,9611,381,9056.0,66.0,0.0,108.0,180365.0,JP-46
Okinawa,沖縄県,57430,6796,50238.0,398.0,18.0,2.0,456003.0,JP-47
Zenkoku,全国,1758718,29210,1709889.0,18395.0,,,,
