name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,41110,2053,37789.0,1369.0,25.0,101.0,763360.0,JP-01
Aomori,青森県,2455,21,2403.0,31.0,0.0,0.0,49382.0,JP-02
Iwate,岩手県,1643,58,1539.0,46.0,2.0,0.0,82963.0,JP-03
Miyagi,宮城県,9085,63,8928.0,87.0,4.0,7.0,154372.0,JP-04
Akita,秋田県,787,27,740.0,20.0,1.0,0.0,14508.0,JP-05
Yamagata,山形県,2020,23,1950.0,47.0,3.0,0.0,64402.0,JP-06
Fukushima,福島県,4803,107,4535.0,161.0,5.0,0.0,272553.0,JP-07
Ibaraki,茨城県,10315,202,9951.0,162.0,5.0,0.0,33116.0,JP-08
Tochigi,栃木県,6857,186,6590.0,81.0,12.0,0.0,280890.0,JP-09
Gunma,群馬県,8013,65,7797.0,151.0,8.0,0.0,189483.0,JP-10
Saitama,埼玉県,45785,896,44062.0,827.0,21.0,0.0,948563.0,JP-11
Chiba,千葉県,39463,967,37795.0,701.0,19.0,0.0,662404.0,JP-12
Tokyo,東京都,170375,3590,164572.0,2213.0,44.0,0.0,2463348.0,JP-13
Kanagawa,神奈川県,65962,1475,63548.0,939.0,40.0,0.0,1014109.0,JP-14
Niigata,新潟県,3390,58,3285.0,47.0,3.0,0.0,165410.0,JP-15
Toyama,富山県,2026,74,1915.0,37.0,2.0,0.0,71856.0,JP-16
Ishikawa,石川県,3922,62,3743.0,114.0,1.0,3.0,118892.0,JP-17
Fukui,福井県,1180,114,1032.0,34.0,0.0,0.0,63899.0,JP-18
Yamanashi,山梨県,2019,218,1780.0,21.0,0.0,0.0,50098.0,JP-19
Nagano,長野県,5002,79,4907.0,91.0,1.0,75.0,198438.0,JP-20
Gifu,岐阜県,9401,140,9076.0,185.0,8.0,0.0,264946.0,JP-21
Shizuoka,静岡県,9092,287,8656.0,149.0,4.0,0.0,392433.0,JP-22
Aichi,愛知県,50575,1474,48158.0,943.0,43.0,0.0,808212.0,JP-23
Mie,三重県,5206,79,5154.0,110.0,4.0,137.0,137890.0,JP-24
Shiga,滋賀県,5518,154,5274.0,90.0,5.0,0.0,146778.0,JP-25
Kyoto,京都府,16499,204,16038.0,236.0,15.0,21.0,277206.0,JP-26
Osaka,大阪府,102714,1523,97754.0,2624.0,187.0,813.0,2065081.0,JP-27
Hyogo,兵庫県,40759,338,39148.0,1275.0,28.0,2.0,496779.0,JP-28
Nara,奈良県,8208,154,7927.0,127.0,8.0,0.0,164823.0,JP-29
Wakayama,和歌山県,2666,13,2546.0,49.0,3.0,58.0,41497.0,JP-30
Tottori,鳥取県,466,2,455.0,2.0,0.0,7.0,81445.0,JP-31
Shimane,島根県,551,4,546.0,1.0,1.0,0.0,29236.0,JP-32
Okayama,岡山県,7582,139,7302.0,125.0,4.0,16.0,158467.0,JP-33
Hiroshima,広島県,11424,244,10983.0,167.0,12.0,30.0,534171.0,JP-34
Yamaguchi,山口県,3117,83,2960.0,74.0,1.0,0.0,119622.0,JP-35
Tokushima,徳島県,1653,12,1578.0,63.0,0.0,0.0,63662.0,JP-36
Kagawa,香川県,2085,30,2030.0,30.0,2.0,5.0,84058.0,JP-37
Ehime,愛媛県,2750,16,2659.0,75.0,3.0,0.0,93808.0,JP-38
Kochi,高知県,1763,99,1640.0,24.0,4.0,0.0,10972.0,JP-39
Fukuoka,福岡県,35306,764,33997.0,516.0,25.0,29.0,813689.0,JP-40
Saga,佐賀県,2549,11,2548.0,24.0,0.0,34.0,55469.0,JP-41
Nagasaki,長崎県,3123,73,2981.0,69.0,0.0,0.0,121850.0,JP-42
Kumamoto,熊本県,6457,83,6261.0,113.0,8.0,0.0,81251.0,JP-43
Oita,大分県,3487,45,3380.0,62.0,1.0,0.0,164620.0,JP-44
Miyazaki,宮崎県,3070,15,3018.0,27.0,0.0,10.0,43933.0,JP-45
Kagoshima,鹿児島県,3643,79,3562.0,38.0,1.0,36.0,109764.0,JP-46
Okinawa,沖縄県,20328,1504,18659.0,171.0,66.0,6.0,245544.0,JP-47
Zenkoku,全国,786204,17907,753151.0,14548.0,,,,
