name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1646,114,1429.0,103.0,3,0.0,37326.0
Aomori,青森県,33,1,31.0,1.0,0,0.0,1848.0
Iwate,岩手県,9,5,5.0,0.0,0,1.0,2385.0
Miyagi,宮城県,187,6,179.0,2.0,0,0.0,7264.0
Akita,秋田県,45,11,33.0,0.0,0,1.0,1633.0
Yamagata,山形県,77,1,76.0,1.0,0,1.0,3028.0
Fukushima,福島県,120,29,91.0,0.0,1,0.0,12506.0
Ibaraki,茨城県,479,72,396.0,11.0,0,0.0,9659.0
Tochigi,栃木県,284,32,251.0,1.0,2,0.0,19413.0
Gunma,群馬県,351,114,204.0,19.0,0,14.0,11480.0
Saitama,埼玉県,3415,579,2751.0,85.0,10,0.0,95425.0
Chiba,千葉県,2642,474,2110.0,58.0,10,0.0,47577.0
Tokyo,東京都,18607,3150,15109.0,348.0,36,0.0,276630.0
Kanagawa,神奈川県,4187,668,3414.0,105.0,20,0.0,98153.0
Niigata,新潟県,137,12,125.0,0.0,0,0.0,11444.0
Toyama,富山県,333,64,250.0,22.0,3,3.0,6889.0
Ishikawa,石川県,524,143,351.0,30.0,2,0.0,5916.0
Fukui,福井県,156,7,141.0,8.0,1,0.0,6120.0
Yamanashi,山梨県,159,36,123.0,1.0,0,1.0,8933.0
Nagano,長野県,154,28,130.0,,0,4.0,11605.0
Gifu,岐阜県,532,57,467.0,8.0,4,0.0,16139.0
Shizuoka,静岡県,431,56,374.0,1.0,2,0.0,20920.0
Aichi,愛知県,3900,1187,2661.0,48.0,16,4.0,42122.0
Mie,三重県,303,84,213.0,2.0,2,4.0,7944.0
Shiga,滋賀県,366,106,256.0,4.0,2,0.0,7493.0
Kyoto,京都府,1202,221,960.0,21.0,4,0.0,26172.0
Osaka,大阪府,7420,1719,5571.0,123.0,63,7.0,113695.0
Hyogo,兵庫県,1998,287,1663.0,48.0,18,0.0,38036.0
Nara,奈良県,462,128,331.0,3.0,2,0.0,12714.0
Wakayama,和歌山県,219,36,177.0,4.0,1,2.0,7698.0
Tottori,鳥取県,22,9,13.0,0.0,0,0.0,4408.0
Shimane,島根県,134,82,61.0,0.0,0,9.0,4446.0
Okayama,岡山県,131,16,110.0,,-,5.0,3897.0
Hiroshima,広島県,438,33,402.0,3.0,1,0.0,16568.0
Yamaguchi,山口県,100,30,70.0,0.0,0,0.0,5410.0
Tokushima,徳島県,97,49,42.0,1.0,1,5.0,4506.0
Kagawa,香川県,68,7,60.0,1.0,0,0.0,6867.0
Ehime,愛媛県,111,8,97.0,6.0,0,0.0,3562.0
Kochi,高知県,105,19,83.0,3.0,0,0.0,2674.0
Fukuoka,福岡県,3830,915,2869.0,46.0,17,0.0,36255.0
Saga,佐賀県,207,51,158.0,0.0,0,2.0,4196.0
Nagasaki,長崎県,191,25,36.0,3.0,-,127.0,11720.0
Kumamoto,熊本県,442,91,316.0,7.0,4,28.0,9550.0
Oita,大分県,134,46,87.0,1.0,0,0.0,10385.0
Miyazaki,宮崎県,297,76,221.0,1.0,0,1.0,7251.0
Kagoshima,鹿児島県,340,65,261.0,8.0,2,6.0,13958.0
Okinawa,沖縄県,1804,760,1031.0,17.0,16,0.0,18292.0
Zenkoku,全国,58829,11709,45789.0,1154.0,,,
