name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,8718,2425,6206.0,189.0,27.0,102.0,150003.0
Aomori,青森県,295,22,267.0,6.0,2.0,0.0,6697.0
Iwate,岩手県,194,93,98.0,3.0,2.0,0.0,9451.0
Miyagi,宮城県,1202,158,1034.0,10.0,5.0,0.0,18866.0
Akita,秋田県,90,14,75.0,1.0,0.0,0.0,3668.0
Yamagata,山形県,135,33,101.0,1.0,1.0,0.0,7530.0
Fukushima,福島県,501,54,441.0,6.0,5.0,0.0,40014.0
Ibaraki,茨城県,1561,359,1181.0,21.0,12.0,0.0,16741.0
Tochigi,栃木県,638,103,535.0,2.0,7.0,2.0,54416.0
Gunma,群馬県,1207,186,988.0,21.0,2.0,12.0,35606.0
Saitama,埼玉県,8427,1166,7122.0,139.0,31.0,0.0,235202.0
Chiba,千葉県,7008,884,6037.0,87.0,11.0,0.0,163547.0
Tokyo,東京都,40939,4037,36413.0,489.0,70.0,0.0,760947.0
Kanagawa,神奈川県,12559,1353,11011.0,195.0,58.0,0.0,254992.0
Niigata,新潟県,331,97,234.0,0.0,0.0,0.0,22272.0
Toyama,富山県,459,21,412.0,26.0,0.0,0.0,17114.0
Ishikawa,石川県,853,20,783.0,50.0,0.0,0.0,21967.0
Fukui,福井県,316,22,283.0,11.0,0.0,0.0,14684.0
Yamanashi,山梨県,338,35,294.0,9.0,2.0,0.0,13556.0
Nagano,長野県,718,104,587.0,6.0,0.0,21.0,31328.0
Gifu,岐阜県,1072,179,879.0,14.0,1.0,0.0,33776.0
Shizuoka,静岡県,1620,567,1042.0,11.0,7.0,0.0,56892.0
Aichi,愛知県,10112,1686,8307.0,119.0,28.0,0.0,135512.0
Mie,三重県,858,213,638.0,7.0,7.0,0.0,19848.0
Shiga,滋賀県,783,76,698.0,9.0,1.0,0.0,27762.0
Kyoto,京都府,2663,267,2359.0,37.0,5.0,0.0,65925.0
Osaka,大阪府,20273,4119,15815.0,320.0,124.0,19.0,323566.0
Hyogo,兵庫県,5570,743,4747.0,80.0,37.0,0.0,95654.0
Nara,奈良県,1141,197,932.0,12.0,5.0,0.0,32940.0
Wakayama,和歌山県,452,73,363.0,6.0,9.0,10.0,13463.0
Tottori,鳥取県,58,5,52.0,0.0,0.0,1.0,16572.0
Shimane,島根県,147,6,141.0,0.0,0.0,0.0,6772.0
Okayama,岡山県,599,156,363.0,11.0,3.0,69.0,19205.0
Hiroshima,広島県,838,101,724.0,6.0,3.0,7.0,34993.0
Yamaguchi,山口県,386,77,303.0,2.0,3.0,4.0,17013.0
Tokushima,徳島県,181,9,164.0,9.0,1.0,1.0,7826.0
Kagawa,香川県,143,20,121.0,2.0,0.0,0.0,17069.0
Ehime,愛媛県,314,148,160.0,6.0,4.0,0.0,7104.0
Kochi,高知県,152,5,143.0,4.0,0.0,0.0,3755.0
Fukuoka,福岡県,5827,331,5388.0,108.0,5.0,0.0,200689.0
Saga,佐賀県,309,24,287.0,1.0,0.0,3.0,9667.0
Nagasaki,長崎県,271,20,249.0,3.0,0.0,1.0,26979.0
Kumamoto,熊本県,1012,64,921.0,13.0,6.0,14.0,23912.0
Oita,大分県,295,89,203.0,3.0,1.0,0.0,27366.0
Miyazaki,宮崎県,503,95,408.0,1.0,2.0,1.0,9765.0
Kagoshima,鹿児島県,612,41,571.0,13.0,1.0,13.0,27472.0
Okinawa,沖縄県,4326,403,3859.0,69.0,5.0,5.0,72779.0
Zenkoku,全国,147006,20900,123939.0,2138.0,,,
