name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1015,319,620.0,76.0,16,0.0,10885.0
Aomori,青森県,27,5,21.0,1.0,0,0.0,804.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,554.0
Miyagi,宮城県,88,2,85.0,1.0,0,0.0,2588.0
Akita,秋田県,16,1,15.0,0.0,0,0.0,913.0
Yamagata,山形県,69,11,58.0,0.0,2,0.0,2576.0
Fukushima,福島県,81,15,66.0,0.0,1,0.0,3338.0
Ibaraki,茨城県,168,26,133.0,9.0,1,0.0,4346.0
Tochigi,栃木県,61,17,44.0,0.0,5,2.0,2952.0
Gunma,群馬県,148,29,101.0,18.0,1,0.0,3349.0
Saitama,埼玉県,991,143,802.0,46.0,6,0.0,16890.0
Chiba,千葉県,900,145,713.0,42.0,11,0.0,13050.0
Tokyo,東京都,5070,978,3848.0,244.0,49,0.0,14464.0
Kanagawa,神奈川県,1284,312,904.0,68.0,32,0.0,8317.0
Niigata,新潟県,83,19,64.0,0.0,0,1.0,3843.0
Toyama,富山県,227,41,166.0,20.0,1,0.0,3000.0
Ishikawa,石川県,290,77,191.0,22.0,3,0.0,2513.0
Fukui,福井県,122,10,104.0,8.0,2,1.0,2347.0
Yamanashi,山梨県,58,7,51.0,0.0,1,0.0,3395.0
Nagano,長野県,76,21,55.0,,1,0.0,2450.0
Gifu,岐阜県,150,7,136.0,7.0,1,0.0,3083.0
Shizuoka,静岡県,73,2,70.0,1.0,1,0.0,3315.0
Aichi,愛知県,506,49,423.0,34.0,2,5.0,9176.0
Mie,三重県,45,5,39.0,1.0,0,0.0,2362.0
Shiga,滋賀県,99,17,81.0,1.0,1,0.0,1623.0
Kyoto,京都府,358,47,297.0,14.0,4,0.0,7109.0
Osaka,大阪府,1771,407,1294.0,70.0,36,11.0,25983.0
Hyogo,兵庫県,699,80,581.0,38.0,15,0.0,10192.0
Nara,奈良県,90,7,81.0,2.0,0,0.0,2383.0
Wakayama,和歌山県,63,8,52.0,3.0,0,0.0,3554.0
Tottori,鳥取県,3,2,1.0,0.0,0,0.0,1260.0
Shimane,島根県,24,8,16.0,0.0,1,0.0,1044.0
Okayama,岡山県,25,2,23.0,,-,0.0,1570.0
Hiroshima,広島県,166,47,117.0,2.0,1,0.0,6513.0
Yamaguchi,山口県,37,3,34.0,0.0,1,0.0,1628.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,675.0
Kagawa,香川県,28,1,27.0,0.0,0,0.0,2013.0
Ehime,愛媛県,74,27,44.0,3.0,2,0.0,1768.0
Kochi,高知県,74,4,67.0,3.0,0,0.0,1689.0
Fukuoka,福岡県,658,80,553.0,25.0,8,0.0,11519.0
Saga,佐賀県,47,16,31.0,0.0,0,2.0,1339.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2577.0
Kumamoto,熊本県,48,10,35.0,3.0,1,0.0,3755.0
Oita,大分県,60,3,56.0,1.0,0,0.0,3728.0
Miyazaki,宮崎県,17,3,14.0,0.0,0,0.0,1314.0
Kagoshima,鹿児島県,10,3,7.0,0.0,0,0.0,1623.0
Okinawa,沖縄県,142,9,127.0,6.0,4,0.0,2752.0
Zenkoku,全国,16063,3025,12267.0,771.0,,,
