name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,50914,3854,45376.0,1433.0,22.0,251.0,926135.0,JP-01
Aomori,青森県,3305,435,2838.0,32.0,0.0,0.0,62640.0,JP-02
Iwate,岩手県,2544,372,2124.0,48.0,1.0,0.0,100361.0,JP-03
Miyagi,宮城県,12151,1462,10428.0,93.0,14.0,168.0,187203.0,JP-04
Akita,秋田県,1251,159,1071.0,21.0,2.0,0.0,19097.0,JP-05
Yamagata,山形県,2660,308,2305.0,47.0,7.0,0.0,77423.0,JP-06
Fukushima,福島県,7572,1051,6357.0,164.0,17.0,0.0,342722.0,JP-07
Ibaraki,茨城県,16992,2201,14615.0,176.0,27.0,0.0,36482.0,JP-08
Tochigi,栃木県,10781,1682,9002.0,97.0,17.0,0.0,371156.0,JP-09
Gunma,群馬県,11649,1822,9671.0,156.0,19.0,0.0,236371.0,JP-10
Saitama,埼玉県,80827,21893,58070.0,864.0,126.0,0.0,1202739.0,JP-11
Chiba,千葉県,66862,10809,55286.0,767.0,103.0,0.0,867090.0,JP-12
Tokyo,東京都,291857,40197,249306.0,2354.0,275.0,0.0,3065160.0,JP-13
Kanagawa,神奈川県,117199,15487,100675.0,1037.0,222.0,0.0,1312568.0,JP-14
Niigata,新潟県,5403,793,4556.0,54.0,8.0,0.0,219420.0,JP-15
Toyama,富山県,3235,700,2497.0,38.0,12.0,0.0,91299.0,JP-16
Ishikawa,石川県,6465,771,5562.0,120.0,9.0,12.0,152975.0,JP-17
Fukui,福井県,2094,217,1841.0,36.0,2.0,0.0,90162.0,JP-18
Yamanashi,山梨県,3421,572,2833.0,23.0,2.0,7.0,80996.0,JP-19
Nagano,長野県,6532,719,5726.0,94.0,3.0,7.0,249578.0,JP-20
Gifu,岐阜県,11692,1425,10076.0,191.0,2.0,0.0,318209.0,JP-21
Shizuoka,静岡県,15084,3223,11702.0,159.0,18.0,0.0,496889.0,JP-22
Aichi,愛知県,61799,6059,54721.0,1019.0,35.0,0.0,984241.0,JP-23
Mie,三重県,7670,1510,6219.0,117.0,13.0,176.0,170386.0,JP-24
Shiga,滋賀県,8115,1531,6489.0,95.0,6.0,0.0,186935.0,JP-25
Kyoto,京都府,23746,4083,18993.0,249.0,86.0,421.0,339358.0,JP-26
Osaka,大阪府,137563,15710,117638.0,2752.0,451.0,1463.0,2699965.0,JP-27
Hyogo,兵庫県,52130,4723,46081.0,1326.0,57.0,0.0,599425.0,JP-28
Nara,奈良県,10860,1123,9603.0,134.0,11.0,0.0,202840.0,JP-29
Wakayama,和歌山県,3648,327,3188.0,50.0,15.0,83.0,49979.0,JP-30
Tottori,鳥取県,1164,269,878.0,3.0,3.0,14.0,111129.0,JP-31
Shimane,島根県,999,155,842.0,2.0,1.0,0.0,38671.0,JP-32
Okayama,岡山県,10587,863,8233.0,127.0,7.0,1364.0,197807.0,JP-33
Hiroshima,広島県,14148,991,12647.0,180.0,8.0,330.0,646233.0,JP-34
Yamaguchi,山口県,3995,515,3400.0,80.0,3.0,0.0,140551.0,JP-35
Tokushima,徳島県,2034,176,1795.0,63.0,0.0,0.0,78651.0,JP-36
Kagawa,香川県,3190,604,2553.0,34.0,9.0,1.0,103488.0,JP-37
Ehime,愛媛県,3827,634,3116.0,77.0,5.0,0.0,116363.0,JP-38
Kochi,高知県,2439,245,2163.0,31.0,4.0,0.0,69148.0,JP-39
Fukuoka,福岡県,52452,7778,42870.0,553.0,27.0,1251.0,1012731.0,JP-40
Saga,佐賀県,3856,571,2961.0,27.0,0.0,297.0,74339.0,JP-41
Nagasaki,長崎県,4362,637,3660.0,69.0,1.0,4.0,147140.0,JP-42
Kumamoto,熊本県,9595,1451,8023.0,121.0,8.0,0.0,95310.0,JP-43
Oita,大分県,4822,849,3908.0,65.0,1.0,0.0,204516.0,JP-44
Miyazaki,宮崎県,4059,581,3438.0,27.0,1.0,13.0,52761.0,JP-45
Kagoshima,鹿児島県,5891,1297,4392.0,42.0,2.0,160.0,132761.0,JP-46
Okinawa,沖縄県,34693,5865,28432.0,247.0,103.0,149.0,315128.0,JP-47
Zenkoku,全国,1198134,168699,1008160.0,15494.0,,,,
