name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1876,60,1710.0,106.0,2,0.0,49898.0
Aomori,青森県,35,2,32.0,1.0,0,0.0,2217.0
Iwate,岩手県,23,1,22.0,0.0,0,0.0,3727.0
Miyagi,宮城県,310,80,228.0,2.0,0,0.0,8955.0
Akita,秋田県,51,0,50.0,0.0,0,1.0,1862.0
Yamagata,山形県,78,2,76.0,1.0,1,1.0,4895.0
Fukushima,福島県,211,46,165.0,0.0,1,0.0,17156.0
Ibaraki,茨城県,614,54,544.0,16.0,4,0.0,11777.0
Tochigi,栃木県,359,36,304.0,1.0,2,18.0,25830.0
Gunma,群馬県,553,89,445.0,19.0,1,0.0,17456.0
Saitama,埼玉県,4302,302,3903.0,97.0,7,0.0,124854.0
Chiba,千葉県,3416,299,3050.0,67.0,6,0.0,68010.0
Tokyo,東京都,23083,2351,20348.0,384.0,22,0.0,386979.0
Kanagawa,神奈川県,5960,676,5156.0,128.0,35,0.0,131185.0
Niigata,新潟県,149,8,141.0,0.0,1,0.0,13917.0
Toyama,富山県,408,13,370.0,25.0,0,0.0,10945.0
Ishikawa,石川県,731,77,611.0,43.0,0,0.0,10793.0
Fukui,福井県,244,37,197.0,8.0,4,2.0,9242.0
Yamanashi,山梨県,179,10,164.0,5.0,1,0.0,10072.0
Nagano,長野県,296,18,283.0,1.0,0,6.0,17264.0
Gifu,岐阜県,594,37,547.0,10.0,1,0.0,20034.0
Shizuoka,静岡県,504,17,486.0,1.0,1,0.0,30159.0
Aichi,愛知県,4897,398,4423.0,76.0,16,0.0,62807.0
Mie,三重県,460,81,374.0,5.0,1,0.0,11265.0
Shiga,滋賀県,471,37,427.0,7.0,1,0.0,10706.0
Kyoto,京都府,1624,91,1508.0,25.0,1,0.0,36630.0
Osaka,大阪府,9636,837,8611.0,180.0,36,8.0,159267.0
Hyogo,兵庫県,2470,125,2290.0,55.0,6,0.0,49817.0
Nara,奈良県,546,24,513.0,9.0,1,0.0,18481.0
Wakayama,和歌山県,236,4,225.0,4.0,0,3.0,8918.0
Tottori,鳥取県,32,10,22.0,0.0,0,0.0,4683.0
Shimane,島根県,137,0,137.0,0.0,0,0.0,5215.0
Okayama,岡山県,147,1,145.0,,-,1.0,7511.0
Hiroshima,広島県,468,9,456.0,3.0,0,0.0,18987.0
Yamaguchi,山口県,194,41,152.0,1.0,1,0.0,8252.0
Tokushima,徳島県,147,40,96.0,8.0,1,3.0,6636.0
Kagawa,香川県,89,9,78.0,2.0,0,0.0,9497.0
Ehime,愛媛県,114,1,107.0,6.0,0,0.0,3938.0
Kochi,高知県,137,7,126.0,4.0,0,0.0,3319.0
Fukuoka,福岡県,4948,355,4513.0,80.0,13,0.0,44991.0
Saga,佐賀県,244,4,240.0,0.0,0,0.0,5532.0
Nagasaki,長崎県,236,8,224.0,3.0,0,1.0,16492.0
Kumamoto,熊本県,569,38,521.0,8.0,0,2.0,13039.0
Oita,大分県,158,11,145.0,2.0,0,0.0,14529.0
Miyazaki,宮崎県,342,10,332.0,1.0,0,1.0,8331.0
Kagoshima,鹿児島県,372,13,372.0,11.0,1,24.0,17221.0
Okinawa,沖縄県,2294,198,2055.0,45.0,7,4.0,32570.0
Zenkoku,全国,74944,6567,66924.0,1450.0,,,
