name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1263,103,1061.0,99.0,6,0.0,20920.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,991.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,981.0
Miyagi,宮城県,94,5,88.0,1.0,0,0.0,3826.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,997.0
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2544.0
Fukushima,福島県,82,1,81.0,0.0,0,0.0,6896.0
Ibaraki,茨城県,174,5,159.0,10.0,0,0.0,5325.0
Tochigi,栃木県,79,14,66.0,0.0,0,1.0,7288.0
Gunma,群馬県,153,3,131.0,19.0,0,0.0,5112.0
Saitama,埼玉県,1146,121,960.0,65.0,3,0.0,35516.0
Chiba,千葉県,967,49,873.0,45.0,2,0.0,18355.0
Tokyo,東京都,6292,493,5474.0,325.0,10,0.0,84548.0
Kanagawa,神奈川県,1508,86,1326.0,96.0,8,0.0,12709.0
Niigata,新潟県,84,1,82.0,0.0,0,1.0,4987.0
Toyama,富山県,227,0,205.0,22.0,0,0.0,3962.0
Ishikawa,石川県,300,16,257.0,27.0,1,0.0,2911.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3445.0
Yamanashi,山梨県,75,2,72.0,1.0,0,0.0,5711.0
Nagano,長野県,77,1,76.0,,0,0.0,3292.0
Gifu,岐阜県,157,3,147.0,7.0,1,0.0,5265.0
Shizuoka,静岡県,81,1,79.0,1.0,0,0.0,7675.0
Aichi,愛知県,525,7,478.0,34.0,0,6.0,12859.0
Mie,三重県,46,0,45.0,1.0,0,0.0,2881.0
Shiga,滋賀県,103,3,99.0,1.0,0,0.0,2379.0
Kyoto,京都府,381,17,346.0,18.0,0,0.0,10346.0
Osaka,大阪府,1843,45,1712.0,86.0,3,0.0,41251.0
Hyogo,兵庫県,706,6,655.0,45.0,0,0.0,14947.0
Nara,奈良県,92,0,90.0,2.0,0,0.0,3943.0
Wakayama,和歌山県,64,1,60.0,3.0,0,0.0,4005.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1489.0
Shimane,島根県,24,0,24.0,0.0,0,0.0,1247.0
Okayama,岡山県,26,1,25.0,,-,0.0,1943.0
Hiroshima,広島県,169,1,165.0,3.0,0,0.0,7824.0
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2342.0
Tokushima,徳島県,6,1,4.0,1.0,0,0.0,925.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2754.0
Ehime,愛媛県,82,0,77.0,5.0,0,0.0,2617.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1977.0
Fukuoka,福岡県,850,16,801.0,33.0,2,0.0,16607.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1625.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3265.0
Kumamoto,熊本県,49,1,45.0,3.0,0,0.0,4287.0
Oita,大分県,60,0,59.0,1.0,0,0.0,4930.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1578.0
Kagoshima,鹿児島県,12,1,11.0,0.0,0,0.0,2611.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3023.0
