name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,41371,956,39105.0,1400.0,28.0,90.0,781043.0,JP-01
Aomori,青森県,2502,51,2420.0,31.0,0.0,0.0,50832.0,JP-02
Iwate,岩手県,1681,47,1588.0,46.0,2.0,0.0,86220.0,JP-03
Miyagi,宮城県,9140,70,8974.0,90.0,3.0,6.0,157217.0,JP-04
Akita,秋田県,890,108,762.0,20.0,1.0,0.0,15522.0,JP-05
Yamagata,山形県,2020,10,1963.0,47.0,1.0,0.0,65878.0,JP-06
Fukushima,福島県,4905,125,4619.0,161.0,3.0,0.0,281414.0,JP-07
Ibaraki,茨城県,10571,260,10146.0,165.0,4.0,0.0,33416.0,JP-08
Tochigi,栃木県,7052,240,6731.0,81.0,9.0,0.0,303886.0,JP-09
Gunma,群馬県,8037,46,7839.0,152.0,6.0,0.0,194467.0,JP-10
Saitama,埼玉県,46579,1155,44592.0,832.0,16.0,0.0,970890.0,JP-11
Chiba,千葉県,40442,1077,38659.0,706.0,18.0,0.0,691856.0,JP-12
Tokyo,東京都,174607,4605,167766.0,2236.0,51.0,0.0,2528074.0,JP-13
Kanagawa,神奈川県,67602,1810,64843.0,949.0,39.0,0.0,1043286.0,JP-14
Niigata,新潟県,3403,33,3318.0,52.0,2.0,0.0,171964.0,JP-15
Toyama,富山県,2042,38,1966.0,38.0,1.0,0.0,74213.0,JP-16
Ishikawa,石川県,3935,24,3792.0,115.0,0.0,4.0,123028.0,JP-17
Fukui,福井県,1300,162,1103.0,35.0,0.0,0.0,69296.0,JP-18
Yamanashi,山梨県,2101,97,1984.0,21.0,1.0,1.0,54750.0,JP-19
Nagano,長野県,5037,59,4962.0,91.0,0.0,75.0,207555.0,JP-20
Gifu,岐阜県,9447,81,9179.0,187.0,3.0,0.0,271006.0,JP-21
Shizuoka,静岡県,9347,308,8889.0,150.0,7.0,0.0,406370.0,JP-22
Aichi,愛知県,51024,872,49190.0,962.0,26.0,0.0,832336.0,JP-23
Mie,三重県,5262,80,5209.0,112.0,4.0,139.0,142045.0,JP-24
Shiga,滋賀県,5559,79,5390.0,90.0,5.0,0.0,151955.0,JP-25
Kyoto,京都府,16610,136,16217.0,243.0,9.0,14.0,283780.0,JP-26
Osaka,大阪府,103491,1199,98820.0,2677.0,144.0,795.0,2159967.0,JP-27
Hyogo,兵庫県,40919,233,39379.0,1308.0,14.0,1.0,508625.0,JP-28
Nara,奈良県,8345,197,8017.0,131.0,3.0,0.0,169824.0,JP-29
Wakayama,和歌山県,2689,26,2556.0,49.0,1.0,58.0,41938.0,JP-30
Tottori,鳥取県,481,15,456.0,2.0,0.0,8.0,83458.0,JP-31
Shimane,島根県,553,3,549.0,1.0,1.0,0.0,31436.0,JP-32
Okayama,岡山県,7591,72,7385.0,126.0,8.0,8.0,162012.0,JP-33
Hiroshima,広島県,11502,123,11186.0,175.0,13.0,18.0,548898.0,JP-34
Yamaguchi,山口県,3145,58,3010.0,77.0,2.0,0.0,122050.0,JP-35
Tokushima,徳島県,1656,3,1590.0,63.0,0.0,0.0,65083.0,JP-36
Kagawa,香川県,2097,20,2051.0,31.0,0.0,5.0,86095.0,JP-37
Ehime,愛媛県,2754,7,2672.0,75.0,3.0,0.0,95457.0,JP-38
Kochi,高知県,1831,93,1713.0,25.0,9.0,0.0,11460.0,JP-39
Fukuoka,福岡県,35551,389,34616.0,520.0,14.0,26.0,833367.0,JP-40
Saga,佐賀県,2561,14,2553.0,24.0,0.0,30.0,57035.0,JP-41
Nagasaki,長崎県,3197,86,3043.0,69.0,0.0,1.0,125309.0,JP-42
Kumamoto,熊本県,6485,62,6306.0,117.0,5.0,0.0,82099.0,JP-43
Oita,大分県,3492,21,3408.0,63.0,0.0,0.0,168943.0,JP-44
Miyazaki,宮崎県,3094,17,3027.0,27.0,0.0,23.0,44396.0,JP-45
Kagoshima,鹿児島県,3678,45,3629.0,38.0,1.0,34.0,111258.0,JP-46
Okinawa,沖縄県,20846,1037,19628.0,187.0,54.0,6.0,251775.0,JP-47
Zenkoku,全国,798424,16249,766800.0,14797.0,,,,
