name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,44908,1912,41447.0,1426.0,5.0,123.0,861588.0,JP-01
Aomori,青森県,2725,122,2571.0,32.0,0.0,0.0,56702.0,JP-02
Iwate,岩手県,2025,138,1840.0,47.0,0.0,0.0,94232.0,JP-03
Miyagi,宮城県,9975,333,9530.0,91.0,3.0,21.0,173017.0,JP-04
Akita,秋田県,1024,42,962.0,20.0,1.0,0.0,17561.0,JP-05
Yamagata,山形県,2168,80,2041.0,47.0,0.0,0.0,72276.0,JP-06
Fukushima,福島県,5907,643,5102.0,162.0,10.0,0.0,315100.0,JP-07
Ibaraki,茨城県,12834,1323,11342.0,169.0,6.0,0.0,35004.0,JP-08
Tochigi,栃木県,8462,887,7488.0,87.0,13.0,0.0,351241.0,JP-09
Gunma,群馬県,8936,632,8149.0,155.0,4.0,0.0,216646.0,JP-10
Saitama,埼玉県,58604,8754,49000.0,850.0,56.0,0.0,1095346.0,JP-11
Chiba,千葉県,50731,5239,44758.0,734.0,36.0,0.0,792511.0,JP-12
Tokyo,東京都,223221,25431,195497.0,2293.0,114.0,0.0,2832447.0,JP-13
Kanagawa,神奈川県,86292,8906,76397.0,989.0,88.0,0.0,1173743.0,JP-14
Niigata,新潟県,4096,421,3621.0,54.0,2.0,0.0,196677.0,JP-15
Toyama,富山県,2321,188,2095.0,38.0,1.0,0.0,82493.0,JP-16
Ishikawa,石川県,5242,828,4289.0,118.0,5.0,7.0,137521.0,JP-17
Fukui,福井県,1665,220,1409.0,36.0,0.0,0.0,80121.0,JP-18
Yamanashi,山梨県,2457,219,2218.0,21.0,0.0,1.0,72269.0,JP-19
Nagano,長野県,5370,240,5107.0,94.0,0.0,71.0,227324.0,JP-20
Gifu,岐阜県,9825,196,9441.0,188.0,2.0,0.0,295937.0,JP-21
Shizuoka,静岡県,11029,1071,9801.0,157.0,3.0,0.0,457647.0,JP-22
Aichi,愛知県,54237,1892,51337.0,1008.0,10.0,0.0,922462.0,JP-23
Mie,三重県,5832,297,5569.0,114.0,4.0,148.0,159799.0,JP-24
Shiga,滋賀県,6122,370,5659.0,93.0,3.0,0.0,171028.0,JP-25
Kyoto,京都府,18617,1149,17099.0,249.0,21.0,120.0,313314.0,JP-26
Osaka,大阪府,115473,7028,104755.0,2722.0,219.0,968.0,2492853.0,JP-27
Hyogo,兵庫県,44304,1812,41176.0,1316.0,23.0,0.0,560310.0,JP-28
Nara,奈良県,9168,453,8582.0,133.0,9.0,0.0,187872.0,JP-29
Wakayama,和歌山県,3044,236,2688.0,49.0,13.0,71.0,45437.0,JP-30
Tottori,鳥取県,813,182,578.0,2.0,1.0,51.0,99292.0,JP-31
Shimane,島根県,749,92,655.0,2.0,1.0,0.0,36029.0,JP-32
Okayama,岡山県,8329,245,7612.0,127.0,3.0,345.0,183050.0,JP-33
Hiroshima,広島県,12206,327,11619.0,179.0,6.0,81.0,594390.0,JP-34
Yamaguchi,山口県,3309,113,3116.0,80.0,0.0,0.0,130605.0,JP-35
Tokushima,徳島県,1804,80,1661.0,63.0,1.0,0.0,72851.0,JP-36
Kagawa,香川県,2335,184,2123.0,32.0,0.0,4.0,94552.0,JP-37
Ehime,愛媛県,2941,127,2737.0,77.0,3.0,0.0,105846.0,JP-38
Kochi,高知県,2108,115,1964.0,29.0,6.0,0.0,64615.0,JP-39
Fukuoka,福岡県,40162,2975,36296.0,534.0,14.0,357.0,925442.0,JP-40
Saga,佐賀県,2782,125,2646.0,24.0,0.0,13.0,64684.0,JP-41
Nagasaki,長崎県,3507,192,3247.0,69.0,0.0,1.0,137651.0,JP-42
Kumamoto,熊本県,7096,498,6477.0,121.0,0.0,0.0,86160.0,JP-43
Oita,大分県,3704,160,3480.0,64.0,0.0,0.0,187025.0,JP-44
Miyazaki,宮崎県,3267,116,3113.0,27.0,0.0,11.0,46053.0,JP-45
Kagoshima,鹿児島県,4019,191,3808.0,39.0,0.0,19.0,120162.0,JP-46
Okinawa,沖縄県,25337,2789,22278.0,236.0,68.0,34.0,285810.0,JP-47
Zenkoku,全国,941082,79573,844380.0,15197.0,,,,
