name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,12307,1881,10065.0,394.0,32.0,33.0,213422.0
Aomori,青森県,391,25,360.0,6.0,2.0,0.0,8675.0
Iwate,岩手県,336,107,211.0,18.0,3.0,0.0,12981.0
Miyagi,宮城県,1776,354,1410.0,12.0,6.0,0.0,23979.0
Akita,秋田県,95,4,90.0,1.0,0.0,0.0,3951.0
Yamagata,山形県,324,104,217.0,3.0,5.0,0.0,9645.0
Fukushima,福島県,754,182,561.0,11.0,5.0,0.0,50452.0
Ibaraki,茨城県,2149,244,1871.0,34.0,11.0,0.0,18301.0
Tochigi,栃木県,1039,271,768.0,4.0,11.0,4.0,66532.0
Gunma,群馬県,1950,407,1494.0,32.0,6.0,17.0,47293.0
Saitama,埼玉県,11789,2085,9525.0,179.0,34.0,0.0,287305.0
Chiba,千葉県,9172,1280,7786.0,106.0,20.0,0.0,206425.0
Tokyo,東京都,51838,5987,45284.0,567.0,63.0,0.0,913711.0
Kanagawa,神奈川県,17039,2019,14782.0,238.0,57.0,0.0,318768.0
Niigata,新潟県,443,70,373.0,3.0,0.0,3.0,25787.0
Toyama,富山県,494,27,441.0,26.0,1.0,0.0,20063.0
Ishikawa,石川県,967,84,837.0,50.0,0.0,4.0,26934.0
Fukui,福井県,337,13,313.0,11.0,1.0,0.0,17495.0
Yamanashi,山梨県,488,42,436.0,10.0,1.0,0.0,14339.0
Nagano,長野県,1050,111,910.0,11.0,5.0,18.0,41682.0
Gifu,岐阜県,1748,325,1400.0,23.0,6.0,0.0,56624.0
Shizuoka,静岡県,2383,539,1814.0,30.0,9.0,0.0,78035.0
Aichi,愛知県,14127,2252,11712.0,163.0,35.0,0.0,171494.0
Mie,三重県,1151,166,970.0,15.0,4.0,0.0,26913.0
Shiga,滋賀県,944,92,841.0,11.0,1.0,0.0,33729.0
Kyoto,京都府,3782,715,3046.0,43.0,13.0,22.0,82095.0
Osaka,大阪府,27217,3743,22968.0,490.0,165.0,16.0,415640.0
Hyogo,兵庫県,8204,872,7199.0,133.0,46.0,0.0,123359.0
Nara,奈良県,1686,267,1399.0,20.0,10.0,0.0,43109.0
Wakayama,和歌山県,582,32,532.0,7.0,8.0,11.0,15760.0
Tottori,鳥取県,69,7,61.0,0.0,1.0,1.0,21278.0
Shimane,島根県,181,19,162.0,0.0,1.0,0.0,8556.0
Okayama,岡山県,1111,204,642.0,12.0,3.0,253.0,27231.0
Hiroshima,広島県,2298,380,1186.0,15.0,12.0,717.0,60968.0
Yamaguchi,山口県,468,54,408.0,2.0,5.0,4.0,24734.0
Tokushima,徳島県,192,4,178.0,9.0,0.0,1.0,14337.0
Kagawa,香川県,209,23,183.0,3.0,0.0,0.0,20614.0
Ehime,愛媛県,375,43,321.0,11.0,4.0,0.0,10873.0
Kochi,高知県,518,177,336.0,5.0,3.0,0.0,5353.0
Fukuoka,福岡県,7366,1042,6210.0,114.0,11.0,0.0,240793.0
Saga,佐賀県,411,41,372.0,3.0,1.0,5.0,13513.0
Nagasaki,長崎県,400,89,288.0,3.0,2.0,20.0,34299.0
Kumamoto,熊本県,1446,166,1150.0,13.0,4.0,117.0,30344.0
Oita,大分県,576,89,482.0,5.0,5.0,0.0,37321.0
Miyazaki,宮崎県,669,82,587.0,5.0,1.0,5.0,11785.0
Kagoshima,鹿児島県,875,136,739.0,13.0,1.0,13.0,34683.0
Okinawa,沖縄県,4989,291,4624.0,79.0,6.0,5.0,83981.0
Zenkoku,全国,198715,27147,167544.0,2943.0,,,
