name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,6684,2113,4428.0,143.0,19.0,0.0,122381.0
Aomori,青森県,280,19,255.0,6.0,2.0,0.0,6349.0
Iwate,岩手県,127,93,34.0,0.0,1.0,0.0,7560.0
Miyagi,宮城県,1075,185,881.0,9.0,8.0,0.0,17396.0
Akita,秋田県,74,6,68.0,0.0,1.0,0.0,3155.0
Yamagata,山形県,107,19,88.0,1.0,0.0,1.0,7184.0
Fukushima,福島県,474,62,406.0,6.0,4.0,0.0,37381.0
Ibaraki,茨城県,1205,288,898.0,19.0,6.0,0.0,15503.0
Tochigi,栃木県,558,59,499.0,2.0,5.0,2.0,51487.0
Gunma,群馬県,1033,93,919.0,21.0,1.0,0.0,34203.0
Saitama,埼玉県,7499,1002,6367.0,130.0,17.0,0.0,217347.0
Chiba,千葉県,6308,800,5422.0,86.0,9.0,0.0,154668.0
Tokyo,東京都,37317,3615,33224.0,478.0,40.0,0.0,707444.0
Kanagawa,神奈川県,11181,1207,9790.0,184.0,44.0,0.0,234414.0
Niigata,新潟県,295,91,204.0,0.0,1.0,0.0,20826.0
Toyama,富山県,441,16,399.0,26.0,0.0,0.0,16124.0
Ishikawa,石川県,833,8,776.0,49.0,0.0,0.0,20662.0
Fukui,福井県,300,32,257.0,11.0,1.0,0.0,13504.0
Yamanashi,山梨県,298,50,241.0,7.0,2.0,0.0,12801.0
Nagano,長野県,592,175,416.0,6.0,0.0,5.0,27741.0
Gifu,岐阜県,911,136,762.0,13.0,0.0,0.0,31292.0
Shizuoka,静岡県,1111,339,768.0,4.0,3.0,0.0,51416.0
Aichi,愛知県,8464,1413,6947.0,104.0,17.0,0.0,124076.0
Mie,三重県,706,105,594.0,7.0,5.0,0.0,18271.0
Shiga,滋賀県,730,92,629.0,9.0,0.0,0.0,25024.0
Kyoto,京都府,2409,214,2160.0,35.0,3.0,0.0,60062.0
Osaka,大阪府,17159,2613,14250.0,277.0,87.0,19.0,292105.0
Hyogo,兵庫県,4485,596,3810.0,79.0,26.0,0.0,83625.0
Nara,奈良県,975,193,771.0,11.0,4.0,0.0,29663.0
Wakayama,和歌山県,379,64,305.0,4.0,4.0,6.0,12054.0
Tottori,鳥取県,53,7,46.0,0.0,0.0,0.0,6197.0
Shimane,島根県,142,1,141.0,0.0,0.0,0.0,6498.0
Okayama,岡山県,485,109,310.0,11.0,3.0,55.0,17220.0
Hiroshima,広島県,736,48,679.0,6.0,0.0,3.0,31670.0
Yamaguchi,山口県,343,109,228.0,2.0,2.0,4.0,13795.0
Tokushima,徳島県,178,8,161.0,9.0,2.0,0.0,7724.0
Kagawa,香川県,129,21,106.0,2.0,0.0,0.0,15802.0
Ehime,愛媛県,186,69,111.0,6.0,0.0,0.0,5240.0
Kochi,高知県,146,2,140.0,4.0,0.0,0.0,3704.0
Fukuoka,福岡県,5513,169,5238.0,106.0,3.0,0.0,189078.0
Saga,佐賀県,293,18,276.0,1.0,0.0,2.0,8789.0
Nagasaki,長崎県,254,11,243.0,3.0,0.0,3.0,25667.0
Kumamoto,熊本県,951,76,841.0,11.0,1.0,23.0,22677.0
Oita,大分県,209,46,160.0,3.0,0.0,0.0,24933.0
Miyazaki,宮崎県,414,42,372.0,1.0,0.0,1.0,8918.0
Kagoshima,鹿児島県,592,48,537.0,13.0,0.0,6.0,25683.0
Okinawa,沖縄県,3967,340,3564.0,68.0,2.0,5.0,67188.0
Zenkoku,全国,128601,16822,109721.0,1973.0,,,
