name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,34581,7221,26412.0,1001.0,47.0,53.0,638209.0,JP-01
Aomori,青森県,2158,300,1830.0,28.0,5.0,0.0,40642.0,JP-02
Iwate,岩手県,1343,179,1121.0,43.0,1.0,0.0,69814.0,JP-03
Miyagi,宮城県,8729,309,8332.0,82.0,9.0,6.0,139944.0,JP-04
Akita,秋田県,741,100,629.0,12.0,0.0,0.0,12871.0,JP-05
Yamagata,山形県,1882,237,1607.0,38.0,5.0,0.0,55321.0,JP-06
Fukushima,福島県,4446,400,3913.0,133.0,25.0,0.0,226289.0,JP-07
Ibaraki,茨城県,9401,540,8719.0,142.0,8.0,0.0,31981.0,JP-08
Tochigi,栃木県,6081,350,5656.0,75.0,9.0,0.0,236792.0,JP-09
Gunma,群馬県,7581,604,6850.0,127.0,18.0,0.0,158529.0,JP-10
Saitama,埼玉県,42824,2194,39853.0,777.0,53.0,0.0,846908.0,JP-11
Chiba,千葉県,36327,1235,34426.0,666.0,25.0,0.0,591781.0,JP-12
Tokyo,東京都,156785,5857,148911.0,2017.0,61.0,0.0,2210765.0,JP-13
Kanagawa,神奈川県,59757,2282,56606.0,869.0,69.0,0.0,891644.0,JP-14
Niigata,新潟県,3046,423,2589.0,34.0,6.0,0.0,133647.0,JP-15
Toyama,富山県,1739,294,1411.0,34.0,6.0,0.0,59309.0,JP-16
Ishikawa,石川県,3472,516,2857.0,98.0,13.0,1.0,83487.0,JP-17
Fukui,福井県,1021,50,937.0,34.0,0.0,0.0,57477.0,JP-18
Yamanashi,山梨県,1447,115,1314.0,19.0,1.0,1.0,38972.0,JP-19
Nagano,長野県,4621,386,4216.0,76.0,7.0,57.0,168365.0,JP-20
Gifu,岐阜県,8287,1003,7134.0,150.0,23.0,0.0,225801.0,JP-21
Shizuoka,静岡県,7906,739,7035.0,132.0,8.0,0.0,334739.0,JP-22
Aichi,愛知県,44093,6486,36897.0,710.0,92.0,0.0,647776.0,JP-23
Mie,三重県,4707,494,4233.0,101.0,17.0,121.0,116606.0,JP-24
Shiga,滋賀県,4792,483,4234.0,75.0,9.0,0.0,122280.0,JP-25
Kyoto,京都府,15352,1382,13837.0,200.0,18.0,67.0,246203.0,JP-26
Osaka,大阪府,97738,11792,82895.0,2128.0,337.0,923.0,1730305.0,JP-27
Hyogo,兵庫県,38757,3412,34258.0,1096.0,96.0,9.0,441555.0,JP-28
Nara,奈良県,7726,626,6996.0,104.0,23.0,0.0,145913.0,JP-29
Wakayama,和歌山県,2563,155,2330.0,39.0,42.0,39.0,39091.0,JP-30
Tottori,鳥取県,453,41,400.0,2.0,0.0,10.0,70646.0,JP-31
Shimane,島根県,498,94,404.0,0.0,3.0,0.0,24335.0,JP-32
Okayama,岡山県,6930,1386,5045.0,90.0,30.0,409.0,108427.0,JP-33
Hiroshima,広島県,9610,1080,7157.0,117.0,18.0,1256.0,400161.0,JP-34
Yamaguchi,山口県,2736,576,2103.0,57.0,8.0,0.0,98010.0,JP-35
Tokushima,徳島県,1618,115,1442.0,61.0,3.0,0.0,56063.0,JP-36
Kagawa,香川県,1939,262,1658.0,24.0,4.0,5.0,74014.0,JP-37
Ehime,愛媛県,2666,106,2489.0,71.0,4.0,0.0,79801.0,JP-38
Kochi,高知県,1266,127,1119.0,20.0,3.0,0.0,8973.0,JP-39
Fukuoka,福岡県,32722,5353,26695.0,416.0,76.0,258.0,718023.0,JP-40
Saga,佐賀県,2411,255,2144.0,18.0,6.0,6.0,47356.0,JP-41
Nagasaki,長崎県,2822,268,2493.0,61.0,13.0,0.0,108011.0,JP-42
Kumamoto,熊本県,5902,930,4880.0,92.0,26.0,0.0,76017.0,JP-43
Oita,大分県,3164,571,2555.0,38.0,6.0,0.0,138870.0,JP-44
Miyazaki,宮崎県,2939,285,2594.0,25.0,7.0,35.0,38919.0,JP-45
Kagoshima,鹿児島県,3131,396,2712.0,28.0,1.0,5.0,96915.0,JP-46
Okinawa,沖縄県,15081,1959,12980.0,148.0,59.0,6.0,209874.0,JP-47
Zenkoku,全国,715791,63968,636908.0,12308.0,,,,
