name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,122574,31227,88643.0,1560.0,5.0,1144.0,1510087.0,JP-01
Aomori,青森県,13641,3833,9762.0,46.0,0.0,0.0,139718.0,JP-02
Iwate,岩手県,6051,1444,4553.0,54.0,0.0,0.0,158033.0,JP-03
Miyagi,宮城県,27594,5417,21128.0,121.0,4.0,928.0,343875.0,JP-04
Akita,秋田県,5939,2071,3841.0,27.0,0.0,0.0,37308.0,JP-05
Yamagata,山形県,8016,2707,5251.0,58.0,0.0,0.0,138126.0,JP-06
Fukushima,福島県,17867,4329,13360.0,178.0,3.0,0.0,556279.0,JP-07
Ibaraki,茨城県,48379,8664,39481.0,234.0,8.0,0.0,43398.0,JP-08
Tochigi,栃木県,31593,7684,23775.0,134.0,6.0,0.0,591005.0,JP-09
Gunma,群馬県,38627,7923,30497.0,207.0,6.0,0.0,443558.0,JP-10
Saitama,埼玉県,218832,33285,184457.0,1090.0,63.0,0.0,2004753.0,JP-11
Chiba,千葉県,187892,33935,145536.0,1091.0,20.0,7330.0,1480429.0,JP-12
Tokyo,東京都,740540,169697,567574.0,3269.0,59.0,0.0,5025903.0,JP-13
Kanagawa,神奈川県,317785,64959,251438.0,1388.0,85.0,0.0,2180686.0,JP-14
Niigata,新潟県,20772,3888,16819.0,65.0,4.0,0.0,421798.0,JP-15
Toyama,富山県,9797,2952,6793.0,52.0,1.0,0.0,163857.0,JP-16
Ishikawa,石川県,16974,5067,11739.0,145.0,8.0,23.0,250823.0,JP-17
Fukui,福井県,7548,1429,6081.0,38.0,0.0,0.0,176087.0,JP-18
Yamanashi,山梨県,11561,2180,9350.0,38.0,0.0,7.0,173670.0,JP-19
Nagano,長野県,22798,4612,15708.0,113.0,2.0,2365.0,467035.0,JP-20
Gifu,岐阜県,37534,6974,29371.0,235.0,6.0,954.0,583961.0,JP-21
Shizuoka,静岡県,60299,14258,45328.0,241.0,6.0,472.0,884858.0,JP-22
Aichi,愛知県,212750,45933,165550.0,1267.0,35.0,0.0,1824608.0,JP-23
Mie,三重県,28954,6062,23403.0,193.0,4.0,704.0,322008.0,JP-24
Shiga,滋賀県,31714,8884,22715.0,115.0,1.0,0.0,373115.0,JP-25
Kyoto,京都府,87964,23699,60955.0,317.0,112.0,2993.0,594284.0,JP-26
Osaka,大阪府,457385,139276,314830.0,3278.0,662.0,1.0,5132408.0,JP-27
Hyogo,兵庫県,174970,56082,117398.0,1500.0,49.0,10.0,1099749.0,JP-28
Nara,奈良県,35759,11990,23599.0,170.0,21.0,0.0,360651.0,JP-29
Wakayama,和歌山県,15609,4198,11214.0,73.0,7.0,124.0,99657.0,JP-30
Tottori,鳥取県,4408,863,3479.0,5.0,1.0,61.0,224292.0,JP-31
Shimane,島根県,4890,714,4169.0,7.0,0.0,0.0,92443.0,JP-32
Okayama,岡山県,35643,5153,21302.0,150.0,6.0,9038.0,383374.0,JP-33
Hiroshima,広島県,58529,19853,38399.0,277.0,14.0,0.0,1298039.0,JP-34
Yamaguchi,山口県,15995,2783,13105.0,107.0,2.0,0.0,318320.0,JP-35
Tokushima,徳島県,6384,1382,4936.0,71.0,1.0,5.0,140879.0,JP-36
Kagawa,香川県,11558,2727,8774.0,48.0,2.0,9.0,177947.0,JP-37
Ehime,愛媛県,12709,2371,10244.0,94.0,3.0,0.0,227370.0,JP-38
Kochi,高知県,8051,1872,6137.0,42.0,4.0,0.0,149440.0,JP-39
Fukuoka,福岡県,166545,51161,109062.0,704.0,15.0,5618.0,1812587.0,JP-40
Saga,佐賀県,15997,3930,10908.0,37.0,1.0,1122.0,165638.0,JP-41
Nagasaki,長崎県,18615,5742,13135.0,83.0,0.0,345.0,253795.0,JP-42
Kumamoto,熊本県,36243,7185,28890.0,168.0,9.0,0.0,170751.0,JP-43
Oita,大分県,17434,3403,13943.0,88.0,0.0,0.0,382099.0,JP-44
Miyazaki,宮崎県,14308,2807,11476.0,55.0,0.0,30.0,109656.0,JP-45
Kagoshima,鹿児島県,22093,4723,16561.0,88.0,2.0,721.0,231036.0,JP-46
Okinawa,沖縄県,88482,5577,82473.0,413.0,33.0,19.0,554122.0,JP-47
Zenkoku,全国,3555602,836905,2667142.0,19734.0,,,,
