name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,10163,2261,7640.0,262.0,26.0,0.0,173120.0
Aomori,青森県,345,53,286.0,6.0,2.0,0.0,7496.0
Iwate,岩手県,224,57,161.0,6.0,4.0,0.0,10258.0
Miyagi,宮城県,1319,150,1158.0,11.0,3.0,0.0,20230.0
Akita,秋田県,90,2,87.0,1.0,0.0,0.0,3733.0
Yamagata,山形県,186,56,129.0,1.0,1.0,0.0,8531.0
Fukushima,福島県,548,63,477.0,8.0,5.0,0.0,42464.0
Ibaraki,茨城県,1878,370,1484.0,24.0,18.0,0.0,17536.0
Tochigi,栃木県,782,183,599.0,2.0,11.0,2.0,57351.0
Gunma,群馬県,1433,249,1129.0,23.0,7.0,32.0,39971.0
Saitama,埼玉県,9583,1598,7825.0,160.0,26.0,0.0,252336.0
Chiba,千葉県,7599,780,6724.0,95.0,15.0,0.0,175488.0
Tokyo,東京都,44355,4274,39558.0,523.0,60.0,0.0,816435.0
Kanagawa,神奈川県,13855,1431,12207.0,217.0,62.0,0.0,272325.0
Niigata,新潟県,363,79,284.0,0.0,0.0,0.0,23497.0
Toyama,富山県,462,6,430.0,26.0,2.0,0.0,18199.0
Ishikawa,石川県,879,31,798.0,50.0,0.0,0.0,23696.0
Fukui,福井県,326,17,298.0,11.0,2.0,0.0,16140.0
Yamanashi,山梨県,429,89,331.0,9.0,0.0,0.0,13914.0
Nagano,長野県,838,108,695.0,6.0,4.0,29.0,34537.0
Gifu,岐阜県,1300,268,1017.0,15.0,1.0,0.0,45207.0
Shizuoka,静岡県,1988,616,1353.0,19.0,13.0,0.0,63637.0
Aichi,愛知県,11438,1890,9414.0,134.0,30.0,0.0,143982.0
Mie,三重県,967,178,779.0,10.0,6.0,0.0,22079.0
Shiga,滋賀県,832,62,759.0,11.0,2.0,0.0,29557.0
Kyoto,京都府,2884,290,2561.0,39.0,8.0,6.0,70833.0
Osaka,大阪府,22993,4190,18413.0,371.0,146.0,19.0,357109.0
Hyogo,兵庫県,6547,825,5623.0,99.0,40.0,0.0,105709.0
Nara,奈良県,1351,260,1078.0,13.0,8.0,0.0,36543.0
Wakayama,和歌山県,516,65,433.0,7.0,5.0,11.0,14303.0
Tottori,鳥取県,65,8,56.0,0.0,0.0,1.0,18758.0
Shimane,島根県,158,12,146.0,0.0,0.0,0.0,7158.0
Okayama,岡山県,678,140,468.0,11.0,5.0,59.0,20802.0
Hiroshima,広島県,1128,225,820.0,7.0,6.0,76.0,39067.0
Yamaguchi,山口県,418,52,360.0,2.0,3.0,4.0,19028.0
Tokushima,徳島県,186,6,170.0,9.0,1.0,1.0,13518.0
Kagawa,香川県,174,42,129.0,3.0,0.0,0.0,18512.0
Ehime,愛媛県,352,86,259.0,6.0,3.0,1.0,8593.0
Kochi,高知県,263,88,156.0,4.0,0.0,15.0,4223.0
Fukuoka,福岡県,6125,418,5598.0,109.0,11.0,0.0,214039.0
Saga,佐賀県,347,43,305.0,2.0,0.0,3.0,10755.0
Nagasaki,長崎県,276,11,264.0,3.0,0.0,2.0,28610.0
Kumamoto,熊本県,1111,79,986.0,13.0,8.0,33.0,26758.0
Oita,大分県,418,144,271.0,3.0,2.0,0.0,31001.0
Miyazaki,宮崎県,568,95,474.0,1.0,1.0,2.0,10600.0
Kagoshima,鹿児島県,701,82,619.0,13.0,1.0,13.0,28832.0
Okinawa,沖縄県,4613,380,4164.0,74.0,7.0,5.0,76622.0
Zenkoku,全国,164054,22412,138975.0,2419.0,,,
