name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,60329,323,58588.0,1468.0,3.0,50.0,1104838.0,JP-01
Aomori,青森県,5726,142,5548.0,36.0,4.0,0.0,87784.0,JP-02
Iwate,岩手県,3483,8,3423.0,52.0,0.0,0.0,121073.0,JP-03
Miyagi,宮城県,16229,95,16012.0,117.0,3.0,5.0,239004.0,JP-04
Akita,秋田県,1888,34,1828.0,26.0,1.0,0.0,26501.0,JP-05
Yamagata,山形県,3509,20,3433.0,56.0,0.0,0.0,97629.0,JP-06
Fukushima,福島県,9455,39,9242.0,174.0,4.0,0.0,406893.0,JP-07
Ibaraki,茨城県,24223,192,23815.0,216.0,9.0,0.0,40174.0,JP-08
Tochigi,栃木県,15310,167,15027.0,116.0,4.0,0.0,479839.0,JP-09
Gunma,群馬県,16612,116,16324.0,172.0,9.0,0.0,293440.0,JP-10
Saitama,埼玉県,115008,1148,112850.0,1010.0,41.0,0.0,1446238.0,JP-11
Chiba,千葉県,99843,720,98069.0,1003.0,35.0,51.0,1062959.0,JP-12
Tokyo,東京都,376204,2236,371003.0,2965.0,74.0,0.0,3635837.0,JP-13
Kanagawa,神奈川県,168002,958,165773.0,1271.0,51.0,0.0,1591246.0,JP-14
Niigata,新潟県,7910,171,7679.0,60.0,3.0,0.0,284050.0,JP-15
Toyama,富山県,4803,30,4722.0,51.0,1.0,0.0,113445.0,JP-16
Ishikawa,石川県,7910,114,7650.0,124.0,1.0,22.0,193569.0,JP-17
Fukui,福井県,3067,44,2986.0,37.0,1.0,0.0,116258.0,JP-18
Yamanashi,山梨県,5130,54,5047.0,29.0,0.0,0.0,111974.0,JP-19
Nagano,長野県,8765,58,8664.0,96.0,1.0,53.0,314387.0,JP-20
Gifu,岐阜県,18826,257,18554.0,215.0,3.0,200.0,404349.0,JP-21
Shizuoka,静岡県,26652,84,26359.0,209.0,2.0,0.0,612734.0,JP-22
Aichi,愛知県,105565,1163,103263.0,1139.0,25.0,0.0,1292781.0,JP-23
Mie,三重県,14649,136,14670.0,163.0,2.0,320.0,262689.0,JP-24
Shiga,滋賀県,12305,162,12041.0,102.0,1.0,0.0,252485.0,JP-25
Kyoto,京都府,35596,640,34657.0,281.0,13.0,18.0,418137.0,JP-26
Osaka,大阪府,200386,2704,192937.0,2981.0,221.0,1764.0,3434649.0,JP-27
Hyogo,兵庫県,77586,836,75362.0,1389.0,24.0,1.0,741208.0,JP-28
Nara,奈良県,15704,156,15399.0,149.0,5.0,0.0,247563.0,JP-29
Wakayama,和歌山県,5261,43,5054.0,61.0,8.0,103.0,64967.0,JP-30
Tottori,鳥取県,1643,15,1600.0,5.0,0.0,23.0,145202.0,JP-31
Shimane,島根県,1625,38,1583.0,4.0,0.0,0.0,53023.0,JP-32
Okayama,岡山県,15136,105,14843.0,136.0,3.0,52.0,262448.0,JP-33
Hiroshima,広島県,21726,246,21282.0,198.0,6.0,0.0,889244.0,JP-34
Yamaguchi,山口県,5615,65,5460.0,90.0,0.0,0.0,182635.0,JP-35
Tokushima,徳島県,3272,45,3162.0,65.0,0.0,0.0,103149.0,JP-36
Kagawa,香川県,4690,28,4625.0,37.0,1.0,0.0,127525.0,JP-37
Ehime,愛媛県,5213,110,5022.0,81.0,2.0,0.0,148476.0,JP-38
Kochi,高知県,4112,23,4058.0,31.0,3.0,0.0,97214.0,JP-39
Fukuoka,福岡県,74076,903,72540.0,614.0,22.0,19.0,1241944.0,JP-40
Saga,佐賀県,5772,64,5726.0,29.0,1.0,47.0,102065.0,JP-41
Nagasaki,長崎県,6012,75,5866.0,72.0,0.0,1.0,177762.0,JP-42
Kumamoto,熊本県,14307,108,14064.0,135.0,5.0,0.0,122669.0,JP-43
Oita,大分県,8125,89,7952.0,84.0,2.0,0.0,261002.0,JP-44
Miyazaki,宮崎県,6139,26,6056.0,41.0,1.0,16.0,72658.0,JP-45
Kagoshima,鹿児島県,9064,44,9018.0,65.0,0.0,63.0,167152.0,JP-46
Okinawa,沖縄県,49775,721,48594.0,327.0,17.0,133.0,392841.0,JP-47
Zenkoku,全国,1702238,15555,1667430.0,17782.0,,,,
