name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,2804,311,2384.0,109.0,3.0,0.0,76018.0
Aomori,青森県,187,119,67.0,1.0,3.0,0.0,4211.0
Iwate,岩手県,27,4,23.0,0.0,0.0,0.0,5189.0
Miyagi,宮城県,602,84,516.0,2.0,3.0,0.0,13266.0
Akita,秋田県,61,2,59.0,0.0,0.0,0.0,2455.0
Yamagata,山形県,84,4,79.0,1.0,0.0,0.0,5869.0
Fukushima,福島県,386,53,327.0,6.0,5.0,0.0,27702.0
Ibaraki,茨城県,743,23,702.0,18.0,2.0,0.0,13569.0
Tochigi,栃木県,477,24,453.0,1.0,0.0,1.0,35163.0
Gunma,群馬県,870,99,749.0,19.0,5.0,3.0,27925.0
Saitama,埼玉県,5653,395,5152.0,106.0,8.0,0.0,176782.0
Chiba,千葉県,4836,396,4363.0,77.0,10.0,0.0,121264.0
Tokyo,東京都,30127,1691,27986.0,450.0,29.0,0.0,575136.0
Kanagawa,神奈川県,8389,532,7694.0,163.0,24.0,0.0,191586.0
Niigata,新潟県,182,3,179.0,0.0,0.0,0.0,17373.0
Toyama,富山県,422,0,396.0,26.0,0.0,0.0,14298.0
Ishikawa,石川県,799,13,737.0,49.0,0.0,0.0,16239.0
Fukui,福井県,256,3,242.0,11.0,0.0,0.0,10912.0
Yamanashi,山梨県,203,3,194.0,6.0,0.0,0.0,11459.0
Nagano,長野県,334,9,324.0,4.0,1.0,3.0,22342.0
Gifu,岐阜県,672,31,630.0,11.0,1.0,0.0,26149.0
Shizuoka,静岡県,596,20,574.0,2.0,0.0,0.0,41298.0
Aichi,愛知県,5869,253,5524.0,92.0,11.0,0.0,93722.0
Mie,三重県,555,12,536.0,7.0,2.0,0.0,15441.0
Shiga,滋賀県,539,18,512.0,9.0,0.0,0.0,13774.0
Kyoto,京都府,1974,69,1875.0,30.0,0.0,0.0,51461.0
Osaka,大阪府,12089,600,11237.0,235.0,26.0,17.0,225514.0
Hyogo,兵庫県,3142,151,2930.0,61.0,14.0,0.0,66553.0
Nara,奈良県,626,19,598.0,9.0,2.0,0.0,24077.0
Wakayama,和歌山県,272,17,247.0,4.0,2.0,4.0,10282.0
Tottori,鳥取県,37,2,35.0,0.0,0.0,0.0,5679.0
Shimane,島根県,141,1,141.0,0.0,0.0,1.0,6127.0
Okayama,岡山県,206,23,161.0,1.0,1.0,21.0,10217.0
Hiroshima,広島県,656,19,632.0,5.0,0.0,0.0,26970.0
Yamaguchi,山口県,213,5,206.0,2.0,1.0,0.0,11623.0
Tokushima,徳島県,164,7,148.0,9.0,0.0,0.0,7416.0
Kagawa,香川県,101,4,95.0,2.0,0.0,0.0,13053.0
Ehime,愛媛県,116,0,110.0,6.0,0.0,0.0,4305.0
Kochi,高知県,142,2,136.0,4.0,0.0,0.0,3614.0
Fukuoka,福岡県,5189,66,5022.0,101.0,4.0,0.0,158630.0
Saga,佐賀県,254,3,253.0,0.0,0.0,2.0,6936.0
Nagasaki,長崎県,244,2,239.0,3.0,0.0,0.0,21684.0
Kumamoto,熊本県,769,43,714.0,8.0,0.0,4.0,19076.0
Oita,大分県,159,0,156.0,3.0,0.0,0.0,20118.0
Miyazaki,宮崎県,367,1,366.0,1.0,0.0,1.0,8758.0
Kagoshima,鹿児島県,463,7,456.0,12.0,0.0,12.0,21808.0
Okinawa,沖縄県,3194,356,2784.0,58.0,8.0,4.0,53755.0
Zenkoku,全国,96191,5499,88943.0,1724.0,,,
