name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,2323,204,2012.0,107.0,0.0,0.0,63459.0
Aomori,青森県,37,1,35.0,1.0,0.0,0.0,2590.0
Iwate,岩手県,24,1,23.0,0.0,0.0,0.0,4599.0
Miyagi,宮城県,474,58,414.0,2.0,1.0,0.0,11312.0
Akita,秋田県,58,5,53.0,0.0,0.0,0.0,2309.0
Yamagata,山形県,81,4,76.0,1.0,0.0,0.0,5281.0
Fukushima,福島県,302,58,240.0,4.0,4.0,0.0,22541.0
Ibaraki,茨城県,706,53,636.0,17.0,5.0,0.0,12878.0
Tochigi,栃木県,445,23,422.0,1.0,0.0,1.0,33337.0
Gunma,群馬県,755,44,692.0,19.0,5.0,0.0,24642.0
Saitama,埼玉県,5051,416,4533.0,102.0,6.0,0.0,152675.0
Chiba,千葉県,4268,325,3871.0,72.0,13.0,0.0,104558.0
Tokyo,東京都,27569,2004,25144.0,421.0,24.0,0.0,503424.0
Kanagawa,神奈川県,7471,496,6825.0,150.0,19.0,0.0,167935.0
Niigata,新潟県,177,8,169.0,0.0,0.0,0.0,16216.0
Toyama,富山県,422,7,389.0,26.0,0.0,0.0,13250.0
Ishikawa,石川県,780,21,712.0,47.0,0.0,0.0,14335.0
Fukui,福井県,249,5,233.0,11.0,0.0,0.0,10179.0
Yamanashi,山梨県,196,9,182.0,6.0,1.0,1.0,10962.0
Nagano,長野県,320,13,306.0,1.0,0.0,0.0,20010.0
Gifu,岐阜県,633,11,612.0,10.0,1.0,0.0,24135.0
Shizuoka,静岡県,565,24,539.0,2.0,0.0,0.0,37352.0
Aichi,愛知県,5504,260,5155.0,89.0,11.0,0.0,83697.0
Mie,三重県,535,31,497.0,7.0,0.0,0.0,13981.0
Shiga,滋賀県,514,17,489.0,8.0,0.0,0.0,12804.0
Kyoto,京都府,1809,63,1719.0,27.0,2.0,0.0,45380.0
Osaka,大阪府,11109,443,10430.0,223.0,23.0,13.0,200492.0
Hyogo,兵庫県,2881,137,2685.0,59.0,12.0,0.0,60473.0
Nara,奈良県,595,26,560.0,9.0,0.0,0.0,21963.0
Wakayama,和歌山県,249,8,234.0,4.0,0.0,3.0,9667.0
Tottori,鳥取県,36,3,33.0,0.0,0.0,0.0,5527.0
Shimane,島根県,140,0,140.0,0.0,0.0,0.0,5925.0
Okayama,岡山県,163,8,152.0,1.0,3.0,2.0,8654.0
Hiroshima,広島県,625,57,562.0,3.0,0.0,3.0,22098.0
Yamaguchi,山口県,209,10,197.0,2.0,1.0,0.0,10572.0
Tokushima,徳島県,149,0,131.0,9.0,0.0,9.0,7085.0
Kagawa,香川県,93,0,91.0,2.0,0.0,0.0,11478.0
Ehime,愛媛県,115,1,108.0,6.0,0.0,0.0,4175.0
Kochi,高知県,138,0,134.0,4.0,0.0,0.0,3533.0
Fukuoka,福岡県,5101,76,4926.0,99.0,6.0,0.0,143150.0
Saga,佐賀県,248,3,247.0,0.0,0.0,2.0,6280.0
Nagasaki,長崎県,239,4,233.0,3.0,0.0,1.0,19842.0
Kumamoto,熊本県,673,55,574.0,8.0,0.0,36.0,17381.0
Oita,大分県,158,1,155.0,2.0,0.0,0.0,18121.0
Miyazaki,宮崎県,344,0,344.0,1.0,0.0,1.0,8656.0
Kagoshima,鹿児島県,447,31,413.0,12.0,0.0,9.0,20254.0
Okinawa,沖縄県,2729,268,2417.0,48.0,8.0,4.0,44109.0
Zenkoku,全国,87709,5292,80744.0,1626.0,,,
