2020/03/20 04:05:42 UTC,,,,,,,,
China,80967,39,3248,3,71150,6569,2136,56
Italy,41035,,3405,,4440,33190,2498,679
Iran,18407,,1284,,5979,11144,,219
Spain,18077,,831,,1107,16139,939,387
Germany,15320,,44,,115,15161,2,183
USA,14339,550,217,9,125,13997,64,43
France,10995,,372,,1295,9328,1122,168
S. Korea,8652,87,94,3,2233,6325,59,169
Switzerland,4222,,43,,15,4164,,488
UK,3269,,144,,65,3060,20,48
Netherlands,2460,,76,,2,2382,45,144
Austria,2179,,6,,9,2164,13,242
Belgium,1795,,21,,165,1609,130,155
Norway,1790,,7,,1,1782,27,330
Sweden,1439,,11,,16,1412,21,142
Denmark,1151,,6,,1,1144,30,199
Japan,943,,33,,191,719,46,7
Malaysia,900,,2,,75,823,15,28
Canada,873,,12,,11,850,1,23
Portugal,786,,4,,4,778,20,77
Australia,756,,7,,46,703,1,30
Diamond Princess,712,,7,,527,178,14,
Czechia,694,, ,,3,691,6,65
Israel,677,, ,,14,663,6,78
Brazil,647,7,7,,2,638,18,3
Ireland,557,,3,,5,549,6,113
Greece,464,,6,,19,439,16,45
Qatar,460,, ,,10,450,6,160
Pakistan,454,,2,,13,439,,2
Finland,400,, ,,10,390,2,72
Turkey,359,,4,,,355,,4
Poland,355,,5,,13,337,3,9
Singapore,345,, ,,124,221,14,59
Chile,342,, ,,,342,6,18
Luxembourg,335,,4,,6,325,1,535
Iceland,330,, ,,5,325,1,967
Slovenia,319,,1,,,318,6,153
Indonesia,309,,25,,15,269,,1
Bahrain,278,,1,,110,167,4,163
Romania,277,, ,,25,252,5,14
Saudi Arabia,274,, ,,8,266,,8
Thailand,272,,1,,42,229,1,4
Estonia,267,, ,,1,266,1,201
Ecuador,260,,3,,1,256,2,15
Egypt,256,,7,,42,207,,3
Peru,234,,3,2,1,230,7,7
Philippines,217,,17,,8,192,1,2
Hong Kong,208,,4,,98,106,4,28
Russia,199,,1,,8,190,,1
India,195,1,4,,20,171,,0.1
Iraq,192,,13,,49,130,,5
Mexico,164,46,1,,4,159,1,1
Lebanon,157,,4,,4,149,3,23
South Africa,150,, ,,,150,,3
Kuwait,148,, ,,18,130,5,35
San Marino,144,,14,,4,126,12,4244
UAE,140,, ,,31,109,2,14
Panama,137,,1,,1,135,7,32
Argentina,128,,3,,3,122,,3
Slovakia,124,, ,,,124,2,23
Armenia,122,, ,,1,121,2,41
Croatia,110,,1,,5,104,,27
Taiwan,108,,1,,26,81,,5
Colombia,108,, ,,1,107,,2
Bulgaria,107,,3,,,104,,15
Serbia,103,, ,,1,102,4,12
Uruguay,94,15, ,,,94,,27
Algeria,90,,9,,32,49,,2
Costa Rica,87,,1,,,86,2,17
Latvia,86,, ,,1,85,,46
Vietnam,85,, ,,16,69,,0.9
Andorra,74,, ,,1,73,,958
Hungary,73,,1,,2,70,4,8
Brunei ,73,, ,,,73,2,167
Faeroe Islands,72,, ,,1,71,,1474
Jordan,69,, ,,1,68,,7
Cyprus,67,, ,,,67,1,55
Albania,64,,2,,,62,2,22
Bosnia and Herzegovina,64,, ,,2,62,,20
Morocco,63,,2,,2,59,1,2
Sri Lanka,60,, ,,3,57,,3
Malta,53,, ,,2,51,,120
Belarus,51,, ,,5,46,,5
North Macedonia,50,, ,,1,49,1,24
Moldova,49,,1,,1,47,3,12
Lithuania,48,, ,,1,47,1,18
Oman,48,, ,,13,35,,9
Palestine,47,, ,,,47,,9
Kazakhstan,44,,3,,,41,,2
Azerbaijan,44,,1,,7,36,,4
Venezuela,42,, ,,,42,,1
Georgia,40,, ,,1,39,1,10
Tunisia,39,,1,,1,37,2,3
New Zealand,39,11, ,,,39,,8
Cambodia,37,, ,,1,36,,2
Senegal,36,, ,,2,34,,2
Dominican Republic,34,,2,,,32,,3
Burkina Faso,33,,1,,,32,,2
Guadeloupe,33,, ,,,33,,82
Liechtenstein,28,, ,,,28,,734
Réunion,28,, ,,,28,,31
Ukraine,26,,3,,,23,,0.6
Honduras,24,12, ,,,24,,2
Martinique,23,,1,,,22,,61
Uzbekistan,23,, ,,,23,,0.7
Afghanistan,22,, ,,1,21,,0.6
Bangladesh,18,,1,,3,14,,0.1
Macao,17,, ,,10,7,,26
Bolivia,17,2, ,,,17,,1
Cuba,16,5,1,,,15,,1
Jamaica,15,,1,,2,12,,5
French Guiana,15,, ,,,15,,50
DRC,14,, ,,,14,,0.2
Cameroon,13,, ,,,13,,0.5
Maldives,13,, ,,,13,,24
Montenegro,13,, ,,,13,,21
Paraguay,13,, ,,,13,1,2
Nigeria,12,, ,,1,11,,0.06
