Date,Td,R0,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,3.92,3.45,0,0.29,0,0.14,0,0.00,0,0.00,0.0
2020/01/28,5.75,2.33,0,0.43,0,0.14,0,0.00,0,0.00,0.0
2020/01/29,8.63,1.75,1,0.57,1,0.14,0,0.00,0,0.00,0.0
2020/01/30,14.17,1.41,1,0.71,0,0.14,0,0.00,0,0.00,0.0
2020/01/31,32.17,1.16,1,0.86,0,0.14,0,0.00,0,0.00,0.0
2020/02/01,NG,NG,1,1.00,0,0.14,0,0.00,0,0.00,0.0
2020/02/02,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/03,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/04,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/05,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/06,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/07,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/09,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/10,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/11,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,37.03,1.14,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/17,19.05,1.29,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,13.57,1.43,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/19,9.04,1.71,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/20,5.46,2.43,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/21,4.24,3.14,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/22,3.59,3.86,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/23,3.57,3.89,1,1.14,0,0.14,0,0.00,0,0.00,0.0
2020/02/24,3.21,4.53,1,1.29,0,0.14,0,0.00,0,0.00,0.0
2020/02/25,2.88,5.39,1,1.43,0,0.14,0,0.00,0,0.00,0.0
2020/02/26,2.84,5.52,2,1.71,1,0.29,0,0.00,0,0.00,0.0
2020/02/27,3.06,4.88,2,2.43,0,0.71,0,0.00,0,0.00,0.0
2020/02/28,3.07,4.86,2,3.14,0,0.71,0,0.00,0,0.00,0.0
2020/02/29,2.94,5.21,3,3.86,1,0.71,0,0.00,0,0.00,0.0
2020/03/01,2.65,6.24,6,4.43,3,0.57,0,0.00,0,0.00,0.0
2020/03/02,2.74,5.88,6,5.86,0,1.43,0,0.00,0,0.00,0.0
2020/03/03,2.48,7.07,6,7.71,0,1.86,0,0.00,0,0.00,0.0
2020/03/04,2.21,8.98,6,9.43,0,1.71,0,0.00,0,0.00,0.0
2020/03/05,2.13,9.76,12,11.86,6,2.43,0,0.00,0,0.00,0.0
2020/03/06,2.12,9.86,15,15.29,3,3.43,0,0.00,0,0.00,0.0
2020/03/07,2.15,9.55,15,20.14,0,4.86,0,0.00,0,0.00,0.0
2020/03/08,2.29,8.32,23,27.71,8,7.57,0,0.00,0,0.00,0.0
2020/03/09,2.32,8.10,30,34.43,7,6.71,0,0.00,0,0.00,0.0
2020/03/10,2.73,5.91,40,54.43,10,20.00,0,0.00,0,0.00,0.0
2020/03/11,3.32,4.31,59,84.43,19,30.00,0,0.00,0,0.00,0.0
2020/03/12,3.78,3.61,59,116.00,0,31.57,0,0.00,0,0.00,0.0
2020/03/13,4.21,3.17,155,151.29,96,35.29,0,0.00,0,0.00,0.0
2020/03/14,4.62,2.86,225,191.43,70,40.14,0,0.00,0,0.00,0.0
2020/03/15,4.88,2.70,244,231.00,19,39.57,0,0.00,0,0.00,0.0
2020/03/16,5.26,2.52,277,279.71,33,48.71,0,0.00,0,0.00,0.0
2020/03/17,5.41,2.45,321,321.86,44,42.14,0,0.00,0,0.00,0.0
2020/03/18,5.50,2.42,336,364.43,15,42.57,0,0.14,0,0.14,0.02527157009737858
2020/03/19,5.79,2.31,400,419.00,64,54.57,0,0.29,0,0.14,0.05234825234456991
2020/03/20,6.10,2.22,450,479.43,50,60.43,0,0.43,0,0.14,0.0776198224419485
2020/03/21,6.52,2.10,523,546.71,73,67.29,1,0.57,1,0.14,0.10289139253932707
2020/03/22,7.14,1.97,626,624.43,103,77.71,1,1.00,0,0.43,0.18051121498127556
2020/03/23,7.80,1.86,700,704.14,74,79.71,1,1.71,0,0.71,0.3086741776179812
2020/03/24,8.52,1.77,792,788.57,92,84.43,1,2.71,0,1.00,0.4891853925992568
2020/03/25,9.16,1.70,880,880.57,88,92.00,3,3.86,2,1.14,0.6967732898277237
2020/03/26,9.73,1.65,958,968.29,78,87.71,5,5.29,2,1.43,0.9549043272509478
2020/03/27,10.15,1.61,1041,1061.43,83,93.14,7,7.00,2,1.71,1.263578504868929
